municipio,provincia,municipio_nombre_humano,lat,lon,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
Foncea,La Rioja,Foncea,42.61528,-3.03897,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Fonzaleche,La Rioja,Fonzaleche,42.58114,-3.01218,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Fuenmayor,La Rioja,Fuenmayor,42.466436,-2.561491,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Galbárruli,La Rioja,Galbárruli,42.62181,-2.96087,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Galilea,La Rioja,Galilea,42.34703,-2.23605,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0
Gallinero de Cameros,La Rioja,Gallinero de Cameros,42.17229,-2.61793,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Gimileo,La Rioja,Gimileo,42.54992,-2.82237,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Grañón,La Rioja,Grañón,42.44992,-3.02767,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grávalos,La Rioja,Grávalos,42.10836,-1.99874,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Haro,La Rioja,Haro,42.575359,-2.847925,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Herce,La Rioja,Herce,42.21423,-2.16488,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Herramélluri,La Rioja,Herramélluri,42.50295,-3.01954,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Hervías,La Rioja,Hervías,42.44781,-2.88714,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Hormilla,La Rioja,Hormilla,42.43828,-2.77447,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Hormilleja,La Rioja,Hormilleja,42.45628,-2.73155,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
Hornillos de Cameros,La Rioja,Hornillos de Cameros,42.21001,-2.4196,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hornos de Moncalvillo,La Rioja,Hornos de Moncalvillo,42.39198,-2.5855,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Huércanos,La Rioja,Huércanos,42.428095,-2.69504,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Igea,La Rioja,Igea,42.06777,-2.01094,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Jalón de Cameros,La Rioja,Jalón de Cameros,42.21804,-2.49004,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Laguna de Cameros,La Rioja,Laguna de Cameros,42.17455,-2.54282,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Lagunilla del Jubera,La Rioja,Lagunilla del Jubera,42.33414,-2.32116,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lardero,La Rioja,Lardero,42.426432,-2.458121,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ledesma de la Cogolla,La Rioja,Ledesma de la Cogolla,42.32032,-2.719,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Leiva,La Rioja,Leiva,42.50281,-3.04701,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Leza de Río Leza,La Rioja,Leza de Río Leza,42.32952,-2.40606,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logroño,La Rioja,Logroño,42.464869,-2.451918,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Lumbreras de Cameros,La Rioja,Lumbreras de Cameros,42.10477,-2.62189,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manjarrés,La Rioja,Manjarrés,42.39152,-2.67512,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mansilla de la Sierra,La Rioja,Mansilla de la Sierra,42.15342,-2.94502,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Manzanares de Rioja,La Rioja,Manzanares de Rioja,42.3961,-2.8959,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Matute,La Rioja,Matute,42.29888,-2.79564,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medrano,La Rioja,Medrano,42.38361,-2.55394,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Munilla,La Rioja,Munilla,42.189,-2.29506,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Murillo de Río Leza,La Rioja,Murillo de Río Leza,42.400717,-2.323837,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Muro de Aguas,La Rioja,Muro de Aguas,42.13364,-2.11175,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Muro en Cameros,La Rioja,Muro en Cameros,42.22509,-2.53038,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Nájera,La Rioja,Nájera,42.416369,-2.730585,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Nalda,La Rioja,Nalda,42.33467,-2.4871,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Navajún,La Rioja,Navajún,41.96667,-2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarrete,La Rioja,Navarrete,42.430145,-2.56346,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nestares,La Rioja,Nestares,42.27014,-2.61993,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Nieva de Cameros,La Rioja,Nieva de Cameros,42.21835,-2.667,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Ochánduri,La Rioja,Ochánduri,42.52525,-3.00415,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocón,La Rioja,Ocón,42.29898,-2.2402,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Ojacastro,La Rioja,Ojacastro,42.3472,-3.0049,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ollauri,La Rioja,Ollauri,42.54256,-2.83448,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Ortigosa de Cameros,La Rioja,Ortigosa de Cameros,42.17568,-2.70513,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Pazuengos,La Rioja,Pazuengos,42.31776,-2.92539,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedroso,La Rioja,Pedroso,42.29959,-2.7189,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Pinillos,La Rioja,Pinillos,42.19951,-2.59709,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Pradejón,La Rioja,Pradejón,42.336927,-2.07197,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
Pradillo,La Rioja,Pradillo,42.1766,-2.64185,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Préjano,La Rioja,Préjano,42.18648,-2.17998,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Quel,La Rioja,Quel,42.228156,-2.050488,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Rabanera,La Rioja,Rabanera,42.18955,-2.48654,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasillo de Cameros (El),La Rioja,El Rasillo de Cameros,42.19349,-2.716912,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Redal (El),La Rioja,El Redal,42.33746,-2.20204,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0
Ribafrecha,La Rioja,Ribafrecha,42.355103,-2.387377,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Rincón de Soto,La Rioja,Rincón de Soto,42.232915,-1.852705,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Robres del Castillo,La Rioja,Robres del Castillo,42.27593,-2.29245,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodezno,La Rioja,Rodezno,42.52576,-2.84597,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
Sajazarra,La Rioja,Sajazarra,42.58884,-2.96124,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
San Asensio,La Rioja,San Asensio,42.498986,-2.749556,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
San Millán de la Cogolla,La Rioja,San Millán de la Cogolla,42.32974,-2.86185,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0
San Millán de Yécora,La Rioja,San Millán de Yécora,42.54705,-3.09681,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
San Román de Cameros,La Rioja,San Román de Cameros,42.23255,-2.47436,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
San Torcuato,La Rioja,San Torcuato,42.48219,-2.88923,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Vicente de la Sonsierra,La Rioja,San Vicente de la Sonsierra,42.562329,-2.758922,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Santa Coloma,La Rioja,Santa Coloma,42.36717,-2.65598,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Engracia del Jubera,La Rioja,Santa Engracia del Jubera,42.28366,-2.33779,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Santa Eulalia Bajera,La Rioja,Santa Eulalia Bajera,42.2096,-2.19174,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Santo Domingo de la Calzada,La Rioja,Santo Domingo de la Calzada,42.437487,-2.953111,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Santurde de Rioja,La Rioja,Santurde de Rioja,42.389594,-2.986696,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santurdejo,La Rioja,Santurdejo,42.37696,-2.95437,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Sojuela,La Rioja,Sojuela,42.36988,-2.54525,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Sorzano,La Rioja,Sorzano,42.34306,-2.52872,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Sotés,La Rioja,Sotés,42.39076,-2.6054,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Soto en Cameros,La Rioja,Soto en Cameros,42.28591,-2.42597,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terroba,La Rioja,Terroba,42.25808,-2.44375,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tirgo,La Rioja,Tirgo,42.54587,-2.9494,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Tobía,La Rioja,Tobía,42.332389,-2.761299,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Tormantos,La Rioja,Tormantos,42.49431,-3.07446,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Torre en Cameros,La Rioja,Torre en Cameros,42.24133,-2.51805,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Torrecilla en Cameros,La Rioja,Torrecilla en Cameros,42.25532,-2.63109,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Torrecilla sobre Alesanco,La Rioja,Torrecilla sobre Alesanco,42.40825,-2.83379,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Torremontalbo,La Rioja,Torremontalbo,42.5,-2.68333,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Treviana,La Rioja,Treviana,42.558746,-3.05069,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Tricio,La Rioja,Tricio,42.40223,-2.71912,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Tudelilla,La Rioja,Tudelilla,42.297789,-2.11598,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Uruñuela,La Rioja,Uruñuela,42.442294,-2.706754,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Valdemadera,La Rioja,Valdemadera,41.98408,-2.07403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valgañón,La Rioja,Valgañón,42.31782,-3.06725,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Ventosa,La Rioja,Ventosa,42.40495,-2.62651,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ventrosa,La Rioja,Ventrosa,42.15705,-2.85044,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Viguera,La Rioja,Viguera,42.30934,-2.53334,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villalba de Rioja,La Rioja,Villalba de Rioja,42.60967,-2.88688,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Villalobar de Rioja,La Rioja,Villalobar de Rioja,42.49123,-2.96404,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Villamediana de Iregua,La Rioja,Villamediana de Iregua,42.424978,-2.41811,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Villanueva de Cameros,La Rioja,Villanueva de Cameros,42.16719,-2.6504,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villar de Arnedo (El),La Rioja,El Villar de Arnedo,42.32092,-2.09534,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Villar de Torre,La Rioja,Villar de Torre,42.37133,-2.86411,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Villarejo,La Rioja,Villarejo,42.37417,-2.88712,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Villarroya,La Rioja,Villarroya,42.13053,-2.06896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarta-Quintana,La Rioja,Villarta-Quintana,42.42998,-3.0484,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Villavelayo,La Rioja,Villavelayo,42.13084,-2.98565,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Villaverde de Rioja,La Rioja,Villaverde de Rioja,42.32051,-2.8137,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Villoslada de Cameros,La Rioja,Villoslada de Cameros,42.11667,-2.63333,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viniegra de Abajo,La Rioja,Viniegra de Abajo,42.15055,-2.8893,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Viniegra de Arriba,La Rioja,Viniegra de Arriba,42.09513,-2.83304,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zarratón,La Rioja,Zarratón,42.515315,-2.881361,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zarzosa,La Rioja,Zarzosa,42.18294,-2.34297,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Zorraquín,La Rioja,Zorraquín,42.32565,-3.03925,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Abadín,Lugo,Abadín,43.36667,-7.48333,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfoz,Lugo,Alfoz,43.519683,-7.409982,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Antas de Ulla,Lugo,Antas de Ulla,42.78221,-7.89166,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Baleira,Lugo,Baleira,43.04156,-7.19547,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Baralla,Lugo,Baralla,42.89207,-7.25492,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Barreiros,Lugo,Barreiros,43.0,-7.3,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Becerreá,Lugo,Becerreá,42.854528,-7.16216,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Begonte,Lugo,Begonte,43.15121,-7.68643,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bóveda,Lugo,Bóveda,43.15978,-7.7325,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burela,Lugo,Burela,43.659893,-7.358618,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Carballedo,Lugo,Carballedo,42.93333,-7.2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro de Rei,Lugo,Castro de Rei,43.147701,-7.492462,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Castroverde,Lugo,Castroverde,43.030111,-7.325287,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Cervantes,Lugo,Cervantes,42.86932,-7.06261,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Cervo,Lugo,Cervo,43.67019,-7.41013,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Chantada,Lugo,Chantada,42.60919,-7.770966,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Corgo (O),Lugo,O Corgo,42.934905,-7.432847,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Cospeito,Lugo,Cospeito,43.28264,-7.08102,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folgoso do Courel,Lugo,Folgoso do Courel,42.58876,-7.1954,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fonsagrada (A),Lugo,A Fonsagrada,43.125766,-7.068699,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Foz,Lugo,Foz,43.569697,-7.255352,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Friol,Lugo,Friol,43.031506,-7.795347,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Guitiriz,Lugo,Guitiriz,43.18169,-7.89656,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guntín,Lugo,Guntín,42.61667,-7.45,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incio (O),Lugo,O Incio,42.65991,-7.31874,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Láncara,Lugo,Láncara,42.864702,-7.445959,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Lourenzá,Lugo,Lourenzá,43.470675,-7.298354,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Lugo,Lugo,Lugo,43.013891,-7.561332,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Meira,Lugo,Meira,43.21401,-7.292835,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Mondoñedo,Lugo,Mondoñedo,43.56667,-7.3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monforte de Lemos,Lugo,Monforte de Lemos,42.521735,-7.51493,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Monterroso,Lugo,Monterroso,42.793264,-7.834945,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Muras,Lugo,Muras,43.46685,-7.72383,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Navia de Suarna,Lugo,Navia de Suarna,42.98825,-6.9818,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Negueira de Muñiz,Lugo,Negueira de Muñiz,43.123218,-6.889265,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nogais (As),Lugo,As Nogais,42.80996,-7.1073,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ourol,Lugo,Ourol,43.56434,-7.63947,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Outeiro de Rei,Lugo,Outeiro de Rei,43.11643,-7.60506,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Palas de Rei,Lugo,Palas de Rei,42.873558,-7.867842,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Pantón,Lugo,Pantón,42.507142,-7.626564,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Paradela,Lugo,Paradela,42.76667,-7.6,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Páramo (O),Lugo,O Páramo,42.829633,-7.52599,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pastoriza (A),Lugo,A Pastoriza,43.29964,-7.35126,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pedrafita do Cebreiro,Lugo,Pedrafita do Cebreiro,42.69472,-7.08248,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pobra do Brollón (A),Lugo,A Pobra do Brollón,42.55612,-7.3914,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Pol,Lugo,Pol,43.14892,-7.33022,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pontenova (A),Lugo,A Pontenova,43.34948,-7.19458,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Portomarín,Lugo,Portomarín,42.8062,-7.61644,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Quiroga,Lugo,Quiroga,42.475577,-7.26932,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Rábade,Lugo,Rábade,43.120485,-7.626601,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Ribadeo,Lugo,Ribadeo,43.53684,-7.04065,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Ribas de Sil,Lugo,Ribas de Sil,42.43885,-7.29536,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ribeira de Piquín,Lugo,Ribeira de Piquín,43.190853,-7.196939,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riotorto,Lugo,Riotorto,43.35,-7.23333,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Samos,Lugo,Samos,42.731,-7.32582,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarria,Lugo,Sarria,42.781273,-7.413887,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Saviñao (O),Lugo,O Saviñao,42.585156,-7.639645,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Sober,Lugo,Sober,42.46127,-7.5864,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Taboada,Lugo,Taboada,42.71688,-7.76296,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Trabada,Lugo,Trabada,43.44475,-7.19527,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Triacastela,Lugo,Triacastela,42.75565,-7.24136,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Valadouro (O),Lugo,O Valadouro,43.55,-7.45,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Vicedo (O),Lugo,O Vicedo,43.73358,-7.67416,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Vilalba,Lugo,Vilalba,43.296613,-7.68046,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Viveiro,Lugo,Viveiro,43.66228,-7.59344,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Xermade,Lugo,Xermade,43.37846,-7.787999,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xove,Lugo,Xove,43.685066,-7.51261,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Acebeda (La),Madrid,La Acebeda,41.086971,-3.62523,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajalvir,Madrid,Ajalvir,40.532451,-3.482573,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Alameda del Valle,Madrid,Alameda del Valle,40.9187,-3.84243,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Álamo (El),Madrid,El Álamo,40.230776,-3.992427,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Alcalá de Henares,Madrid,Alcalá de Henares,40.48108,-3.372888,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Alcobendas,Madrid,Alcobendas,40.541992,-3.64982,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Alcorcón,Madrid,Alcorcón,40.344203,-3.817957,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Aldea del Fresno,Madrid,Aldea del Fresno,40.321466,-4.200261,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Algete,Madrid,Algete,40.598177,-3.501335,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Alpedrete,Madrid,Alpedrete,40.659263,-4.037855,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
Ambite,Madrid,Ambite,40.319363,-3.179227,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Anchuelo,Madrid,Anchuelo,40.466472,-3.267794,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aranjuez,Madrid,Aranjuez,40.03323,-3.602144,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Arganda del Rey,Madrid,Arganda del Rey,40.308932,-3.459003,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Arroyomolinos,Madrid,Arroyomolinos,40.267136,-3.91827,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Atazar (El),Madrid,El Atazar,40.93237,-3.46849,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batres,Madrid,Batres,40.247591,-3.940962,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Becerril de la Sierra,Madrid,Becerril de la Sierra,40.709152,-3.992598,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Belmonte de Tajo,Madrid,Belmonte de Tajo,40.133025,-3.338049,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
