municipio,provincia,codigo_INE,cobertura_30,cobertura_100,cobertura_3g,cobertura_4g
Murillo el Cuende,Navarra,31178,81.0,2.0,100.0,100.0
Murillo el Fruto,Navarra,31179,100.0,11.0,100.0,100.0
Murla,Alicante,3091,100.0,65.0,100.0,100.0
Muro,Illes Balears,7039,100.0,100.0,100.0,100.0
Muro de Aguas,La Rioja,26100,50.0,0.0,68.0,49.5
Muro de Alcoy,Alicante,3092,85.0,85.0,100.0,100.0
Muro en Cameros,La Rioja,26101,100.0,0.0,100.0,81.0
Muros,A Coruña,15053,83.12,27.95,99.9,99.82
Muros de Nalón,Asturias,33039,97.83,42.0,100.0,100.0
Murtas,Granada,18141,100.0,0.0,100.0,100.0
Murueta,Bizkaia,48908,68.0,50.0,100.0,100.0
Muruzábal,Navarra,31180,95.0,8.0,100.0,100.0
Museros,Valencia,46177,94.0,94.0,100.0,100.0
Muskiz,Bizkaia,48071,82.33,49.33,100.0,100.0
Mutiloa,Gipuzkoa,20057,99.0,99.0,100.0,100.0
Mutriku,Gipuzkoa,20056,62.36,8.36,98.55,98.09
Mutxamel,Alicante,3090,100.0,100.0,100.0,100.0
Muxía,A Coruña,15052,84.57,0.0,99.97,99.81
Muxika,Bizkaia,48067,93.8,67.0,100.0,100.0
Nabarniz,Bizkaia,48909,95.67,0.0,99.0,100.0
Nacimiento,Almería,4065,13.43,13.43,99.71,99.0
Nafría de Ucero,Soria,42127,0.0,0.0,100.0,15.0
Nájera,La Rioja,26102,100.0,100.0,100.0,100.0
Nalda,La Rioja,26103,100.0,53.0,100.0,100.0
Nalec,Lleida,25145,10.0,0.0,100.0,99.0
Nambroca,Toledo,45107,98.5,90.0,100.0,100.0
Nàquera/Náquera,Valencia,46178,44.0,44.0,100.0,100.0
Narboneta,Cuenca,16137,0.0,0.0,100.0,0.0
Narón,A Coruña,15054,90.46,22.03,99.45,99.41
Narrillos del Álamo,Ávila,5144,0.0,0.0,100.0,99.5
Narrillos del Rebollar,Ávila,5145,0.0,0.0,100.0,25.5
Narros,Soria,42128,34.0,0.0,100.0,100.0
Narros de Matalayegua,Salamanca,37211,0.0,0.0,97.36,90.64
Narros de Saldueña,Ávila,5149,0.0,0.0,100.0,99.0
Narros del Castillo,Ávila,5147,44.0,0.0,100.0,85.0
Narros del Puerto,Ávila,5148,0.0,0.0,100.0,100.0
Naut Aran,Lleida,25025,80.29,0.0,100.0,100.0
Nava,Asturias,33040,90.25,6.78,99.65,99.14
Nava (La),Huelva,21051,85.5,50.0,100.0,99.5
Nava de Arévalo,Ávila,5152,43.4,0.0,100.0,94.8
Nava de Béjar,Salamanca,37213,100.0,0.0,100.0,100.0
Nava de Francia,Salamanca,37214,99.0,0.0,100.0,100.0
Nava de la Asunción,Segovia,40138,54.5,30.5,100.0,100.0
Nava de Ricomalillo (La),Toledo,45108,100.0,0.0,100.0,100.0
Nava de Roa,Burgos,9229,98.0,0.0,100.0,100.0
Nava de Santiago (La),Badajoz,6090,100.0,0.0,100.0,100.0
Nava de Sotrobal,Salamanca,37215,66.67,33.33,100.0,100.0
Nava del Barco,Ávila,5153,100.0,0.0,100.0,100.0
Nava del Rey,Valladolid,47101,100.0,91.0,100.0,100.0
Navacarros,Salamanca,37212,100.0,0.0,100.0,100.0
Navacepedilla de Corneja,Ávila,5151,0.0,0.0,94.5,0.0
Navacerrada,Madrid,28093,66.67,33.33,91.67,89.67
Navaconcejo,Cáceres,10130,100.0,100.0,100.0,100.0
Navadijos,Ávila,5154,87.0,0.0,100.0,100.0
Navaescurial,Ávila,5155,0.0,0.0,100.0,100.0
Navafría,Segovia,40139,100.0,0.0,100.0,100.0
Navahermosa,Toledo,45109,63.5,47.5,100.0,99.5
Navahondilla,Ávila,5156,71.71,0.0,100.0,100.0
Navajas,Castellón,12081,100.0,100.0,100.0,100.0
Navajún,La Rioja,26104,100.0,0.0,100.0,100.0
Naval,Huesca,22160,91.0,35.5,100.0,100.0
Navalacruz,Ávila,5157,42.0,0.0,99.0,100.0
Navalafuente,Madrid,28094,78.14,0.0,99.86,99.86
Navalagamella,Madrid,28095,84.67,43.0,100.0,100.0
Navalcán,Toledo,45110,100.0,77.0,100.0,100.0
Navalcarnero,Madrid,28096,45.62,26.38,99.5,99.75
Navaleno,Soria,42129,100.0,100.0,100.0,100.0
Navales,Salamanca,37216,97.5,47.5,100.0,100.0
Navalilla,Segovia,40140,64.0,0.0,100.0,100.0
Navalmanzano,Segovia,40141,100.0,100.0,100.0,100.0
Navalmoral,Ávila,5158,98.0,0.0,100.0,100.0
Navalmoral de Béjar,Salamanca,37217,100.0,0.0,100.0,100.0
Navalmoral de la Mata,Cáceres,10131,100.0,100.0,100.0,100.0
Navalmoralejo,Toledo,45111,16.0,0.0,95.0,95.0
Navalmorales (Los),Toledo,45112,50.0,49.0,100.0,99.5
Navalonguilla,Ávila,5159,50.0,0.0,94.0,63.5
Navalosa,Ávila,5160,78.0,0.0,100.0,100.0
Navalperal de Pinares,Ávila,5161,91.0,0.0,100.0,100.0
Navalperal de Tormes,Ávila,5162,100.0,0.0,100.0,100.0
Navalpino,Ciudad Real,13059,18.0,0.0,100.0,99.0
Navalucillos (Los),Toledo,45113,25.0,19.0,100.0,59.25
Navaluenga,Ávila,5163,76.14,4.86,100.0,100.0
Navalvillar de Ibor,Cáceres,10132,0.0,0.0,100.0,92.0
Navalvillar de Pela,Badajoz,6091,87.0,61.67,97.0,99.67
Navamorales,Salamanca,37218,100.0,0.0,100.0,100.0
Navamorcuende,Toledo,45114,100.0,0.0,100.0,100.0
Navaquesera,Ávila,5164,100.0,0.0,100.0,100.0
Navarcles,Barcelona,8140,82.25,72.25,100.0,100.0
Navardún,Zaragoza,50186,63.33,0.0,91.0,91.0
Navares de Ayuso,Segovia,40142,0.0,0.0,100.0,99.0
Navares de Enmedio,Segovia,40143,0.0,0.0,100.0,99.0
Navares de las Cuevas,Segovia,40144,0.0,0.0,99.0,99.0
Navaridas,Álava,1041,98.0,98.0,100.0,100.0
Navarredonda de Gredos,Ávila,5165,97.5,0.0,99.5,99.5
Navarredonda de la Rinconada,Salamanca,37219,100.0,0.0,100.0,100.0
Navarredonda y San Mamés,Madrid,28097,51.2,0.0,99.8,99.8
Navarredondilla,Ávila,5166,75.0,0.0,100.0,100.0
Navarrés,Valencia,46179,98.0,97.0,99.0,98.5
Navarrete,La Rioja,26105,100.0,100.0,100.0,100.0
Navarrevisca,Ávila,5167,100.0,0.0,100.0,100.0
Navàs,Barcelona,8141,46.14,24.29,89.71,98.0
Navas de Bureba,Burgos,9230,0.0,0.0,100.0,100.0
Navas de Estena,Ciudad Real,13060,0.0,0.0,100.0,100.0
Navas de Jadraque (Las),Guadalajara,19197,100.0,0.0,100.0,99.0
Navas de Jorquera,Albacete,2054,100.0,100.0,100.0,100.0
Navas de la Concepción (Las),Sevilla,41066,100.0,100.0,100.0,100.0
Navas de Oro,Segovia,40145,100.0,0.0,100.0,100.0
Navas de Riofrío,Segovia,40904,100.0,0.0,100.0,100.0
Navas de San Antonio,Segovia,40146,98.0,0.0,100.0,100.0
Navas de San Juan,Jaén,23063,100.0,80.0,100.0,99.0
Navas del Madroño,Cáceres,10133,100.0,0.0,100.0,100.0
Navas del Marqués (Las),Ávila,5168,38.0,33.33,100.0,100.0
Navas del Rey,Madrid,28099,83.8,20.0,100.0,100.0
Navascués/Nabaskoze,Navarra,31181,25.0,0.0,89.25,79.75
Navasfrías,Salamanca,37221,100.0,0.0,100.0,99.0
Navata,Girona,17111,67.67,55.0,100.0,100.0
Navatalgordo,Ávila,5169,99.0,0.0,100.0,100.0
Navatejares,Ávila,5170,55.33,0.0,99.67,99.67
Navès,Lleida,25146,68.78,0.0,98.78,91.67
Navezuelas,Cáceres,10134,96.0,0.0,100.0,99.0
Navia,Asturias,33041,84.25,4.08,99.88,99.82
Navia de Suarna,Lugo,27034,15.06,2.94,97.36,95.27
Navianos de Valverde,Zamora,49137,100.0,0.0,100.0,100.0
Nazar,Navarra,31182,91.0,0.0,100.0,100.0
Nebreda,Burgos,9231,100.0,0.0,100.0,100.0
Neda,A Coruña,15055,91.49,44.33,99.95,99.98
Negredo,Guadalajara,19198,100.0,0.0,100.0,43.0
Negreira,A Coruña,15056,63.51,4.2,99.39,98.9
Negrilla de Palencia,Salamanca,37222,98.0,0.0,100.0,100.0
Negueira de Muñiz,Lugo,27035,11.39,0.0,98.48,98.39
Neila,Burgos,9232,0.0,0.0,100.0,100.0
Neila de San Miguel,Ávila,5171,0.0,0.0,100.0,63.0
Nepas,Soria,42130,0.0,0.0,99.0,99.0
Nerja,Málaga,29075,81.0,74.5,100.0,100.0
Nerpio,Albacete,2055,8.17,6.92,96.08,96.33
Nerva,Huelva,21052,100.0,100.0,100.0,100.0
Nestares,La Rioja,26106,100.0,0.0,100.0,97.0
Nevada,Granada,18903,94.67,37.33,100.0,100.0
Neves (As),Pontevedra,36034,87.8,4.33,99.94,99.94
Niebla,Huelva,21053,32.67,20.67,100.0,89.0
Nieva,Segovia,40148,100.0,0.0,100.0,100.0
Nieva de Cameros,La Rioja,26107,50.0,0.0,98.0,68.0
Nigrán,Pontevedra,36035,96.48,42.62,99.99,99.99
Nigüelas,Granada,18143,100.0,100.0,100.0,100.0
Nigüella,Zaragoza,50187,0.0,0.0,100.0,100.0
Niharra,Ávila,5172,94.0,0.0,100.0,100.0
Níjar,Almería,4066,77.68,54.92,98.4,99.72
Nívar,Granada,18144,95.0,75.0,100.0,100.0
Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra,31088,80.09,41.91,99.73,99.55
Noalejo,Jaén,23064,60.5,50.0,93.5,98.0
Noblejas,Toledo,45115,48.5,31.0,100.0,100.0
Noceda del Bierzo,León,24102,96.25,0.0,100.0,99.25
Noez,Toledo,45116,100.0,100.0,100.0,100.0
Nogais (As),Lugo,27037,68.41,3.7,99.96,99.98
Nogal de las Huertas,Palencia,34112,21.0,0.0,99.5,100.0
Nogales,Badajoz,6092,28.0,0.0,100.0,99.0
Nogueira de Ramuín,Ourense,32052,62.13,0.0,99.75,99.75
Noguera de Albarracín,Teruel,44163,95.0,0.0,100.0,99.0
Nogueras,Teruel,44164,95.0,0.0,100.0,91.0
Nogueruelas,Teruel,44165,95.0,0.0,97.0,96.0
Noia,A Coruña,15057,85.16,21.87,99.86,99.89
Noja,Cantabria,39047,96.0,10.0,100.0,100.0
Nolay,Soria,42131,0.0,0.0,100.0,89.0
Nombela,Toledo,45117,27.0,0.0,99.0,99.0
Nombrevilla,Zaragoza,50188,0.0,0.0,100.0,100.0
Nonaspe,Zaragoza,50189,100.0,0.0,100.0,100.0
Noreña,Asturias,33042,54.22,11.11,99.78,99.78
Nou de Berguedà (La),Barcelona,8142,52.0,0.0,100.0,99.0
Nou de Gaià (La),Tarragona,43097,94.0,0.0,100.0,100.0
Novales,Huesca,22162,95.0,0.0,100.0,99.0
Novallas,Zaragoza,50190,97.0,97.0,100.0,100.0
Novelda,Alicante,3093,43.0,43.0,100.0,100.0
Novelé/Novetlè,Valencia,46180,100.0,83.0,100.0,100.0
Novés,Toledo,45118,89.0,82.0,100.0,100.0
Noviercas,Soria,42132,96.0,0.0,100.0,100.0
Novillas,Zaragoza,50191,95.0,0.0,100.0,100.0
Nucia (La),Alicante,3094,100.0,100.0,100.0,100.0
Nueno,Huesca,22163,73.67,42.0,100.0,90.67
Nueva Carteya,Córdoba,14046,100.0,95.0,100.0,100.0
Nueva Villa de las Torres,Valladolid,47102,0.0,0.0,100.0,93.0
Nuévalos,Zaragoza,50192,35.5,19.0,96.5,90.25
Nuevo Baztán,Madrid,28100,94.25,68.0,100.0,99.75
Nuez de Ebro,Zaragoza,50193,98.0,0.0,100.0,100.0
Nules,Castellón,12082,32.33,32.0,100.0,100.0
Nulles,Tarragona,43098,61.0,0.0,100.0,100.0
Numancia de la Sagra,Toledo,45119,73.0,4.0,100.0,100.0
Nuño Gómez,Toledo,45120,0.0,0.0,100.0,99.0
Nuñomoral,Cáceres,10135,41.44,0.0,99.89,99.89
Obanos,Navarra,31183,100.0,8.0,100.0,100.0
Obejo,Córdoba,14047,84.67,72.0,100.0,99.0
Obón,Teruel,44167,0.0,0.0,100.0,99.0
Ocaña,Toledo,45121,100.0,100.0,100.0,100.0
Ocentejo,Guadalajara,19199,100.0,0.0,100.0,12.0
Ochagavía/Otsagabia,Navarra,31185,6.17,0.0,40.17,38.17
Ochánduri,La Rioja,26109,100.0,0.0,99.0,98.0
Oco,Navarra,31184,9.0,9.0,100.0,100.0
Ocón,La Rioja,26108,85.71,0.0,99.86,97.29
Odèn,Lleida,25148,0.0,0.0,99.11,72.0
Òdena,Barcelona,8143,60.8,60.5,99.9,99.9
Odieta,Navarra,31186,10.25,0.0,98.75,99.88
Odón,Teruel,44168,95.0,0.0,100.0,99.0
Oencia,León,24103,100.0,0.0,99.56,59.89
Ogassa,Girona,17112,5.75,0.0,94.62,83.0
Ogíjares,Granada,18145,100.0,77.0,100.0,100.0
Ohanes,Almería,4067,50.0,0.0,98.5,95.5
Oia,Pontevedra,36036,86.48,22.35,99.68,97.74
Oiartzun,Gipuzkoa,20063,78.88,75.12,100.0,100.0
Oímbra,Ourense,32053,86.18,14.64,99.91,99.91
Oiz,Navarra,31187,100.0,0.0,100.0,100.0
Ojacastro,La Rioja,26110,14.29,14.29,99.71,99.71
Ojén,Málaga,29076,100.0,100.0,100.0,100.0
Ojós,Murcia,30031,79.5,33.33,99.83,100.0
Ojos Negros,Teruel,44169,47.5,0.0,100.0,69.0
Ojos-Albos,Ávila,5173,0.0,0.0,100.0,100.0
Okondo,Álava,1042,55.67,55.67,99.67,99.33
Olaberria,Gipuzkoa,20058,95.0,87.5,100.0,100.0
Olaibar,Navarra,31188,26.71,0.0,99.43,89.86
Olazti/Olazagutía,Navarra,31189,100.0,100.0,100.0,100.0
Olba,Teruel,44171,73.08,0.0,98.23,98.38
Olea de Boedo,Palencia,34113,0.0,0.0,100.0,8.0
Oleiros,A Coruña,15058,89.6,68.11,99.99,99.99
Olejua,Navarra,31190,98.0,0.0,74.0,100.0
Olèrdola,Barcelona,8145,90.88,79.0,100.0,99.88
Olesa de Bonesvalls,Barcelona,8146,97.86,28.57,99.86,100.0
Olesa de Montserrat,Barcelona,8147,96.0,96.0,100.0,100.0
Oliana,Lleida,25149,35.0,0.0,99.67,90.0
Olías del Rey,Toledo,45122,99.6,97.8,100.0,100.0
Oliete,Teruel,44172,100.0,0.0,100.0,100.0
Oliola,Lleida,25150,0.0,0.0,96.75,97.12
Olite/Erriberri,Navarra,31191,100.0,100.0,100.0,100.0
Olius,Lleida,25151,26.5,16.25,99.5,99.75
Oliva,Valencia,46181,100.0,100.0,100.0,100.0
Oliva (La),Las Palmas,35014,61.92,24.0,100.0,99.92
Oliva de la Frontera,Badajoz,6093,100.0,100.0,100.0,100.0
Oliva de Mérida,Badajoz,6094,16.67,16.67,68.67,45.67
Oliva de Plasencia,Cáceres,10136,50.0,0.0,99.5,99.0
Olivar (El),Guadalajara,19200,100.0,0.0,100.0,100.0
Olivares,Sevilla,41067,100.0,100.0,100.0,100.0
Olivares de Duero,Valladolid,47103,100.0,0.0,100.0,100.0
Olivares de Júcar,Cuenca,16139,31.0,0.0,100.0,100.0
Olivella,Barcelona,8148,100.0,100.0,99.5,100.0
Olivenza,Badajoz,6095,40.0,12.86,97.14,92.29
Ollauri,La Rioja,26111,100.0,8.0,100.0,100.0
Olleria (L'),Valencia,46183,71.0,71.0,100.0,100.0
Olmeda de Cobeta,Guadalajara,19201,0.0,0.0,100.0,59.5
Olmeda de Jadraque (La),Guadalajara,19202,50.0,0.0,89.0,93.5
Olmeda de la Cuesta,Cuenca,16140,100.0,0.0,100.0,100.0
Olmeda de las Fuentes,Madrid,28101,100.0,100.0,100.0,99.0
Olmeda del Rey,Cuenca,16141,0.0,0.0,100.0,100.0
Olmedilla de Alarcón,Cuenca,16142,50.0,0.0,100.0,99.5
Olmedilla de Eliz,Cuenca,16143,0.0,0.0,100.0,47.0
Olmedillo de Roa,Burgos,9235,0.0,0.0,100.0,100.0
Olmedo,Valladolid,47104,50.0,50.0,100.0,100.0
Olmedo de Camaces,Salamanca,37223,0.0,0.0,70.2,68.6
Olmillos de Castro,Zamora,49138,25.0,0.0,87.5,56.5
Olmillos de Muñó,Burgos,9236,35.0,0.0,96.0,63.0
Olmos (Los),Teruel,44173,0.0,0.0,100.0,99.0
Olmos de Esgueva,Valladolid,47105,86.0,0.0,73.0,70.0
Olmos de Ojeda,Palencia,34114,4.33,0.0,94.67,96.89
Olmos de Peñafiel,Valladolid,47106,0.0,0.0,100.0,100.0
Olocau,Valencia,46182,85.0,76.0,100.0,100.0
Olocau del Rey,Castellón,12083,33.33,33.33,94.67,95.0
Olombrada,Segovia,40149,63.33,0.0,100.0,95.67
Olóriz/Oloritz,Navarra,31192,60.86,0.0,100.0,91.0
Olost,Barcelona,8149,91.0,86.0,100.0,100.0
Olot,Girona,17114,96.0,95.33,100.0,100.0
Oluges (Les),Lleida,25152,22.67,0.0,100.0,100.0
Olula de Castro,Almería,4068,0.0,0.0,96.0,96.0
Olula del Río,Almería,4069,95.75,59.75,100.0,100.0
Olvan,Barcelona,8144,85.0,47.0,100.0,100.0
Ólvega,Soria,42134,53.0,0.0,100.0,100.0
Olvena,Huesca,22164,55.0,55.0,100.0,100.0
Olvera,Cádiz,11024,91.0,91.0,100.0,100.0
Olvés,Zaragoza,50194,68.0,68.0,100.0,95.0
Omañas (Las),León,24104,78.8,0.0,99.6,100.0
Omellons (Els),Lleida,25153,1.0,0.0,98.0,54.0
Omells de na Gaia (Els),Lleida,25154,2.0,0.0,100.0,100.0
Oncala,Soria,42135,0.0,0.0,100.0,93.75
Onda,Castellón,12084,72.85,24.7,100.0,99.81
Ondara,Alicante,3095,100.0,100.0,100.0,100.0
Ondarroa,Bizkaia,48073,100.0,100.0,100.0,100.0
Onil,Alicante,3096,100.0,87.0,100.0,100.0
Onís,Asturias,33043,17.14,0.0,98.86,97.0
Ontígola,Toledo,45123,100.0,100.0,100.0,100.0
Ontinyent,Valencia,46184,100.0,100.0,100.0,100.0
Ontiñena,Huesca,22165,100.0,0.0,99.0,99.0
Ontur,Albacete,2056,100.0,100.0,100.0,100.0
Onzonilla,León,24105,83.0,20.33,100.0,100.0
Oña,Burgos,9238,68.0,0.0,99.93,92.79
Oñati,Gipuzkoa,20059,72.94,55.53,100.0,100.0
Oquillas,Burgos,9239,0.0,0.0,100.0,100.0
Orba,Alicante,3097,96.0,78.0,100.0,100.0
Orbada (La),Salamanca,37224,79.0,0.0,99.33,99.33
Orbaizeta,Navarra,31195,18.25,0.0,76.25,42.5
Orbaneja Riopico,Burgos,9241,79.0,0.0,99.5,100.0
Orbara,Navarra,31196,100.0,0.0,100.0,99.0
Orbita,Ávila,5174,100.0,0.0,100.0,100.0
Orcajo,Zaragoza,50195,95.0,0.0,100.0,60.0
Orce,Granada,18146,97.33,0.0,90.33,88.67
Orcera,Jaén,23065,20.0,20.0,83.8,83.6
Ordes,A Coruña,15059,87.23,6.27,99.86,99.96
Ordial (El),Guadalajara,19203,100.0,0.0,100.0,99.0
Ordis,Girona,17115,100.0,100.0,100.0,100.0
Ordizia,Gipuzkoa,20076,100.0,100.0,100.0,100.0
Orea,Guadalajara,19204,100.0,0.0,100.0,99.0
Orejana,Segovia,40150,24.0,0.0,100.0,82.75
Orellana de la Sierra,Badajoz,6096,95.0,95.0,100.0,100.0
Orellana la Vieja,Badajoz,6097,100.0,100.0,100.0,100.0
Orendain,Gipuzkoa,20905,89.0,89.0,100.0,100.0
Orera,Zaragoza,50196,85.0,85.0,100.0,82.0
Orés,Zaragoza,50197,95.0,0.0,100.0,100.0
Orexa,Gipuzkoa,20060,100.0,100.0,88.0,69.0
Organyà,Lleida,25155,100.0,100.0,100.0,100.0
Orgaz,Toledo,45124,50.0,0.5,100.0,100.0
Órgiva,Granada,18147,87.22,13.56,100.0,99.67
Oria,Almería,4070,77.33,12.83,98.0,99.17
Orihuela,Alicante,3099,97.5,61.79,99.92,99.29
Orihuela del Tremedal,Teruel,44174,95.0,0.0,100.0,99.0
Orio,Gipuzkoa,20061,100.0,100.0,100.0,100.0
Orís,Barcelona,8150,77.4,0.0,99.6,98.6
Orísoain,Navarra,31197,0.0,0.0,100.0,100.0
Oristà,Barcelona,8151,70.67,70.67,99.33,98.33
Orkoien,Navarra,31906,99.0,91.0,100.0,100.0
Ormaiztegi,Gipuzkoa,20062,100.0,100.0,100.0,100.0
Oronz/Orontze,Navarra,31198,0.0,0.0,100.0,100.0
Oropesa,Toledo,45125,55.5,48.0,100.0,100.0
Oropesa del Mar/Orpesa,Castellón,12085,74.64,49.0,99.0,98.18
Oroso,A Coruña,15060,83.85,16.02,99.02,99.37
Orotava (La),Santa Cruz de Tenerife,38026,98.43,78.25,100.0,100.0
Oroz-Betelu/Orotz-Betelu,Navarra,31199,0.0,0.0,99.5,65.0
Orozko,Bizkaia,48075,30.25,12.75,99.0,99.12
Orpí,Barcelona,8152,59.75,0.0,100.0,100.0
Orreaga/Roncesvalles,Navarra,31211,6.0,0.0,100.0,100.0
Orrios,Teruel,44175,0.0,0.0,100.0,99.0
Òrrius,Barcelona,8153,98.0,62.0,100.0,100.0
Ortigosa de Cameros,La Rioja,26112,65.0,52.0,99.0,100.0
Ortigosa de Pestaño,Segovia,40151,98.0,0.0,100.0,100.0
Ortigosa del Monte,Segovia,40901,95.0,0.0,100.0,100.0
Ortigueira,A Coruña,15061,51.46,0.28,98.65,98.88
Ortuella,Bizkaia,48083,88.5,66.33,99.83,99.83
Orusco de Tajuña,Madrid,28102,53.29,0.0,100.0,100.0
Orxeta,Alicante,3098,91.0,0.0,100.0,98.0
Os de Balaguer,Lleida,25156,41.25,0.0,100.0,96.75
Osa de la Vega,Cuenca,16145,27.0,0.0,100.0,100.0
Oseja,Zaragoza,50198,95.0,0.0,99.0,99.0
Oseja de Sajambre,León,24106,80.0,0.0,100.0,99.4
Osera de Ebro,Zaragoza,50199,85.33,0.0,100.0,100.0
Oso (El),Ávila,5175,100.0,0.0,100.0,100.0
Osor,Girona,17116,42.0,42.0,95.75,93.5
Osornillo,Palencia,34116,58.0,0.0,68.0,46.0
Osorno la Mayor,Palencia,34901,89.25,25.0,100.0,100.0
Ossa de Montiel,Albacete,2057,50.0,50.0,100.0,100.0
Osso de Cinca,Huesca,22167,95.0,95.0,100.0,99.5
Ossó de Sió,Lleida,25157,65.75,65.75,100.0,98.5
Osuna,Sevilla,41068,54.0,49.5,100.0,100.0
Oteiza,Navarra,31200,100.0,10.0,100.0,100.0
Otero,Toledo,45126,59.5,1.5,99.75,99.75
Otero de Bodas,Zamora,49139,61.5,0.0,96.0,83.5
Otero de Herreros,Segovia,40152,100.0,0.0,100.0,100.0
Otívar,Granada,18148,99.0,38.0,100.0,100.0
Otos,Valencia,46185,100.0,100.0,100.0,100.0
Otxandio,Bizkaia,48072,99.33,97.33,100.0,100.0
Ourense,Ourense,32054,93.51,49.91,99.97,99.84
Ourol,Lugo,27038,34.38,0.96,98.75,98.75
Outeiro de Rei,Lugo,27039,77.9,2.91,99.83,99.87
Outes,A Coruña,15062,75.87,9.92,99.52,99.14
Oviedo,Asturias,33044,79.29,24.48,99.17,98.95
Oyón-Oion,Álava,1043,86.67,33.33,99.67,100.0
Oza-Cesuras,A Coruña,15902,57.45,0.26,99.15,99.39
Pacs del Penedès,Barcelona,8154,100.0,100.0,100.0,100.0
Paderne,A Coruña,15064,81.85,19.51,99.8,99.87
Paderne de Allariz,Ourense,32055,71.0,7.55,100.0,100.0
Padiernos,Ávila,5176,87.33,0.0,100.0,100.0
Padilla de Abajo,Burgos,9242,0.0,0.0,100.0,99.0
Padilla de Arriba,Burgos,9243,0.0,0.0,95.0,59.0
Padrenda,Ourense,32056,76.78,26.53,99.64,99.5
Padrón,A Coruña,15065,90.96,25.48,100.0,100.0
Padrones de Bureba,Burgos,9244,8.0,0.0,100.0,100.0
Padul,Granada,18150,95.0,23.0,100.0,100.0
Padules,Almería,4071,100.0,100.0,100.0,100.0
Paiporta,Valencia,46186,100.0,100.0,100.0,100.0
Pájara,Las Palmas,35015,61.21,55.93,95.21,95.43
Pajarejos,Segovia,40154,100.0,0.0,100.0,100.0
Pajares de Adaja,Ávila,5177,100.0,0.0,100.0,100.0
Pajares de la Laguna,Salamanca,37225,100.0,0.0,100.0,100.0
Pajares de la Lampreana,Zamora,49141,52.0,0.0,93.0,95.0
Pajares de los Oteros,León,24107,10.43,0.0,100.0,85.86
Pajarón,Cuenca,16146,0.0,0.0,100.0,99.0
Pajaroncillo,Cuenca,16147,0.0,0.0,100.0,50.0
Palacios de Goda,Ávila,5178,99.5,0.0,100.0,94.5
Palacios de la Sierra,Burgos,9246,98.0,0.0,100.0,100.0
Palacios de la Valduerna,León,24108,96.5,96.5,100.0,99.5
Palacios de Riopisuerga,Burgos,9247,88.0,0.0,100.0,70.0
Palacios de Sanabria,Zamora,49143,47.5,0.0,100.0,100.0
Palacios del Arzobispo,Salamanca,37226,0.0,0.0,89.0,82.0
Palacios del Pan,Zamora,49142,100.0,0.0,100.0,100.0
Palacios del Sil,León,24109,62.82,0.0,100.0,72.0
Palacios y Villafranca (Los),Sevilla,41069,100.0,100.0,100.0,100.0
Palaciosrubios,Salamanca,37228,97.0,0.0,98.0,99.0
Palafolls,Barcelona,8155,94.4,61.4,100.0,100.0
Palafrugell,Girona,17117,52.56,26.78,99.89,100.0
Palamós,Girona,17118,67.29,25.71,99.57,99.43
Palanques,Castellón,12087,5.0,0.0,100.0,76.0
Palas de Rei,Lugo,27040,65.71,0.22,98.84,99.22
Palau d'Anglesola (El),Lleida,25158,100.0,100.0,100.0,100.0
Palau de Santa Eulàlia,Girona,17119,93.5,0.0,100.0,100.0
Palau-sator,Girona,17121,63.25,0.0,100.0,100.0
Palau-saverdera,Girona,17120,83.5,1.5,100.0,100.0
Palau-solità i Plegamans,Barcelona,8156,98.33,90.25,100.0,100.0
Palazuelo de Vedija,Valladolid,47109,0.0,0.0,100.0,53.0
Palazuelos de Eresma,Segovia,40155,98.33,70.17,100.0,100.0
Palazuelos de la Sierra,Burgos,9248,100.0,0.0,100.0,100.0
Palazuelos de Muñó,Burgos,9249,74.0,0.0,100.0,100.0
Palencia,Palencia,34120,61.5,50.0,98.5,98.5
Palencia de Negrilla,Salamanca,37229,98.0,0.0,100.0,97.0
Palenciana,Córdoba,14048,100.0,88.0,100.0,100.0
Palenzuela,Palencia,34121,41.0,0.0,79.0,99.0
Pallaresos (Els),Tarragona,43100,98.0,95.75,100.0,100.0
Pallejà,Barcelona,8157,89.67,89.67,100.0,100.0
Palma,Illes Balears,7040,95.0,87.82,100.0,100.0
Palma d'Ebre (La),Tarragona,43099,100.0,0.0,100.0,99.0
Palma de Cervelló (La),Barcelona,8905,99.75,99.75,99.75,100.0
Palma de Gandía,Valencia,46187,93.0,6.0,100.0,100.0
Palma del Condado (La),Huelva,21054,90.0,90.0,100.0,100.0
Palma del Río,Córdoba,14049,52.21,21.21,98.79,97.86
Pálmaces de Jadraque,Guadalajara,19208,100.0,0.0,100.0,57.0
Palmar de Troya (El),Sevilla,41904,84.0,84.0,100.0,100.0
Palmas de Gran Canaria (Las),Las Palmas,35016,84.7,84.7,100.0,100.0
Palmera,Valencia,46188,100.0,60.0,100.0,100.0
Palo,Huesca,22168,100.0,100.0,100.0,100.0
Palol de Revardit,Girona,17123,80.33,80.33,93.67,91.33
Palomar (El),Valencia,46189,97.0,89.0,100.0,100.0
Palomar de Arroyos,Teruel,44176,95.0,0.0,100.0,100.0
Palomares del Campo,Cuenca,16148,100.0,0.0,100.0,100.0
