municipio,provincia,municipio_nombre_humano,codigo_ine,comunidad_autonoma
Ogíjares,Granada,Ogíjares,18145,Andalucía
Ohanes,Almería,Ohanes,4067,Andalucía
Oia,Pontevedra,Oia,36036,Galicia
Oiartzun,Gipuzkoa,Oiartzun,20063,País Vasco
Oímbra,Ourense,Oímbra,32053,Galicia
Oiz,Navarra,Oiz,31187,Comunidad Foral de Navarra
Ojacastro,La Rioja,Ojacastro,26110,La Rioja
Ojén,Málaga,Ojén,29076,Andalucía
Ojós,Murcia,Ojós,30031,Región de Murcia
Ojos Negros,Teruel,Ojos Negros,44169,Aragón
Ojos-Albos,Ávila,Ojos-Albos,5173,Castilla y León
Okondo,Álava,Okondo,1042,País Vasco
Olaberria,Gipuzkoa,Olaberria,20058,País Vasco
Olaibar,Navarra,Olaibar,31188,Comunidad Foral de Navarra
Olazti/Olazagutía,Navarra,Olazti/Olazagutía,31189,Comunidad Foral de Navarra
Olba,Teruel,Olba,44171,Aragón
Olea de Boedo,Palencia,Olea de Boedo,34113,Castilla y León
Oleiros,A Coruña,Oleiros,15058,Galicia
Olejua,Navarra,Olejua,31190,Comunidad Foral de Navarra
Olèrdola,Barcelona,Olèrdola,8145,Cataluña
Olesa de Bonesvalls,Barcelona,Olesa de Bonesvalls,8146,Cataluña
Olesa de Montserrat,Barcelona,Olesa de Montserrat,8147,Cataluña
Oliana,Lleida,Oliana,25149,Cataluña
Olías del Rey,Toledo,Olías del Rey,45122,Castilla-La Mancha
Oliete,Teruel,Oliete,44172,Aragón
Oliola,Lleida,Oliola,25150,Cataluña
Olite/Erriberri,Navarra,Olite/Erriberri,31191,Comunidad Foral de Navarra
Olius,Lleida,Olius,25151,Cataluña
Oliva,Valencia,Oliva,46181,Comunidad Valenciana
Oliva (La),Las Palmas,La Oliva,35014,Islas Canarias
Oliva de la Frontera,Badajoz,Oliva de la Frontera,6093,Extremadura
Oliva de Mérida,Badajoz,Oliva de Mérida,6094,Extremadura
Oliva de Plasencia,Cáceres,Oliva de Plasencia,10136,Extremadura
Olivar (El),Guadalajara,El Olivar,19200,Castilla-La Mancha
Olivares,Sevilla,Olivares,41067,Andalucía
Olivares de Duero,Valladolid,Olivares de Duero,47103,Castilla y León
Olivares de Júcar,Cuenca,Olivares de Júcar,16139,Castilla-La Mancha
Olivella,Barcelona,Olivella,8148,Cataluña
Olivenza,Badajoz,Olivenza,6095,Extremadura
Ollauri,La Rioja,Ollauri,26111,La Rioja
Olleria (L'),Valencia,L' Olleria,46183,Comunidad Valenciana
Olmeda de Cobeta,Guadalajara,Olmeda de Cobeta,19201,Castilla-La Mancha
Olmeda de Jadraque (La),Guadalajara,La Olmeda de Jadraque,19202,Castilla-La Mancha
Olmeda de la Cuesta,Cuenca,Olmeda de la Cuesta,16140,Castilla-La Mancha
Olmeda de las Fuentes,Madrid,Olmeda de las Fuentes,28101,Comunidad de Madrid
Olmeda del Rey,Cuenca,Olmeda del Rey,16141,Castilla-La Mancha
Olmedilla de Alarcón,Cuenca,Olmedilla de Alarcón,16142,Castilla-La Mancha
Olmedilla de Eliz,Cuenca,Olmedilla de Eliz,16143,Castilla-La Mancha
Olmedillo de Roa,Burgos,Olmedillo de Roa,9235,Castilla y León
Olmedo,Valladolid,Olmedo,47104,Castilla y León
Olmedo de Camaces,Salamanca,Olmedo de Camaces,37223,Castilla y León
Olmillos de Castro,Zamora,Olmillos de Castro,49138,Castilla y León
Olmillos de Muñó,Burgos,Olmillos de Muñó,9236,Castilla y León
Olmos (Los),Teruel,Los Olmos,44173,Aragón
Olmos de Esgueva,Valladolid,Olmos de Esgueva,47105,Castilla y León
Olmos de Ojeda,Palencia,Olmos de Ojeda,34114,Castilla y León
Olmos de Peñafiel,Valladolid,Olmos de Peñafiel,47106,Castilla y León
Olocau,Valencia,Olocau,46182,Comunidad Valenciana
Olocau del Rey,Castellón,Olocau del Rey,12083,Comunidad Valenciana
Olombrada,Segovia,Olombrada,40149,Castilla y León
Olóriz/Oloritz,Navarra,Olóriz/Oloritz,31192,Comunidad Foral de Navarra
Olost,Barcelona,Olost,8149,Cataluña
Olot,Girona,Olot,17114,Cataluña
Oluges (Les),Lleida,Les Oluges,25152,Cataluña
Olula de Castro,Almería,Olula de Castro,4068,Andalucía
Olula del Río,Almería,Olula del Río,4069,Andalucía
Olvan,Barcelona,Olvan,8144,Cataluña
Ólvega,Soria,Ólvega,42134,Castilla y León
Olvena,Huesca,Olvena,22164,Aragón
Olvera,Cádiz,Olvera,11024,Andalucía
Olvés,Zaragoza,Olvés,50194,Aragón
Omañas (Las),León,Las Omañas,24104,Castilla y León
Omellons (Els),Lleida,Els Omellons,25153,Cataluña
Omells de na Gaia (Els),Lleida,Els Omells de na Gaia,25154,Cataluña
Oncala,Soria,Oncala,42135,Castilla y León
Onda,Castellón,Onda,12084,Comunidad Valenciana
Ondara,Alicante,Ondara,3095,Comunidad Valenciana
Ondarroa,Bizkaia,Ondarroa,48073,País Vasco
Onil,Alicante,Onil,3096,Comunidad Valenciana
Onís,Asturias,Onís,33043,Principado de Asturias
Ontígola,Toledo,Ontígola,45123,Castilla-La Mancha
Ontinyent,Valencia,Ontinyent,46184,Comunidad Valenciana
Ontiñena,Huesca,Ontiñena,22165,Aragón
Ontur,Albacete,Ontur,2056,Castilla-La Mancha
Onzonilla,León,Onzonilla,24105,Castilla y León
Oña,Burgos,Oña,9238,Castilla y León
Oñati,Gipuzkoa,Oñati,20059,País Vasco
Oquillas,Burgos,Oquillas,9239,Castilla y León
Orba,Alicante,Orba,3097,Comunidad Valenciana
Orbada (La),Salamanca,La Orbada,37224,Castilla y León
Orbaizeta,Navarra,Orbaizeta,31195,Comunidad Foral de Navarra
Orbaneja Riopico,Burgos,Orbaneja Riopico,9241,Castilla y León
Orbara,Navarra,Orbara,31196,Comunidad Foral de Navarra
Orbita,Ávila,Orbita,5174,Castilla y León
Orcajo,Zaragoza,Orcajo,50195,Aragón
Orce,Granada,Orce,18146,Andalucía
Orcera,Jaén,Orcera,23065,Andalucía
Ordes,A Coruña,Ordes,15059,Galicia
Ordial (El),Guadalajara,El Ordial,19203,Castilla-La Mancha
Ordis,Girona,Ordis,17115,Cataluña
Ordizia,Gipuzkoa,Ordizia,20076,País Vasco
Orea,Guadalajara,Orea,19204,Castilla-La Mancha
Orejana,Segovia,Orejana,40150,Castilla y León
Orellana de la Sierra,Badajoz,Orellana de la Sierra,6096,Extremadura
Orellana la Vieja,Badajoz,Orellana la Vieja,6097,Extremadura
Orendain,Gipuzkoa,Orendain,20905,País Vasco
Orera,Zaragoza,Orera,50196,Aragón
Orés,Zaragoza,Orés,50197,Aragón
Orexa,Gipuzkoa,Orexa,20060,País Vasco
Organyà,Lleida,Organyà,25155,Cataluña
Orgaz,Toledo,Orgaz,45124,Castilla-La Mancha
Órgiva,Granada,Órgiva,18147,Andalucía
Oria,Almería,Oria,4070,Andalucía
Orihuela,Alicante,Orihuela,3099,Comunidad Valenciana
Orihuela del Tremedal,Teruel,Orihuela del Tremedal,44174,Aragón
Orio,Gipuzkoa,Orio,20061,País Vasco
Orís,Barcelona,Orís,8150,Cataluña
Orísoain,Navarra,Orísoain,31197,Comunidad Foral de Navarra
Oristà,Barcelona,Oristà,8151,Cataluña
Orkoien,Navarra,Orkoien,31906,Comunidad Foral de Navarra
Ormaiztegi,Gipuzkoa,Ormaiztegi,20062,País Vasco
Oronz/Orontze,Navarra,Oronz/Orontze,31198,Comunidad Foral de Navarra
Oropesa,Toledo,Oropesa,45125,Castilla-La Mancha
Oropesa del Mar/Orpesa,Castellón,Oropesa del Mar/Orpesa,12085,Comunidad Valenciana
Oroso,A Coruña,Oroso,15060,Galicia
Orotava (La),Santa Cruz de Tenerife,La Orotava,38026,Islas Canarias
Oroz-Betelu/Orotz-Betelu,Navarra,Oroz-Betelu/Orotz-Betelu,31199,Comunidad Foral de Navarra
Orozko,Bizkaia,Orozko,48075,País Vasco
Orpí,Barcelona,Orpí,8152,Cataluña
Orreaga/Roncesvalles,Navarra,Orreaga/Roncesvalles,31211,Comunidad Foral de Navarra
Orrios,Teruel,Orrios,44175,Aragón
Òrrius,Barcelona,Òrrius,8153,Cataluña
Ortigosa de Cameros,La Rioja,Ortigosa de Cameros,26112,La Rioja
Ortigosa de Pestaño,Segovia,Ortigosa de Pestaño,40151,Castilla y León
Ortigosa del Monte,Segovia,Ortigosa del Monte,40901,Castilla y León
Ortigueira,A Coruña,Ortigueira,15061,Galicia
Ortuella,Bizkaia,Ortuella,48083,País Vasco
Orusco de Tajuña,Madrid,Orusco de Tajuña,28102,Comunidad de Madrid
Orxeta,Alicante,Orxeta,3098,Comunidad Valenciana
Os de Balaguer,Lleida,Os de Balaguer,25156,Cataluña
Osa de la Vega,Cuenca,Osa de la Vega,16145,Castilla-La Mancha
Oseja,Zaragoza,Oseja,50198,Aragón
Oseja de Sajambre,León,Oseja de Sajambre,24106,Castilla y León
Osera de Ebro,Zaragoza,Osera de Ebro,50199,Aragón
Oso (El),Ávila,El Oso,5175,Castilla y León
Osor,Girona,Osor,17116,Cataluña
Osornillo,Palencia,Osornillo,34116,Castilla y León
Osorno la Mayor,Palencia,Osorno la Mayor,34901,Castilla y León
Ossa de Montiel,Albacete,Ossa de Montiel,2057,Castilla-La Mancha
Osso de Cinca,Huesca,Osso de Cinca,22167,Aragón
Ossó de Sió,Lleida,Ossó de Sió,25157,Cataluña
Osuna,Sevilla,Osuna,41068,Andalucía
Oteiza,Navarra,Oteiza,31200,Comunidad Foral de Navarra
Otero,Toledo,Otero,45126,Castilla-La Mancha
Otero de Bodas,Zamora,Otero de Bodas,49139,Castilla y León
Otero de Herreros,Segovia,Otero de Herreros,40152,Castilla y León
Otívar,Granada,Otívar,18148,Andalucía
Otos,Valencia,Otos,46185,Comunidad Valenciana
Otxandio,Bizkaia,Otxandio,48072,País Vasco
Ourense,Ourense,Ourense,32054,Galicia
Ourol,Lugo,Ourol,27038,Galicia
Outeiro de Rei,Lugo,Outeiro de Rei,27039,Galicia
Outes,A Coruña,Outes,15062,Galicia
Oviedo,Asturias,Oviedo,33044,Principado de Asturias
Oyón-Oion,Álava,Oyón-Oion,1043,País Vasco
Oza-Cesuras,A Coruña,Oza-Cesuras,15902,Galicia
Pacs del Penedès,Barcelona,Pacs del Penedès,8154,Cataluña
Paderne,A Coruña,Paderne,15064,Galicia
Paderne de Allariz,Ourense,Paderne de Allariz,32055,Galicia
Padiernos,Ávila,Padiernos,5176,Castilla y León
Padilla de Abajo,Burgos,Padilla de Abajo,9242,Castilla y León
Padilla de Arriba,Burgos,Padilla de Arriba,9243,Castilla y León
Padrenda,Ourense,Padrenda,32056,Galicia
Padrón,A Coruña,Padrón,15065,Galicia
Padrones de Bureba,Burgos,Padrones de Bureba,9244,Castilla y León
Padul,Granada,Padul,18150,Andalucía
Padules,Almería,Padules,4071,Andalucía
Paiporta,Valencia,Paiporta,46186,Comunidad Valenciana
Pájara,Las Palmas,Pájara,35015,Islas Canarias
Pajarejos,Segovia,Pajarejos,40154,Castilla y León
Pajares de Adaja,Ávila,Pajares de Adaja,5177,Castilla y León
Pajares de la Laguna,Salamanca,Pajares de la Laguna,37225,Castilla y León
Pajares de la Lampreana,Zamora,Pajares de la Lampreana,49141,Castilla y León
Pajares de los Oteros,León,Pajares de los Oteros,24107,Castilla y León
Pajarón,Cuenca,Pajarón,16146,Castilla-La Mancha
Pajaroncillo,Cuenca,Pajaroncillo,16147,Castilla-La Mancha
Palacios de Goda,Ávila,Palacios de Goda,5178,Castilla y León
Palacios de la Sierra,Burgos,Palacios de la Sierra,9246,Castilla y León
Palacios de la Valduerna,León,Palacios de la Valduerna,24108,Castilla y León
Palacios de Riopisuerga,Burgos,Palacios de Riopisuerga,9247,Castilla y León
Palacios de Sanabria,Zamora,Palacios de Sanabria,49143,Castilla y León
Palacios del Arzobispo,Salamanca,Palacios del Arzobispo,37226,Castilla y León
Palacios del Pan,Zamora,Palacios del Pan,49142,Castilla y León
Palacios del Sil,León,Palacios del Sil,24109,Castilla y León
Palacios y Villafranca (Los),Sevilla,Los Palacios y Villafranca,41069,Andalucía
Palaciosrubios,Salamanca,Palaciosrubios,37228,Castilla y León
Palafolls,Barcelona,Palafolls,8155,Cataluña
Palafrugell,Girona,Palafrugell,17117,Cataluña
Palamós,Girona,Palamós,17118,Cataluña
Palanques,Castellón,Palanques,12087,Comunidad Valenciana
Palas de Rei,Lugo,Palas de Rei,27040,Galicia
Palau d'Anglesola (El),Lleida,El Palau d'Anglesola,25158,Cataluña
Palau de Santa Eulàlia,Girona,Palau de Santa Eulàlia,17119,Cataluña
Palau-sator,Girona,Palau-sator,17121,Cataluña
Palau-saverdera,Girona,Palau-saverdera,17120,Cataluña
Palau-solità i Plegamans,Barcelona,Palau-solità i Plegamans,8156,Cataluña
Palazuelo de Vedija,Valladolid,Palazuelo de Vedija,47109,Castilla y León
Palazuelos de Eresma,Segovia,Palazuelos de Eresma,40155,Castilla y León
Palazuelos de la Sierra,Burgos,Palazuelos de la Sierra,9248,Castilla y León
Palazuelos de Muñó,Burgos,Palazuelos de Muñó,9249,Castilla y León
Palencia,Palencia,Palencia,34120,Castilla y León
Palencia de Negrilla,Salamanca,Palencia de Negrilla,37229,Castilla y León
Palenciana,Córdoba,Palenciana,14048,Andalucía
Palenzuela,Palencia,Palenzuela,34121,Castilla y León
Pallaresos (Els),Tarragona,Els Pallaresos,43100,Cataluña
Pallejà,Barcelona,Pallejà,8157,Cataluña
Palma,Illes Balears,Palma,7040,Islas Baleares
Palma d'Ebre (La),Tarragona,La Palma d'Ebre,43099,Cataluña
Palma de Cervelló (La),Barcelona,La Palma de Cervelló,8905,Cataluña
Palma de Gandía,Valencia,Palma de Gandía,46187,Comunidad Valenciana
Palma del Condado (La),Huelva,La Palma del Condado,21054,Andalucía
Palma del Río,Córdoba,Palma del Río,14049,Andalucía
Pálmaces de Jadraque,Guadalajara,Pálmaces de Jadraque,19208,Castilla-La Mancha
Palmar de Troya (El),Sevilla,El Palmar de Troya,41904,Andalucía
Palmas de Gran Canaria (Las),Las Palmas,Las Palmas de Gran Canaria,35016,Islas Canarias
Palmera,Valencia,Palmera,46188,Comunidad Valenciana
Palo,Huesca,Palo,22168,Aragón
Palol de Revardit,Girona,Palol de Revardit,17123,Cataluña
Palomar (El),Valencia,El Palomar,46189,Comunidad Valenciana
Palomar de Arroyos,Teruel,Palomar de Arroyos,44176,Aragón
Palomares del Campo,Cuenca,Palomares del Campo,16148,Castilla-La Mancha
Palomares del Río,Sevilla,Palomares del Río,41070,Andalucía
Palomas,Badajoz,Palomas,6098,Extremadura
Palomeque,Toledo,Palomeque,45127,Castilla-La Mancha
Palomera,Cuenca,Palomera,16149,Castilla-La Mancha
Palomero,Cáceres,Palomero,10137,Extremadura
Palos de la Frontera,Huelva,Palos de la Frontera,21055,Andalucía
Pals,Girona,Pals,17124,Cataluña
Pampaneira,Granada,Pampaneira,18151,Andalucía
Pampliega,Burgos,Pampliega,9250,Castilla y León
Pamplona/Iruña,Navarra,Pamplona/Iruña,31201,Comunidad Foral de Navarra
Pancorbo,Burgos,Pancorbo,9251,Castilla y León
Pancrudo,Teruel,Pancrudo,44177,Aragón
Paniza,Zaragoza,Paniza,50200,Aragón
Panticosa,Huesca,Panticosa,22170,Aragón
Pantoja,Toledo,Pantoja,45128,Castilla-La Mancha
Pantón,Lugo,Pantón,27041,Galicia
Papatrigo,Ávila,Papatrigo,5179,Castilla y León
Papiol (El),Barcelona,El Papiol,8158,Cataluña
Paracuellos,Cuenca,Paracuellos,16150,Castilla-La Mancha
Paracuellos de Jarama,Madrid,Paracuellos de Jarama,28104,Comunidad de Madrid
Paracuellos de Jiloca,Zaragoza,Paracuellos de Jiloca,50201,Aragón
Paracuellos de la Ribera,Zaragoza,Paracuellos de la Ribera,50202,Aragón
Parada de Arriba,Salamanca,Parada de Arriba,37230,Castilla y León
Parada de Rubiales,Salamanca,Parada de Rubiales,37231,Castilla y León
Parada de Sil,Ourense,Parada de Sil,32057,Galicia
Paradas,Sevilla,Paradas,41071,Andalucía
Paradela,Lugo,Paradela,27042,Galicia
Paradinas de San Juan,Salamanca,Paradinas de San Juan,37232,Castilla y León
Páramo (O),Lugo,O Páramo,27043,Galicia
Páramo de Boedo,Palencia,Páramo de Boedo,34122,Castilla y León
Páramo del Sil,León,Páramo del Sil,24110,Castilla y León
Parauta,Málaga,Parauta,29077,Andalucía
Parcent,Alicante,Parcent,3100,Comunidad Valenciana
Pardilla,Burgos,Pardilla,9253,Castilla y León
Pardines,Girona,Pardines,17125,Cataluña
Pardos,Guadalajara,Pardos,19209,Castilla-La Mancha
Paredes,Cuenca,Paredes,16151,Castilla-La Mancha
Paredes de Escalona,Toledo,Paredes de Escalona,45129,Castilla-La Mancha
Paredes de Nava,Palencia,Paredes de Nava,34123,Castilla y León
Paredes de Sigüenza,Guadalajara,Paredes de Sigüenza,19210,Castilla-La Mancha
Pareja,Guadalajara,Pareja,19211,Castilla-La Mancha
Parets del Vallès,Barcelona,Parets del Vallès,8159,Cataluña
Parla,Madrid,Parla,28106,Comunidad de Madrid
Parlavà,Girona,Parlavà,17126,Cataluña
Parra (La),Badajoz,La Parra,6099,Extremadura
Parra de las Vegas (La),Cuenca,La Parra de las Vegas,16152,Castilla-La Mancha
Parral (El),Ávila,El Parral,5180,Castilla y León
Parras de Castellote (Las),Teruel,Las Parras de Castellote,44178,Aragón
Parres,Asturias,Parres,33045,Principado de Asturias
Parrilla (La),Valladolid,La Parrilla,47110,Castilla y León
Parrillas,Toledo,Parrillas,45130,Castilla-La Mancha
Partaloa,Almería,Partaloa,4072,Andalucía
Partido de la Sierra en Tobalina,Burgos,Partido de la Sierra en Tobalina,9255,Castilla y León
Pasaia,Gipuzkoa,Pasaia,20064,País Vasco
Pasarón de la Vera,Cáceres,Pasarón de la Vera,10138,Extremadura
Pascualcobo,Ávila,Pascualcobo,5181,Castilla y León
Paso (El),Santa Cruz de Tenerife,El Paso,38027,Islas Canarias
Passanant i Belltall,Tarragona,Passanant i Belltall,43101,Cataluña
Pastores,Salamanca,Pastores,37233,Castilla y León
Pastoriza (A),Lugo,A Pastoriza,27044,Galicia
Pastrana,Guadalajara,Pastrana,19212,Castilla-La Mancha
Pastriz,Zaragoza,Pastriz,50203,Aragón
Paterna,Valencia,Paterna,46190,Comunidad Valenciana
Paterna de Rivera,Cádiz,Paterna de Rivera,11025,Andalucía
Paterna del Campo,Huelva,Paterna del Campo,21056,Andalucía
Paterna del Madera,Albacete,Paterna del Madera,2058,Castilla-La Mancha
Paterna del Río,Almería,Paterna del Río,4073,Andalucía
Patones,Madrid,Patones,28107,Comunidad de Madrid
Pau,Girona,Pau,17128,Cataluña
Paüls,Tarragona,Paüls,43102,Cataluña
Pavías,Castellón,Pavías,12088,Comunidad Valenciana
Paymogo,Huelva,Paymogo,21057,Andalucía
Payo (El),Salamanca,El Payo,37234,Castilla y León
Payo de Ojeda,Palencia,Payo de Ojeda,34124,Castilla y León
Pazos de Borbén,Pontevedra,Pazos de Borbén,36037,Galicia
Pazuengos,La Rioja,Pazuengos,26113,La Rioja
Peal de Becerro,Jaén,Peal de Becerro,23066,Andalucía
Pechina,Almería,Pechina,4074,Andalucía
Pedernoso (El),Cuenca,El Pedernoso,16153,Castilla-La Mancha
Pedrafita do Cebreiro,Lugo,Pedrafita do Cebreiro,27045,Galicia
Pedraja de Portillo (La),Valladolid,La Pedraja de Portillo,47111,Castilla y León
Pedrajas de San Esteban,Valladolid,Pedrajas de San Esteban,47112,Castilla y León
Pedralba,Valencia,Pedralba,46191,Comunidad Valenciana
Pedralba de la Pradería,Zamora,Pedralba de la Pradería,49145,Castilla y León
Pedraza,Segovia,Pedraza,40156,Castilla y León
Pedraza de Alba,Salamanca,Pedraza de Alba,37235,Castilla y León
Pedraza de Campos,Palencia,Pedraza de Campos,34125,Castilla y León
Pedregal (El),Guadalajara,El Pedregal,19213,Castilla-La Mancha
Pedreguer,Alicante,Pedreguer,3101,Comunidad Valenciana
Pedrera,Sevilla,Pedrera,41072,Andalucía
Pedret i Marzà,Girona,Pedret i Marzà,17129,Cataluña
Pedrezuela,Madrid,Pedrezuela,28108,Comunidad de Madrid
Pedro Abad,Córdoba,Pedro Abad,14050,Andalucía
Pedro Bernardo,Ávila,Pedro Bernardo,5182,Castilla y León
Pedro Martínez,Granada,Pedro Martínez,18152,Andalucía
Pedro Muñoz,Ciudad Real,Pedro Muñoz,13061,Castilla-La Mancha
Pedro-Rodríguez,Ávila,Pedro-Rodríguez,5183,Castilla y León
Pedroche,Córdoba,Pedroche,14051,Andalucía
Pedrola,Zaragoza,Pedrola,50204,Aragón
Pedroñeras (Las),Cuenca,Las Pedroñeras,16154,Castilla-La Mancha
Pedrosa de Duero,Burgos,Pedrosa de Duero,9256,Castilla y León
Pedrosa de la Vega,Palencia,Pedrosa de la Vega,34126,Castilla y León
Pedrosa de Río Úrbel,Burgos,Pedrosa de Río Úrbel,9259,Castilla y León
Pedrosa del Páramo,Burgos,Pedrosa del Páramo,9257,Castilla y León
Pedrosa del Príncipe,Burgos,Pedrosa del Príncipe,9258,Castilla y León
Pedrosa del Rey,Valladolid,Pedrosa del Rey,47113,Castilla y León
Pedrosas (Las),Zaragoza,Las Pedrosas,50205,Aragón
Pedrosillo de Alba,Salamanca,Pedrosillo de Alba,37236,Castilla y León
Pedrosillo de los Aires,Salamanca,Pedrosillo de los Aires,37237,Castilla y León
Pedrosillo el Ralo,Salamanca,Pedrosillo el Ralo,37238,Castilla y León
Pedroso,La Rioja,Pedroso,26114,La Rioja
Pedroso (El),Sevilla,El Pedroso,41073,Andalucía
Pedroso de Acim,Cáceres,Pedroso de Acim,10139,Extremadura
Pedroso de la Armuña (El),Salamanca,El Pedroso de la Armuña,37239,Castilla y León
Pegalajar,Jaén,Pegalajar,23067,Andalucía
Pego,Alicante,Pego,3102,Comunidad Valenciana
Pego (El),Zamora,El Pego,49146,Castilla y León
Peguerinos,Ávila,Peguerinos,5184,Castilla y León
Pelabravo,Salamanca,Pelabravo,37240,Castilla y León
Pelahustán,Toledo,Pelahustán,45131,Castilla-La Mancha
Pelarrodríguez,Salamanca,Pelarrodríguez,37241,Castilla y León
Pelayos,Salamanca,Pelayos,37242,Castilla y León
Pelayos de la Presa,Madrid,Pelayos de la Presa,28109,Comunidad de Madrid
Pelayos del Arroyo,Segovia,Pelayos del Arroyo,40157,Castilla y León
Peleagonzalo,Zamora,Peleagonzalo,49147,Castilla y León
Peleas de Abajo,Zamora,Peleas de Abajo,49148,Castilla y León
Peligros,Granada,Peligros,18153,Andalucía
Penagos,Cantabria,Penagos,39048,Cantabria
Penàguila,Alicante,Penàguila,3103,Comunidad Valenciana
Penelles,Lleida,Penelles,25164,Cataluña
Peníscola/Peñíscola,Castellón,Peníscola/Peñíscola,12089,Comunidad Valenciana
Peña (La),Salamanca,La Peña,37243,Castilla y León
Peñacaballera,Salamanca,Peñacaballera,37244,Castilla y León
Peñacerrada-Urizaharra,Álava,Peñacerrada-Urizaharra,1044,País Vasco
Peñafiel,Valladolid,Peñafiel,47114,Castilla y León
Peñaflor,Sevilla,Peñaflor,41074,Andalucía
Peñaflor de Hornija,Valladolid,Peñaflor de Hornija,47115,Castilla y León
Peñalba,Huesca,Peñalba,22172,Aragón
Peñalba de Ávila,Ávila,Peñalba de Ávila,5185,Castilla y León
Peñalén,Guadalajara,Peñalén,19214,Castilla-La Mancha
Peñalsordo,Badajoz,Peñalsordo,6100,Extremadura
Peñalver,Guadalajara,Peñalver,19215,Castilla-La Mancha
Peñamellera Alta,Asturias,Peñamellera Alta,33046,Principado de Asturias
Peñamellera Baja,Asturias,Peñamellera Baja,33047,Principado de Asturias
Peñaparda,Salamanca,Peñaparda,37245,Castilla y León
Peñaranda de Bracamonte,Salamanca,Peñaranda de Bracamonte,37246,Castilla y León
Peñaranda de Duero,Burgos,Peñaranda de Duero,9261,Castilla y León
Peñarandilla,Salamanca,Peñarandilla,37247,Castilla y León
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,44179,Aragón
Peñarroya-Pueblonuevo,Córdoba,Peñarroya-Pueblonuevo,14052,Andalucía
Peñarrubia,Cantabria,Peñarrubia,39049,Cantabria
Peñas de Riglos (Las),Huesca,Las Peñas de Riglos,22173,Aragón
Peñas de San Pedro,Albacete,Peñas de San Pedro,2060,Castilla-La Mancha
Peñascosa,Albacete,Peñascosa,2059,Castilla-La Mancha
Peñausende,Zamora,Peñausende,49149,Castilla y León
Pepino,Toledo,Pepino,45132,Castilla-La Mancha
Peque,Zamora,Peque,49150,Castilla y León
Pera (La),Girona,La Pera,17130,Cataluña
Peracense,Teruel,Peracense,44180,Aragón
Perafita,Barcelona,Perafita,8160,Cataluña
Perafort,Tarragona,Perafort,43103,Cataluña
Peral (El),Cuenca,El Peral,16155,Castilla-La Mancha
Peral de Arlanza,Burgos,Peral de Arlanza,9262,Castilla y León
Peralada,Girona,Peralada,17132,Cataluña
Peraleda de la Mata,Cáceres,Peraleda de la Mata,10140,Extremadura
Peraleda de San Román,Cáceres,Peraleda de San Román,10141,Extremadura
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo,6101,Extremadura
Peraleja (La),Cuenca,La Peraleja,16156,Castilla-La Mancha
Peralejos,Teruel,Peralejos,44181,Aragón
Peralejos de Abajo,Salamanca,Peralejos de Abajo,37248,Castilla y León
Peralejos de Arriba,Salamanca,Peralejos de Arriba,37249,Castilla y León
Peralejos de las Truchas,Guadalajara,Peralejos de las Truchas,19216,Castilla-La Mancha
Perales,Palencia,Perales,34127,Castilla y León
Perales de Tajuña,Madrid,Perales de Tajuña,28110,Comunidad de Madrid
Perales del Alfambra,Teruel,Perales del Alfambra,44182,Aragón
Perales del Puerto,Cáceres,Perales del Puerto,10142,Extremadura
Peralta de Alcofea,Huesca,Peralta de Alcofea,22174,Aragón
Peralta de Calasanz,Huesca,Peralta de Calasanz,22175,Aragón
Peralta/Azkoien,Navarra,Peralta/Azkoien,31202,Comunidad Foral de Navarra
Peraltilla,Huesca,Peraltilla,22176,Aragón
Peralveche,Guadalajara,Peralveche,19217,Castilla-La Mancha
Peramola,Lleida,Peramola,25165,Cataluña
Peranzanes,León,Peranzanes,24112,Castilla y León
Perarrúa,Huesca,Perarrúa,22177,Aragón
Perdigón (El),Zamora,El Perdigón,49151,Castilla y León
Perdiguera,Zaragoza,Perdiguera,50206,Aragón
Pereiro de Aguiar (O),Ourense,O Pereiro de Aguiar,43104,Galicia
Perelló (El),Tarragona,El Perelló,32058,Cataluña
Pereña de la Ribera,Salamanca,Pereña de la Ribera,37250,Castilla y León
Pereruela,Zamora,Pereruela,49152,Castilla y León
Periana,Málaga,Periana,29079,Andalucía
Perilla de Castro,Zamora,Perilla de Castro,49153,Castilla y León
Pernía (La),Palencia,La Pernía,34904,Castilla y León
Peromingo,Salamanca,Peromingo,37251,Castilla y León
Perosillo,Segovia,Perosillo,40158,Castilla y León
Peroxa (A),Ourense,A Peroxa,32059,Galicia
Pertusa,Huesca,Pertusa,22178,Aragón
Pesaguero,Cantabria,Pesaguero,39050,Cantabria
Pescueza,Cáceres,Pescueza,10143,Extremadura
Pesga (La),Cáceres,La Pesga,10144,Extremadura
Pesoz,Asturias,Pesoz,33048,Principado de Asturias
Pesquera,Cantabria,Pesquera,39051,Cantabria
Pesquera (La),Cuenca,La Pesquera,16157,Castilla-La Mancha
Pesquera de Duero,Valladolid,Pesquera de Duero,47116,Castilla y León
Petilla de Aragón,Navarra,Petilla de Aragón,31203,Comunidad Foral de Navarra
Petín,Ourense,Petín,32060,Galicia
Petra,Illes Balears,Petra,7041,Islas Baleares
