municipio,provincia,municipio_nombre_humano,lat,lon,elevation
Espino de la Orbada,Salamanca,Espino de la Orbada,41.10693,-5.42515,798
Florida de Liébana,Salamanca,Florida de Liébana,41.02362,-5.76252,772
Forfoleda,Salamanca,Forfoleda,41.09779,-5.74979,792
Frades de la Sierra,Salamanca,Frades de la Sierra,40.657226,-5.783979,963
Fregeneda (La),Salamanca,La Fregeneda,40.98866,-6.86829,523
Fresnedoso,Salamanca,Fresnedoso,40.43618,-5.7097,1026
Fresno Alhándiga,Salamanca,Fresno Alhándiga,40.71316,-5.61642,830
Fuente de San Esteban (La),Salamanca,La Fuente de San Esteban,40.801161,-6.256641,771
Fuenteguinaldo,Salamanca,Fuenteguinaldo,40.428816,-6.674952,845
Fuenteliante,Salamanca,Fuenteliante,40.8747,-6.57306,725
Fuenterroble de Salvatierra,Salamanca,Fuenterroble de Salvatierra,40.56466,-5.73379,951
Fuentes de Béjar,Salamanca,Fuentes de Béjar,40.50815,-5.6927,917
Fuentes de Oñoro,Salamanca,Fuentes de Oñoro,40.59102,-6.81144,737
Gajates,Salamanca,Gajates,40.78254,-5.36506,856
Galindo y Perahuy,Salamanca,Galindo y Perahuy,40.928923,-5.8079,829
Galinduste,Salamanca,Galinduste,40.66266,-5.54003,962
Galisancho,Salamanca,Galisancho,40.74418,-5.55471,821
Gallegos de Argañán,Salamanca,Gallegos de Argañán,40.63146,-6.70246,658
Gallegos de Solmirón,Salamanca,Gallegos de Solmirón,40.53626,-5.44713,1110
Garcibuey,Salamanca,Garcibuey,40.51552,-5.9944,697
Garcihernández,Salamanca,Garcihernández,40.86096,-5.43567,815
Garcirrey,Salamanca,Garcirrey,40.90049,-6.1312,813
Gejuelo del Barro,Salamanca,Gejuelo del Barro,41.07633,-6.12332,808
Golpejas,Salamanca,Golpejas,40.9998,-5.90687,786
Gomecello,Salamanca,Gomecello,41.0428,-5.53585,843
Guadramiro,Salamanca,Guadramiro,41.01703,-6.49369,749
Guijo de Ávila,Salamanca,Guijo de Ávila,40.53078,-5.6397,974
Guijuelo,Salamanca,Guijuelo,40.55706,-5.672288,1014
Herguijuela de Ciudad Rodrigo,Salamanca,Herguijuela de Ciudad Rodrigo,40.4586,-6.52075,790
Herguijuela de la Sierra,Salamanca,Herguijuela de la Sierra,40.44536,-6.07445,653
Herguijuela del Campo,Salamanca,Herguijuela del Campo,40.63102,-5.86398,928
Hinojosa de Duero,Salamanca,Hinojosa de Duero,40.98674,-6.79529,605
Horcajo de Montemayor,Salamanca,Horcajo de Montemayor,40.42264,-5.89427,740
Horcajo Medianero,Salamanca,Horcajo Medianero,40.63976,-5.40584,998
Hoya (La),Salamanca,La Hoya,40.410113,-5.697248,1270
Huerta,Salamanca,Huerta,40.963493,-5.464387,791
Iruelos,Salamanca,Iruelos,41.14135,-6.32808,784
Ituero de Azaba,Salamanca,Ituero de Azaba,40.48487,-6.69272,668
Juzbado,Salamanca,Juzbado,41.07791,-5.8614,797
Lagunilla,Salamanca,Lagunilla,40.32492,-5.97132,936
Larrodrigo,Salamanca,Larrodrigo,40.73722,-5.44894,873
Ledesma,Salamanca,Ledesma,41.087596,-6.002666,748
Ledrada,Salamanca,Ledrada,40.46842,-5.720508,898
Linares de Riofrío,Salamanca,Linares de Riofrío,40.58338,-5.92091,961
Lumbrales,Salamanca,Lumbrales,40.936377,-6.717543,675
Machacón,Salamanca,Machacón,40.92623,-5.5243,807
Macotera,Salamanca,Macotera,40.829823,-5.284758,891
Madroñal,Salamanca,Madroñal,40.46407,-6.06271,691
Maíllo (El),Salamanca,El Maíllo,40.56667,-6.16667,1014
Malpartida,Salamanca,Malpartida,40.76269,-5.23149,900
Mancera de Abajo,Salamanca,Mancera de Abajo,40.83974,-5.19933,896
Manzano (El),Salamanca,El Manzano,41.17421,-6.2886,779
Martiago,Salamanca,Martiago,40.4542,-6.4901,808
Martín de Yeltes,Salamanca,Martín de Yeltes,40.776473,-6.290355,764
Martinamor,Salamanca,Martinamor,40.80676,-5.59913,959
Masueco,Salamanca,Masueco,41.20352,-6.58938,685
Mata de Ledesma (La),Salamanca,La Mata de Ledesma,41.00054,-5.97101,815
Matilla de los Caños del Río,Salamanca,Matilla de los Caños del Río,40.82539,-5.94276,826
Maya (La),Salamanca,La Maya,40.68711,-5.61307,836
Membribe de la Sierra,Salamanca,Membribe de la Sierra,40.69123,-5.80568,1025
Mieza,Salamanca,Mieza,41.16424,-6.69137,651
Milano (El),Salamanca,El Milano,41.098412,-6.604347,730
Miranda de Azán,Salamanca,Miranda de Azán,40.88055,-5.674305,841
Miranda del Castañar,Salamanca,Miranda del Castañar,40.48448,-5.99581,647
Mogarraz,Salamanca,Mogarraz,40.49264,-6.05327,788
Molinillo,Salamanca,Molinillo,40.46898,-5.94493,725
Monforte de la Sierra,Salamanca,Monforte de la Sierra,40.48264,-6.05671,825
Monleón,Salamanca,Monleón,40.58192,-5.84312,876
Monleras,Salamanca,Monleras,41.18704,-6.22622,759
Monsagro,Salamanca,Monsagro,40.50343,-6.2711,951
Montejo,Salamanca,Montejo,40.63246,-5.62287,933
Montemayor del Río,Salamanca,Montemayor del Río,40.34836,-5.89427,642
Monterrubio de Armuña,Salamanca,Monterrubio de Armuña,41.026663,-5.64303,804
Monterrubio de la Sierra,Salamanca,Monterrubio de la Sierra,40.75592,-5.69329,959
Morasverdes,Salamanca,Morasverdes,40.60019,-6.27503,896
Morille,Salamanca,Morille,40.80693,-5.69833,929
Moríñigo,Salamanca,Moríñigo,40.97004,-5.41458,804
Moriscos,Salamanca,Moriscos,41.00818,-5.58184,847
Moronta,Salamanca,Moronta,40.97688,-6.43103,756
Mozárbez,Salamanca,Mozárbez,40.85652,-5.65144,876
Narros de Matalayegua,Salamanca,Narros de Matalayegua,40.6988,-5.92658,985
Nava de Béjar,Salamanca,Nava de Béjar,40.47518,-5.67856,1042
Nava de Francia,Salamanca,Nava de Francia,40.53572,-6.11628,1036
Nava de Sotrobal,Salamanca,Nava de Sotrobal,40.89039,-5.28562,857
Navacarros,Salamanca,Navacarros,40.39776,-5.71425,1129
Navales,Salamanca,Navales,40.78857,-5.47863,850
Navalmoral de Béjar,Salamanca,Navalmoral de Béjar,40.42264,-5.7831,940
Navamorales,Salamanca,Navamorales,40.47618,-5.47893,991
Navarredonda de la Rinconada,Salamanca,Navarredonda de la Rinconada,40.60657,-6.01169,1025
Navasfrías,Salamanca,Navasfrías,40.29698,-6.819901,904
Negrilla de Palencia,Salamanca,Negrilla de Palencia,41.09185,-5.59165,824
Olmedo de Camaces,Salamanca,Olmedo de Camaces,40.87967,-6.6236,708
Orbada (La),Salamanca,La Orbada,41.10285,-5.48315,817
Pajares de la Laguna,Salamanca,Pajares de la Laguna,41.08754,-5.50888,825
Palacios del Arzobispo,Salamanca,Palacios del Arzobispo,41.16655,-5.88933,824
Palaciosrubios,Salamanca,Palaciosrubios,41.05238,-5.19507,807
Palencia de Negrilla,Salamanca,Palencia de Negrilla,41.09439,-5.60168,825
Parada de Arriba,Salamanca,Parada de Arriba,40.98655,-5.79332,826
Parada de Rubiales,Salamanca,Parada de Rubiales,41.14818,-5.43638,839
Paradinas de San Juan,Salamanca,Paradinas de San Juan,40.98325,-5.15418,850
Pastores,Salamanca,Pastores,40.968136,-5.662155,805
Payo (El),Salamanca,El Payo,40.2868,-6.72701,929
Pedraza de Alba,Salamanca,Pedraza de Alba,40.75502,-5.37524,898
Pedrosillo de Alba,Salamanca,Pedrosillo de Alba,40.82277,-5.39506,837
Pedrosillo de los Aires,Salamanca,Pedrosillo de los Aires,40.71524,-5.70511,964
Pedrosillo el Ralo,Salamanca,Pedrosillo el Ralo,41.06305,-5.54794,813
Pedroso de la Armuña (El),Salamanca,El Pedroso de la Armuña,41.08074,-5.39901,825
Pelabravo,Salamanca,Pelabravo,40.93658,-5.57916,816
Pelarrodríguez,Salamanca,Pelarrodríguez,40.88723,-6.21271,756
Pelayos,Salamanca,Pelayos,40.64985,-5.5758,944
Peña (La),Salamanca,La Peña,41.177884,-6.515212,678
Peñacaballera,Salamanca,Peñacaballera,40.34353,-5.86121,866
Peñaparda,Salamanca,Peñaparda,40.32092,-6.66948,872
Peñaranda de Bracamonte,Salamanca,Peñaranda de Bracamonte,40.900369,-5.201824,908
Peñarandilla,Salamanca,Peñarandilla,40.88348,-5.3936,825
Peralejos de Abajo,Salamanca,Peralejos de Abajo,41.00469,-6.36238,778
Peralejos de Arriba,Salamanca,Peralejos de Arriba,41.0041,-6.33362,786
Pereña de la Ribera,Salamanca,Pereña de la Ribera,41.23952,-6.52351,691
Peromingo,Salamanca,Peromingo,40.46386,-5.77238,793
Pinedas,Salamanca,Pinedas,40.441842,-5.975877,730
Pino de Tormes (El),Salamanca,El Pino de Tormes,41.0394,-5.79347,766
Pitiegua,Salamanca,Pitiegua,41.0621,-5.46647,847
Pizarral,Salamanca,Pizarral,40.6145,-5.65238,907
Poveda de las Cintas,Salamanca,Poveda de las Cintas,41.04596,-5.26019,819
Pozos de Hinojo,Salamanca,Pozos de Hinojo,40.91303,-6.41144,737
Puebla de Azaba,Salamanca,Puebla de Azaba,40.44732,-6.74616,668
Puebla de San Medel,Salamanca,Puebla de San Medel,40.51073,-5.73673,967
Puebla de Yeltes,Salamanca,Puebla de Yeltes,40.62528,-6.1815,879
Puente del Congosto,Salamanca,Puente del Congosto,40.49041,-5.52628,937
Puertas,Salamanca,Puertas,41.09681,-6.28752,784
Puerto de Béjar,Salamanca,Puerto de Béjar,40.35052,-5.83756,934
Puerto Seguro,Salamanca,Puerto Seguro,40.82718,-6.76109,639
Rágama,Salamanca,Rágama,40.99768,-5.12724,848
Redonda (La),Salamanca,La Redonda,40.90856,-6.74872,667
Retortillo,Salamanca,Retortillo,40.80132,-6.35951,731
Rinconada de la Sierra (La),Salamanca,La Rinconada de la Sierra,40.61275,-6.02052,991
Robleda,Salamanca,Robleda,40.384406,-6.606671,835
Robliza de Cojos,Salamanca,Robliza de Cojos,40.86766,-5.97786,817
Rollán,Salamanca,Rollán,40.9623,-5.91752,797
Saelices el Chico,Salamanca,Saelices el Chico,40.66998,-6.63271,662
Sagrada (La),Salamanca,La Sagrada,40.74399,-6.07195,856
Sahugo (El),Salamanca,El Sahugo,40.41506,-6.54179,822
Salamanca,Salamanca,Salamanca,40.968136,-5.662155,805
Saldeana,Salamanca,Saldeana,41.02068,-6.64015,665
Salmoral,Salamanca,Salmoral,40.80137,-5.2191,913
Salvatierra de Tormes,Salamanca,Salvatierra de Tormes,40.59007,-5.59763,901
San Cristóbal de la Cuesta,Salamanca,San Cristóbal de la Cuesta,41.02919,-5.61772,817
San Esteban de la Sierra,Salamanca,San Esteban de la Sierra,40.5068,-5.90619,625
San Felices de los Gallegos,Salamanca,San Felices de los Gallegos,40.84954,-6.70804,674
San Martín del Castañar,Salamanca,San Martín del Castañar,40.52264,-6.06387,835
San Miguel de Valero,Salamanca,San Miguel de Valero,40.54361,-5.9228,935
San Miguel del Robledo,Salamanca,San Miguel del Robledo,40.54139,-6.03728,1029
San Morales,Salamanca,San Morales,40.99358,-5.50234,794
San Muñoz,Salamanca,San Muñoz,40.78334,-6.12758,781
San Pedro de Rozados,Salamanca,San Pedro de Rozados,40.79008,-5.73716,976
San Pedro del Valle,Salamanca,San Pedro del Valle,41.03332,-5.86025,792
San Pelayo de Guareña,Salamanca,San Pelayo de Guareña,41.11579,-5.85702,780
Sanchón de la Ribera,Salamanca,Sanchón de la Ribera,41.08844,-6.41314,724
Sanchón de la Sagrada,Salamanca,Sanchón de la Sagrada,40.74287,-6.02502,872
Sanchotello,Salamanca,Sanchotello,40.43812,-5.75394,944
Sancti-Spíritus,Salamanca,Sancti-Spíritus,40.706269,-6.400408,760
Sando,Salamanca,Sando,40.96774,-6.11136,838
Santa María de Sando,Salamanca,Santa María de Sando,40.97909,-6.12904,826
Santa Marta de Tormes,Salamanca,Santa Marta de Tormes,40.945265,-5.632226,796
Santiago de la Puebla,Salamanca,Santiago de la Puebla,40.800623,-5.280712,873
Santibáñez de Béjar,Salamanca,Santibáñez de Béjar,40.48785,-5.6111,921
Santibáñez de la Sierra,Salamanca,Santibáñez de la Sierra,40.49464,-5.91576,617
Santiz,Salamanca,Santiz,41.20579,-5.89654,893
Santos (Los),Salamanca,Los Santos,40.54444,-5.79774,938
Sardón de los Frailes,Salamanca,Sardón de los Frailes,41.21373,-6.27101,739
Saucelle,Salamanca,Saucelle,41.04769,-6.75328,669
Sepulcro-Hilario,Salamanca,Sepulcro-Hilario,40.69929,-6.18662,835
Sequeros,Salamanca,Sequeros,40.51296,-6.02495,942
Serradilla del Arroyo,Salamanca,Serradilla del Arroyo,40.52133,-6.36008,858
Serradilla del Llano,Salamanca,Serradilla del Llano,40.49996,-6.35701,875
Sierpe (La),Salamanca,La Sierpe,40.64584,-5.85656,927
Sieteiglesias de Tormes,Salamanca,Sieteiglesias de Tormes,40.745471,-5.588646,831
Sobradillo,Salamanca,Sobradillo,40.968136,-5.662155,805
Sorihuela,Salamanca,Sorihuela,40.449854,-5.665398,969
Sotoserrano,Salamanca,Sotoserrano,40.43499,-6.03262,512
Tabera de Abajo,Salamanca,Tabera de Abajo,40.91021,-6.00227,811
Tala (La),Salamanca,La Tala,40.58944,-5.53719,913
Tamames,Salamanca,Tamames,40.657257,-6.106838,907
Tarazona de Guareña,Salamanca,Tarazona de Guareña,41.17206,-5.25005,772
Tardáguila,Salamanca,Tardáguila,41.11493,-5.57423,832
Tejado (El),Salamanca,El Tejado,40.87379,-5.89097,827
Tejeda y Segoyuela,Salamanca,Tejeda y Segoyuela,40.63155,-6.02311,923
Tenebrón,Salamanca,Tenebrón,40.62449,-6.3545,824
Terradillos,Salamanca,Terradillos,40.83836,-5.5416,887
Topas,Salamanca,Topas,41.197032,-5.694835,849
Tordillos,Salamanca,Tordillos,40.85266,-5.35278,841
Tornadizo (El),Salamanca,El Tornadizo,40.54296,-5.8915,879
Torresmenudas,Salamanca,Torresmenudas,41.10249,-5.78475,787
Trabanca,Salamanca,Trabanca,41.23278,-6.38484,747
Tremedal de Tormes,Salamanca,Tremedal de Tormes,41.07423,-6.18164,773
Valdecarros,Salamanca,Valdecarros,40.770144,-5.422169,886
Valdefuentes de Sangusín,Salamanca,Valdefuentes de Sangusín,40.46578,-5.83286,888
Valdehijaderos,Salamanca,Valdehijaderos,40.41916,-5.84792,780
Valdelacasa,Salamanca,Valdelacasa,40.51058,-5.765011,945
Valdelageve,Salamanca,Valdelageve,40.36949,-5.99078,653
Valdelosa,Salamanca,Valdelosa,41.17157,-5.7839,841
Valdemierque,Salamanca,Valdemierque,40.82176,-5.58224,940
Valderrodrigo,Salamanca,Valderrodrigo,41.06524,-6.50878,734
Valdunciel,Salamanca,Valdunciel,41.144187,-5.7017,825
Valero,Salamanca,Valero,40.53533,-5.94307,576
Vallejera de Riofrío,Salamanca,Vallejera de Riofrío,40.4091,-5.71943,1143
Valsalabroso,Salamanca,Valsalabroso,41.10962,-6.50269,729
Valverde de Valdelacasa,Salamanca,Valverde de Valdelacasa,40.48155,-5.78145,805
Valverdón,Salamanca,Valverdón,41.04691,-5.76955,767
Vecinos,Salamanca,Vecinos,40.77875,-5.87815,895
Vega de Tirados,Salamanca,Vega de Tirados,41.02543,-5.88667,788
Veguillas (Las),Salamanca,Las Veguillas,40.71583,-5.8327,1046
Vellés (La),Salamanca,La Vellés,41.07399,-5.56824,813
Ventosa del Río Almar,Salamanca,Ventosa del Río Almar,40.92728,-5.34838,856
Vídola (La),Salamanca,La Vídola,41.15434,-6.48733,697
