municipio,provincia,municipio_nombre_humano,lat,lon,kms_capital_provincia
Quart de les Valls,Valencia,Quart de les Valls,39.740897,-0.273841,37.430286
Quart de Poblet,Valencia,Quart de Poblet,39.481489,-0.442491,9.273893
Quartell,Valencia,Quartell,39.738677,-0.262666,36.596422
Quatretonda,Valencia,Quatretonda,38.946271,-0.402978,75.605223
Quesa,Valencia,Quesa,39.1197,-0.74,73.517928
Rafelbunyol,Valencia,Rafelbunyol,39.587979,-0.33379,18.664606
Rafelcofer,Valencia,Rafelcofer,38.932423,-0.167151,79.905947
Rafelguaraf,Valencia,Rafelguaraf,39.051075,-0.454472,61.217088000000004
Ráfol de Salem,Valencia,Ráfol de Salem,38.86651,-0.39991,89.626037
Real,Valencia,Real,39.336103,-0.609158,35.059351
Real de Gandia (el),Valencia,El Real de Gandia,38.952572,-0.189867,70.05405
Requena,Valencia,Requena,39.48756,-1.100272,68.280976
Riba-roja de Túria,Valencia,Riba-roja de Túria,39.54595,-0.57069,25.617534
Riola,Valencia,Riola,39.195747,-0.334777,38.375414
Rocafort,Valencia,Rocafort,39.531798,-0.410481,12.907478000000001
Rotglà i Corberà,Valencia,Rotglà i Corberà,39.005165,-0.564386,58.404428
Ròtova,Valencia,Ròtova,38.931881,-0.257602,77.635768
Rugat,Valencia,Rugat,38.873701,-0.382956,89.115196
Sagunto/Sagunt,Valencia,Sagunto/Sagunt,39.680312,-0.27988,28.079728
Salem,Valencia,Salem,38.95,-0.36667,80.942834
San Antonio de Benagéber,Valencia,San Antonio de Benagéber,39.552873,-0.495062,16.92271
Sant Joanet,Valencia,Sant Joanet,39.07104,-0.48705,56.721389
Sedaví,Valencia,Sedaví,39.424563,-0.380289,7.20021
Segart,Valencia,Segart,39.702678,-0.337,33.599418
Sellent,Valencia,Sellent,39.03221,-0.58784,62.413565999999996
Sempere,Valencia,Sempere,38.92014,-0.4814,82.946518
Senyera,Valencia,Senyera,39.064333,-0.511144,55.16685
Serra,Valencia,Serra,39.464773,-0.363258,35
Siete Aguas,Valencia,Siete Aguas,39.473501,-0.917844,52.860887000000005
Silla,Valencia,Silla,39.464773,-0.363258,15
Simat de la Valldigna,Valencia,Simat de la Valldigna,39.043353,-0.310538,61.820536
Sinarcas,Valencia,Sinarcas,39.730619,-1.231062,102.462186
Sollana,Valencia,Sollana,39.278365,-0.381148,28.803398
Sot de Chera,Valencia,Sot de Chera,39.63333,-0.9,69.728923
Sueca,Valencia,Sueca,39.204067,-0.308665,37.258606
Sumacàrcer,Valencia,Sumacàrcer,39.096171,-0.632019,59.59539
Tavernes Blanques,Valencia,Tavernes Blanques,39.506966,-0.363443,6.656146
Tavernes de la Valldigna,Valencia,Tavernes de la Valldigna,39.072974,-0.263826,56.087925000000006
Teresa de Cofrentes,Valencia,Teresa de Cofrentes,39.10563,-1.05105,120.999129
Terrateig,Valencia,Terrateig,38.89453,-0.31993,85.438644
Titaguas,Valencia,Titaguas,39.865701,-1.08152,90.11814
Torrebaja,Valencia,Torrebaja,40.099566,-1.261384,174.619902
Torrella,Valencia,Torrella,38.987786,-0.56792,62.945333
Torrent,Valencia,Torrent,39.436186,-0.466962,11.334790000000002
Torres Torres,Valencia,Torres Torres,39.73333,-0.35,37.141256999999996
Tous,Valencia,Tous,39.140366,-0.587546,46.878716
Tuéjar,Valencia,Tuéjar,39.764554,-1.040491,76.781166
Turís,Valencia,Turís,39.390289,-0.711351,40.256394
Utiel,Valencia,Utiel,39.570202,-1.207226,82.053386
Valencia,Valencia,Valencia,39.464773,-0.363258,0.0
Vallada,Valencia,Vallada,38.896838,-0.690273,75.593488
Vallanca,Valencia,Vallanca,40.06667,-1.33333,162.819695
Vallés,Valencia,Vallés,38.986963,-0.555164,60.97053
Venta del Moro,Valencia,Venta del Moro,39.48333,-1.35,98.852368
Vilallonga/Villalonga,Valencia,Vilallonga/Villalonga,39.464773,-0.363258,83
Vilamarxant,Valencia,Vilamarxant,39.567671,-0.622524,34.364654
Villar del Arzobispo,Valencia,Villar del Arzobispo,39.732331,-0.827126,58.803515
Villargordo del Cabriel,Valencia,Villargordo del Cabriel,39.53333,-1.43333,102.17927800000001
Vinalesa,Valencia,Vinalesa,39.540127,-0.370388,13.2051
Xàtiva,Valencia,Xàtiva,38.991143,-0.51882,61.807572
Xeraco,Valencia,Xeraco,39.030859,-0.216152,59.313451
Xeresa,Valencia,Xeresa,39.012332,-0.215114,61.945396
Xirivella,Valencia,Xirivella,39.468367,-0.4303,6.915508
Yátova,Valencia,Yátova,39.385464,-0.810117,46.429266000000005
Yesa (La),Valencia,La Yesa,39.88333,-0.95,88.2116
Zarra,Valencia,Zarra,39.09175,-1.07532,123.687404
Adalia,Valladolid,Adalia,41.64894,-5.12107,56.156449
Aguasal,Valladolid,Aguasal,41.27495,-4.6529,44.907241
Aguilar de Campos,Valladolid,Aguilar de Campos,41.98375,-5.18118,59.181007
Alaejos,Valladolid,Alaejos,41.308229,-5.214775,59.540884
Alcazarén,Valladolid,Alcazarén,41.37061,-4.67262,33.874432999999996
Aldea de San Miguel,Valladolid,Aldea de San Miguel,41.46098,-4.6158,27.054833
Aldeamayor de San Martín,Valladolid,Aldeamayor de San Martín,41.511963,-4.640043,20.476409
Almenara de Adaja,Valladolid,Almenara de Adaja,41.21406,-4.67824,51.114129999999996
Amusquillo,Valladolid,Amusquillo,41.74853,-4.30117,45.570339999999995
Arroyo de la Encomienda,Valladolid,Arroyo de la Encomienda,41.611787,-4.786793,6.149063
Ataquines,Valladolid,Ataquines,41.181677,-4.803119,69.584344
Bahabón,Valladolid,Bahabón,41.48141,-4.27941,63.92801600000001
Barcial de la Loma,Valladolid,Barcial de la Loma,41.9514,-5.28353,64.688783
Barruelo del Valle,Valladolid,Barruelo del Valle,41.677304,-5.083027,53.425436000000005
Becilla de Valderaduey,Valladolid,Becilla de Valderaduey,42.09905,-5.21805,69.674041
Benafarces,Valladolid,Benafarces,41.62133,-5.29285,66.406929
Bercero,Valladolid,Bercero,41.56397,-5.0558,38.994492
Berceruelo,Valladolid,Berceruelo,41.58032,-5.03267,41.690566
Berrueces,Valladolid,Berrueces,41.94606,-5.09693,49.541827
Bobadilla del Campo,Valladolid,Bobadilla del Campo,41.20432,-5.02294,78.394384
Bocigas,Valladolid,Bocigas,41.2307,-4.68128,49.410606
Bocos de Duero,Valladolid,Bocos de Duero,41.62339,-4.07048,65.45198
Boecillo,Valladolid,Boecillo,41.542688,-4.700701,12.760842
Bolaños de Campos,Valladolid,Bolaños de Campos,42.0068,-5.28428,68.25848699999999
Brahojos de Medina,Valladolid,Brahojos de Medina,41.225654,-5.047794,68.080192
Bustillo de Chaves,Valladolid,Bustillo de Chaves,42.13114,-5.09168,71.99905700000001
Cabezón de Pisuerga,Valladolid,Cabezón de Pisuerga,41.733448,-4.645667,20.825691
Cabezón de Valderaduey,Valladolid,Cabezón de Valderaduey,42.16793,-5.15892,79.159963
Cabreros del Monte,Valladolid,Cabreros del Monte,41.84906,-5.27016,60.093621
Campaspero,Valladolid,Campaspero,41.491595,-4.194225,67.011088
Campillo (El),Valladolid,El Campillo,41.262437,-4.995518,62.495165
Camporredondo,Valladolid,Camporredondo,41.47333,-4.50503,34.083631999999994
Canalejas de Peñafiel,Valladolid,Canalejas de Peñafiel,41.52513,-4.11546,76.164896
Canillas de Esgueva,Valladolid,Canillas de Esgueva,41.75464,-4.12502,61.47262
Carpio,Valladolid,Carpio,41.2131,-5.109069,74.392478
Casasola de Arión,Valladolid,Casasola de Arión,41.578532,-5.241187,57.74982
Castrejón de Trabancos,Valladolid,Castrejón de Trabancos,41.24555,-5.17538,67.38741999999999
Castrillo de Duero,Valladolid,Castrillo de Duero,41.57494,-4.01547,72.47686900000001
Castrillo-Tejeriego,Valladolid,Castrillo-Tejeriego,41.7034,-4.37142,40.738051
Castrobol,Valladolid,Castrobol,42.13717,-5.31422,82.698112
Castrodeza,Valladolid,Castrodeza,41.64922,-4.95888,22.407899
Castromembibre,Valladolid,Castromembibre,41.67246,-5.30474,65.91792699999999
Castromonte,Valladolid,Castromonte,41.77355,-5.03909,34.988372000000005
Castronuevo de Esgueva,Valladolid,Castronuevo de Esgueva,41.674829,-4.580395,20.428186
Castronuño,Valladolid,Castronuño,41.389137,-5.264473,69.075639
Castroponce,Valladolid,Castroponce,42.12646,-5.18245,73.073814
Castroverde de Cerrato,Valladolid,Castroverde de Cerrato,41.75609,-4.22151,52.371421000000005
Ceinos de Campos,Valladolid,Ceinos de Campos,42.032055,-5.150158,60.110271
Cervillego de la Cruz,Valladolid,Cervillego de la Cruz,41.18783,-4.94966,71.90755899999999
Cigales,Valladolid,Cigales,41.757429,-4.698086,21.537543000000003
Ciguñuela,Valladolid,Ciguñuela,41.64064,-4.85688,13.144014
Cistérniga,Valladolid,Cistérniga,41.623488,-4.705244,5.189749
Cogeces de Íscar,Valladolid,Cogeces de Íscar,41.40617,-4.54539,34.393077
Cogeces del Monte,Valladolid,Cogeces del Monte,41.5103,-4.3172,57.780701
Corcos,Valladolid,Corcos,41.80946,-4.6927,29.877877
Corrales de Duero,Valladolid,Corrales de Duero,41.67205,-4.04817,72.029746
Cubillas de Santa Marta,Valladolid,Cubillas de Santa Marta,41.80412,-4.592904,29.370803
Cuenca de Campos,Valladolid,Cuenca de Campos,42.059179,-5.054711,61.5048
Curiel de Duero,Valladolid,Curiel de Duero,41.64327,-4.1011,64.557093
Encinas de Esgueva,Valladolid,Encinas de Esgueva,41.75652,-4.10357,63.18717899999999
Esguevillas de Esgueva,Valladolid,Esguevillas de Esgueva,41.749513,-4.380446,39.214171
Fombellida,Valladolid,Fombellida,41.76693,-4.18409,55.839664
Fompedraza,Valladolid,Fompedraza,41.53541,-4.14483,73.443746
Fontihoyuelo,Valladolid,Fontihoyuelo,42.16192,-5.05791,74.12720900000001
Fresno el Viejo,Valladolid,Fresno el Viejo,41.195287,-5.144968,73.538556
Fuensaldaña,Valladolid,Fuensaldaña,41.704643,-4.765718,11.720696
Fuente el Sol,Valladolid,Fuente el Sol,41.17603,-4.9343,70.068076
Fuente-Olmedo,Valladolid,Fuente-Olmedo,41.24397,-4.6474,50.785428
Gallegos de Hornija,Valladolid,Gallegos de Hornija,41.6098,-5.09768,46.50134
Gatón de Campos,Valladolid,Gatón de Campos,42.04984,-4.98078,65.172531
Geria,Valladolid,Geria,41.57868,-4.87663,18.634726999999998
Herrín de Campos,Valladolid,Herrín de Campos,42.12476,-4.95239,69.696993
Hornillos de Eresma,Valladolid,Hornillos de Eresma,41.353913,-4.732075,40.339822
Íscar,Valladolid,Íscar,41.359094,-4.535097,41.058623
Laguna de Duero,Valladolid,Laguna de Duero,41.59873,-4.717645,6.3147709999999995
Langayo,Valladolid,Langayo,41.56986,-4.19866,65.59997299999999
Llano de Olmedo,Valladolid,Llano de Olmedo,41.26728,-4.61386,48.495631
Lomoviejo,Valladolid,Lomoviejo,41.143399,-4.916747,74.13897800000001
Manzanillo,Valladolid,Manzanillo,41.58617,-4.18826,63.793064
Marzales,Valladolid,Marzales,41.58644,-5.13455,44.803836000000004
Matapozuelos,Valladolid,Matapozuelos,41.414873,-4.789892,36.104646
Matilla de los Caños,Valladolid,Matilla de los Caños,41.54818,-4.96761,26.259263
Mayorga,Valladolid,Mayorga,42.164627,-5.265651,77.95111999999999
Medina de Rioseco,Valladolid,Medina de Rioseco,41.882156,-5.043201,40.668752999999995
Medina del Campo,Valladolid,Medina del Campo,41.311535,-4.914734,52.055642999999996
Megeces,Valladolid,Megeces,41.40828,-4.56166,34.83732
Melgar de Abajo,Valladolid,Melgar de Abajo,42.24344,-5.14216,91.880434
Melgar de Arriba,Valladolid,Melgar de Arriba,42.26806,-5.09712,92.06474
Mojados,Valladolid,Mojados,41.429449,-4.664991,25.871931
Monasterio de Vega,Valladolid,Monasterio de Vega,42.23015,-5.18095,88.274466
Montealegre de Campos,Valladolid,Montealegre de Campos,41.89332,-4.90577,39.202749000000004
Montemayor de Pililla,Valladolid,Montemayor de Pililla,41.508823,-4.457598,40.488705
Moral de la Reina,Valladolid,Moral de la Reina,41.9861,-5.07208,53.296968
Moraleja de las Panaderas,Valladolid,Moraleja de las Panaderas,41.27636,-4.82521,61.005511
Morales de Campos,Valladolid,Morales de Campos,41.86068,-5.17252,52.718818
Mota del Marqués,Valladolid,Mota del Marqués,41.63247,-5.17681,51.042224000000004
Mucientes,Valladolid,Mucientes,41.74278,-4.76191,15.725633
Mudarra (La),Valladolid,La Mudarra,41.789098,-4.937551,27.120651000000002
Muriel,Valladolid,Muriel,41.12266,-4.84273,77.315827
Nava del Rey,Valladolid,Nava del Rey,41.330779,-5.080468,63.891442000000005
Nueva Villa de las Torres,Valladolid,Nueva Villa de las Torres,41.26762,-5.05685,67.12473200000001
Olivares de Duero,Valladolid,Olivares de Duero,41.63755,-4.36547,38.763886
Olmedo,Valladolid,Olmedo,41.286996,-4.681294,42.105835
Olmos de Esgueva,Valladolid,Olmos de Esgueva,41.68815,-4.52254,25.983284
Olmos de Peñafiel,Valladolid,Olmos de Peñafiel,41.57142,-4.04316,66.40078100000001
Palazuelo de Vedija,Valladolid,Palazuelo de Vedija,41.92966,-5.14534,53.250735
Parrilla (La),Valladolid,La Parrilla,41.53909,-4.524581,28.511625
Pedraja de Portillo (La),Valladolid,La Pedraja de Portillo,41.470883,-4.646791,23.193895
Pedrajas de San Esteban,Valladolid,Pedrajas de San Esteban,41.341117,-4.582653,42.416434
Pedrosa del Rey,Valladolid,Pedrosa del Rey,41.55617,-5.20466,52.813457
Peñafiel,Valladolid,Peñafiel,41.604554,-4.11736,59.330194000000006
Peñaflor de Hornija,Valladolid,Peñaflor de Hornija,41.71159,-4.98333,29.806882
Pesquera de Duero,Valladolid,Pesquera de Duero,41.64171,-4.1559,56.260096
Piña de Esgueva,Valladolid,Piña de Esgueva,41.729282,-4.428274,34.406888
Piñel de Abajo,Valladolid,Piñel de Abajo,41.67458,-4.14655,60.207468999999996
Piñel de Arriba,Valladolid,Piñel de Arriba,41.69923,-4.12808,63.597356
Pollos,Valladolid,Pollos,41.444202,-5.124464,43.725788
Portillo,Valladolid,Portillo,41.475665,-4.591713,26.902548
Pozal de Gallinas,Valladolid,Pozal de Gallinas,41.31831,-4.83936,57.645762000000005
Pozaldez,Valladolid,Pozaldez,41.37154,-4.84418,59.584109
Pozuelo de la Orden,Valladolid,Pozuelo de la Orden,41.82138,-5.25891,81.914925
Puras,Valladolid,Puras,41.18333,-4.65,54.257743999999995
Quintanilla de Arriba,Valladolid,Quintanilla de Arriba,41.61974,-4.21774,50.130753
Quintanilla de Onésimo,Valladolid,Quintanilla de Onésimo,41.625274,-4.363821,37.454694
Quintanilla de Trigueros,Valladolid,Quintanilla de Trigueros,41.85449,-4.65931,37.729448000000005
Quintanilla del Molar,Valladolid,Quintanilla del Molar,41.98935,-5.44928,102.337218
Rábano,Valladolid,Rábano,41.53314,-4.06214,68.17763099999999
Ramiro,Valladolid,Ramiro,41.22845,-4.78608,69.24413899999999
Renedo de Esgueva,Valladolid,Renedo de Esgueva,41.654088,-4.628617,15.809875
Roales de Campos,Valladolid,Roales de Campos,42.05747,-5.48565,119.882439
Robladillo,Valladolid,Robladillo,41.60838,-4.90992,20.524618
Roturas,Valladolid,Roturas,41.66791,-4.11901,60.932955
Rubí de Bracamonte,Valladolid,Rubí de Bracamonte,41.21421,-4.92491,65.862359
Rueda,Valladolid,Rueda,41.413306,-4.959423,38.24218
Saelices de Mayorga,Valladolid,Saelices de Mayorga,42.21206,-5.20534,85.32974800000001
Salvador de Zapardiel,Valladolid,Salvador de Zapardiel,41.11696,-4.87486,80.21209
San Cebrián de Mazote,Valladolid,San Cebrián de Mazote,41.68022,-5.14847,61.264319
San Llorente,Valladolid,San Llorente,41.68631,-4.066,72.792942
San Martín de Valvení,Valladolid,San Martín de Valvení,41.75336,-4.56724,28.076223
San Miguel del Arroyo,Valladolid,San Miguel del Arroyo,41.44328,-4.4599,38.76726
San Miguel del Pino,Valladolid,San Miguel del Pino,41.50941,-4.91149,23.354606
San Pablo de la Moraleja,Valladolid,San Pablo de la Moraleja,41.161,-4.77762,74.693155
San Pedro de Latarce,Valladolid,San Pedro de Latarce,41.73556,-5.32592,73.844276
San Pelayo,Valladolid,San Pelayo,41.68033,-5.03403,45.171481
San Román de Hornija,Valladolid,San Román de Hornija,41.48131,-5.28454,56.791308
San Salvador,Valladolid,San Salvador,41.622326,-5.084175,48.376151
San Vicente del Palacio,Valladolid,San Vicente del Palacio,41.21901,-4.85158,64.556737
Santa Eufemia del Arroyo,Valladolid,Santa Eufemia del Arroyo,41.89505,-5.26575,60.246607000000004
Santervás de Campos,Valladolid,Santervás de Campos,42.2182,-5.10028,86.071913
Santibáñez de Valcorba,Valladolid,Santibáñez de Valcorba,41.56983,-4.44938,31.613215
Santovenia de Pisuerga,Valladolid,Santovenia de Pisuerga,41.687766,-4.684127,8.994714
Sardón de Duero,Valladolid,Sardón de Duero,41.60847,-4.43397,31.150115000000003
Seca (La),Valladolid,La Seca,41.414146,-4.906234,42.982727
Serrada,Valladolid,Serrada,41.457189,-4.861547,26.654448
Siete Iglesias de Trabancos,Valladolid,Siete Iglesias de Trabancos,41.35223,-5.18488,55.450819
Simancas,Valladolid,Simancas,41.591778,-4.828722,11.470705
Tamariz de Campos,Valladolid,Tamariz de Campos,41.97706,-5.02335,56.952069
Tiedra,Valladolid,Tiedra,41.65239,-5.26688,62.074599
Tordehumos,Valladolid,Tordehumos,41.814498,-5.157422,48.003293
Tordesillas,Valladolid,Tordesillas,41.501611,-4.999609,28.994148000000003
Torre de Esgueva,Valladolid,Torre de Esgueva,41.76821,-4.20004,55.167822
Torre de Peñafiel,Valladolid,Torre de Peñafiel,41.53646,-4.08833,71.375886
Torrecilla de la Abadesa,Valladolid,Torrecilla de la Abadesa,41.48498,-5.08762,40.651122
Torrecilla de la Orden,Valladolid,Torrecilla de la Orden,41.219087,-5.222951,72.479272
Torrecilla de la Torre,Valladolid,Torrecilla de la Torre,41.66716,-5.04982,50.449005
Torrelobatón,Valladolid,Torrelobatón,41.64942,-5.02526,45.757647
Torrescárcela,Valladolid,Torrescárcela,41.48455,-4.3192,55.558896
Traspinedo,Valladolid,Traspinedo,41.57509,-4.47569,29.526626
Trigueros del Valle,Valladolid,Trigueros del Valle,41.83048,-4.65178,34.762828
Tudela de Duero,Valladolid,Tudela de Duero,41.588698,-4.58743,18.167787
Unión de Campos (La),Valladolid,La Unión de Campos,42.0776,-5.32607,84.337228
Urones de Castroponce,Valladolid,Urones de Castroponce,42.09911,-5.28222,75.246855
Urueña,Valladolid,Urueña,41.72738,-5.20304,63.927003
Valbuena de Duero,Valladolid,Valbuena de Duero,41.64323,-4.29271,44.744518
Valdearcos de la Vega,Valladolid,Valdearcos de la Vega,41.6426,-4.04845,68.44156100000001
Valdenebro de los Valles,Valladolid,Valdenebro de los Valles,41.8569,-4.97005,35.672183
Valdestillas,Valladolid,Valdestillas,41.475795,-4.770868,20.289986000000003
Valdunquillo,Valladolid,Valdunquillo,42.04232,-5.31339,79.96971
Valladolid,Valladolid,Valladolid,41.639588,-4.735301,0.0
Valoria la Buena,Valladolid,Valoria la Buena,41.79966,-4.53055,32.959340000000005
Valverde de Campos,Valladolid,Valverde de Campos,41.8351,-5.03674,42.400602
Vega de Ruiponce,Valladolid,Vega de Ruiponce,42.18808,-5.11477,82.00071799999999
Vega de Valdetronco,Valladolid,Vega de Valdetronco,41.59364,-5.11319,44.210502999999996
Velascálvaro,Valladolid,Velascálvaro,41.23028,-4.97242,66.875546
Velilla,Valladolid,Velilla,41.56375,-4.996082,36.713738
Velliza,Valladolid,Velliza,41.57918,-4.94655,25.454455
Ventosa de la Cuesta,Valladolid,Ventosa de la Cuesta,41.4111,-4.82932,40.22704
Viana de Cega,Valladolid,Viana de Cega,41.526028,-4.750366,17.657824
Villabáñez,Valladolid,Villabáñez,41.63097,-4.52192,25.191513999999998
Villabaruz de Campos,Valladolid,Villabaruz de Campos,42.01099,-4.99624,61.117314
Villabrágima,Valladolid,Villabrágima,41.822045,-5.113437,43.60218
Villacarralón,Valladolid,Villacarralón,42.18999,-5.04324,77.540315
Villacid de Campos,Valladolid,Villacid de Campos,42.0825,-5.12498,66.19144800000001
Villaco,Valladolid,Villaco,41.74022,-4.26817,48.872854999999994
Villafrades de Campos,Valladolid,Villafrades de Campos,42.07853,-4.97125,62.74963
Villafranca de Duero,Valladolid,Villafranca de Duero,41.4331,-5.30192,75.09331
Villafrechós,Valladolid,Villafrechós,41.893473,-5.217769,55.994702
Villafuerte,Valladolid,Villafuerte,41.73431,-4.32365,44.27375
Villagarcía de Campos,Valladolid,Villagarcía de Campos,41.78032,-5.19242,51.707358
Villagómez la Nueva,Valladolid,Villagómez la Nueva,42.15592,-5.14208,77.901218
Villalán de Campos,Valladolid,Villalán de Campos,42.01484,-5.23642,68.221912
Villalar de los Comuneros,Valladolid,Villalar de los Comuneros,41.54966,-5.1381,42.519307999999995
Villalba de la Loma,Valladolid,Villalba de la Loma,42.17472,-5.19023,81.986676
Villalba de los Alcores,Valladolid,Villalba de los Alcores,41.86361,-4.86063,32.3972
Villalbarba,Valladolid,Villalbarba,41.60389,-5.21281,53.977915
Villalón de Campos,Valladolid,Villalón de Campos,42.099336,-5.034702,66.197997
Villamuriel de Campos,Valladolid,Villamuriel de Campos,41.9469,-5.20717,58.83838
Villán de Tordesillas,Valladolid,Villán de Tordesillas,41.59311,-4.92214,21.224493
Villanubla,Valladolid,Villanubla,41.697932,-4.835905,12.695585000000001
Villanueva de Duero,Valladolid,Villanueva de Duero,41.508733,-4.867679,20.652365000000003
Villanueva de la Condesa,Valladolid,Villanueva de la Condesa,42.14914,-5.0955,74.823577
Villanueva de los Caballeros,Valladolid,Villanueva de los Caballeros,41.75916,-5.24786,67.645968
Villanueva de los Infantes,Valladolid,Villanueva de los Infantes,41.702207,-4.478609,29.117999
Villanueva de San Mancio,Valladolid,Villanueva de San Mancio,41.92842,-5.012,46.486487999999994
Villardefrades,Valladolid,Villardefrades,41.72358,-5.25513,62.69683
Villarmentero de Esgueva,Valladolid,Villarmentero de Esgueva,41.68515,-4.54636,23.168740999999997
Villasexmir,Valladolid,Villasexmir,41.63943,-5.0647,50.908831
Villavaquerín,Valladolid,Villavaquerín,41.66357,-4.46287,31.525983
Villavellid,Valladolid,Villavellid,41.69218,-5.2763,66.774107
Villaverde de Medina,Valladolid,Villaverde de Medina,41.307034,-5.025786,61.683893
Villavicencio de los Caballeros,Valladolid,Villavicencio de los Caballeros,42.05893,-5.23566,69.312969
Viloria,Valladolid,Viloria,41.44604,-4.38356,47.205562
Wamba,Valladolid,Wamba,41.67525,-4.91748,17.671695
Zaratán,Valladolid,Zaratán,41.657896,-4.783191,5.6705820000000005
Zarza (La),Valladolid,La Zarza,41.261534,-4.771123,52.145557999999994
Abadiño,Bizkaia,Abadiño,43.1511,-2.60942,34.638718
Abanto y Ciérvana-Abanto Zierbena,Bizkaia,Abanto y Ciérvana-Abanto Zierbena,43.309951,-3.08805,21.065759
Ajangiz,Bizkaia,Ajangiz,43.30297,-2.66586,32.787637000000004
Alonsotegi,Bizkaia,Alonsotegi,43.245148,-2.987821,9.52625
Amorebieta-Etxano,Bizkaia,Amorebieta-Etxano,43.222806,-2.736395,20.279814
Amoroto,Bizkaia,Amoroto,43.32634,-2.51349,63.562946000000004
Arakaldo,Bizkaia,Arakaldo,43.15,-2.93333,17.162319
Arantzazu,Bizkaia,Arantzazu,43.151181,-2.792632,25.405787
Areatza,Bizkaia,Areatza,43.121281,-2.769894,29.222548
Arrankudiaga,Bizkaia,Arrankudiaga,43.174846,-2.932533,18.782485
Arratzu,Bizkaia,Arratzu,43.31438,-2.64229,35.841438000000004
Arrieta,Bizkaia,Arrieta,43.342611,-2.766381,26.411134
Arrigorriaga,Bizkaia,Arrigorriaga,43.209656,-2.895608,12.52135
Artea,Bizkaia,Artea,43.12873,-2.79347,28.637729
Artzentales,Bizkaia,Artzentales,43.242675,-3.226423,41.021099
Atxondo,Bizkaia,Atxondo,43.1116,-2.58283,43.117007
Aulesti,Bizkaia,Aulesti,43.3,-2.56667,45.593129
Bakio,Bizkaia,Bakio,43.427066,-2.808386,31.211619
Balmaseda,Bizkaia,Balmaseda,43.193051,-3.196981,34.244017
Barakaldo,Bizkaia,Barakaldo,43.294581,-2.991858,9.643689
Barrika,Bizkaia,Barrika,43.40679,-2.96083,21.829341
Basauri,Bizkaia,Basauri,43.22528,-2.880246,7.582846
Bedia,Bizkaia,Bedia,43.21667,-2.8,15.356391
Berango,Bizkaia,Berango,43.365034,-2.996703,16.458380000000002
Bermeo,Bizkaia,Bermeo,43.420798,-2.725301,36.942364000000005
Berriatua,Bizkaia,Berriatua,43.31667,-2.46667,57.45112
Berriz,Bizkaia,Berriz,43.16667,-2.56667,36.952938
Bilbao,Bizkaia,Bilbao,43.258534,-2.937123,0.0
Busturia,Bizkaia,Busturia,43.367534,-2.698966,40.505227
Derio,Bizkaia,Derio,43.30544,-2.88116,10.710723
Dima,Bizkaia,Dima,43.13333,-2.73333,28.542916
Durango,Bizkaia,Durango,43.166033,-2.62376,31.860371999999998
Ea,Bizkaia,Ea,43.37985,-2.58556,46.546236
Elantxobe,Bizkaia,Elantxobe,43.40243,-2.63912,45.223091000000004
Elorrio,Bizkaia,Elorrio,43.127644,-2.541945,41.166841999999995
Erandio,Bizkaia,Erandio,43.300696,-2.946444,8.513817999999999
Ereño,Bizkaia,Ereño,43.3555,-2.62302,41.242774
Ermua,Bizkaia,Ermua,43.189601,-2.504847,42.541881000000004
Errigoiti,Bizkaia,Errigoiti,43.31667,-2.71667,30.948794999999997
Etxebarri,Bizkaia,Etxebarri,43.25,-2.46667,52.683235
Etxebarria,Bizkaia,Etxebarria,43.25414,-2.47776,51.619592
Forua,Bizkaia,Forua,43.33343,-2.67504,36.297138
Fruiz,Bizkaia,Fruiz,43.33333,-2.78333,25.427651
Galdakao,Bizkaia,Galdakao,43.23333,-2.83333,11.133113
Galdames,Bizkaia,Galdames,43.25,-3.1,30.756650999999998
Gamiz-Fika,Bizkaia,Gamiz-Fika,43.31624,-2.81195,20.41068
Garai,Bizkaia,Garai,43.17791,-2.75847,23.06214
Gatika,Bizkaia,Gatika,43.36667,-2.86667,19.540464
Gautegiz Arteaga,Bizkaia,Gautegiz Arteaga,43.348924,-2.652408,37.153981
Gernika-Lumo,Bizkaia,Gernika-Lumo,43.307943,-2.681349,31.62697
Getxo,Bizkaia,Getxo,43.35689,-3.01146,16.487507
Gizaburuaga,Bizkaia,Gizaburuaga,43.33333,-2.53333,65.21949599999999
Gordexola,Bizkaia,Gordexola,43.18333,-3.06667,20.097561000000002
Gorliz,Bizkaia,Gorliz,43.414833,-2.93955,27.048938999999997
Güeñes,Bizkaia,Güeñes,43.208957,-3.095545,24.642095
Ibarrangelu,Bizkaia,Ibarrangelu,43.39027,-2.63423,43.259014
Igorre,Bizkaia,Igorre,43.16667,-2.76667,22.523246999999998
Ispaster,Bizkaia,Ispaster,43.36667,-2.53333,50.596275999999996
Iurreta,Bizkaia,Iurreta,43.176453,-2.644651,30.06327
Izurtza,Bizkaia,Izurtza,43.15,-2.63333,34.047078
Karrantza Harana/Valle de Carranza,Bizkaia,Karrantza Harana/Valle de Carranza,43.21667,-3.35,60.186211
Kortezubi,Bizkaia,Kortezubi,43.33333,-2.65,36.469787
Lanestosa,Bizkaia,Lanestosa,43.21986,-3.4392,83.865247
Larrabetzu,Bizkaia,Larrabetzu,43.26117,-2.79572,17.953367999999998
Laukiz,Bizkaia,Laukiz,43.34898,-2.90971,15.826666
Leioa,Bizkaia,Leioa,43.333271,-2.984371,11.255082
