municipio,provincia,municipio_nombre_humano,poblacion,superficie,densidad_poblacion
Alfarràs,Lleida,Alfarràs,2759,11.28,244.59219858156
Alfarrasí,Valencia,Alfarrasí,1206,6.3798,189.034139001223
Alfàs del Pi (l'),Alicante,L' Alfàs del Pi,20495,19.2595,1064.15015966147
Alfauir,Valencia,Alfauir,467,6.2204,75.0755578419394
Alfés,Lleida,Alfés,301,32.00,9.40625
Alfondeguilla,Castellón,Alfondeguilla,870,28.3281,30.7115549577981
Alforja,Tarragona,Alforja,1843,38.14,48.3219716832722
Alforque,Zaragoza,Alforque,62,10.6183,5.83897610728648
Alfoz,Lugo,Alfoz,1610,77.52,20.7688338493292
Alfoz de Bricia,Burgos,Alfoz de Bricia,73,51.69,1.41226542851615
Alfoz de Lloredo,Cantabria,Alfoz de Lloredo,2437,46.73,52.1506526856409
Alfoz de Quintanadueñas,Burgos,Alfoz de Quintanadueñas,2163,41.5081,52.1103109995398
Alfoz de Santa Gadea,Burgos,Alfoz de Santa Gadea,105,34.39,3.05321314335563
Algaba (La),Sevilla,La Algaba,16484,18.11,910.215350635008
Algadefe,León,Algadefe,283,15.33,18.4605348988911
Algaida,Illes Balears,Algaida,5963,89.7752,66.4214616063233
Algámitas,Sevilla,Algámitas,1253,20.4238,61.349993634877
Algar,Cádiz,Algar,1442,26.605,54.2003382822778
Algar de Mesa,Guadalajara,Algar de Mesa,53,23.8284,2.22423662520354
Algar de Palancia,Valencia,Algar de Palancia,499,13.1511,37.9435940719788
Algarinejo,Granada,Algarinejo,2440,92.1104,26.489951189008
Algarra,Cuenca,Algarra,24,41.9136,0.572606504809895
Algarrobo,Málaga,Algarrobo,6551,9.74,672.58726899384
Algatocín,Málaga,Algatocín,825,19.7150,41.8463099163074
Algeciras,Cádiz,Algeciras,122982,87.96,1398.15825375171
Algemesí,Valencia,Algemesí,27305,41.3,661.138014527845
Algerri,Lleida,Algerri,423,54.41,7.77430619371439
Algete,Madrid,Algete,20749,37.8802,547.753179761458
Algímia d'Alfara,Valencia,Algímia d'Alfara,1079,14.453,74.6557808067529
Algimia de Almonacid,Castellón,Algimia de Almonacid,240,20.3330,11.8034721880687
Alginet,Valencia,Alginet,13942,24.0721,579.176723260538
Algodonales,Cádiz,Algodonales,5526,134.05,41.2234240954868
Algodre,Zamora,Algodre,135,18.18,7.42574257425743
Algora,Guadalajara,Algora,82,46.9499,1.74654259114503
Algorfa,Alicante,Algorfa,3396,18.47,183.865728207905
Alguaire,Lleida,Alguaire,3065,50.2556,60.9882281775563
Alguazas,Murcia,Alguazas,9842,23.84,412.835570469799
Algueña,Alicante,Algueña,1334,18.47,72.2252301028695
Alhabia,Almería,Alhabia,675,16.3946,41.1720932502165
Alhama de Almería,Almería,Alhama de Almería,3733,26.244,142.242036274958
Alhama de Aragón,Zaragoza,Alhama de Aragón,1002,31.1378,32.1795374111209
Alhama de Granada,Granada,Alhama de Granada,5667,419.60,13.5057197330791
Alhama de Murcia,Murcia,Alhama de Murcia,22240,313.03,71.0475034341756
Alhambra,Ciudad Real,Alhambra,989,579.83,1.70567235224117
Alhaurín de la Torre,Málaga,Alhaurín de la Torre,41868,82.7001,506.262991217665
Alhaurín el Grande,Málaga,Alhaurín el Grande,26095,73.0996,356.978697557853
Alhendín,Granada,Alhendín,9674,50.56,191.337025316456
Alhóndiga,Guadalajara,Alhóndiga,157,19.2637,8.15004386488577
Alía,Cáceres,Alía,783,599.5108,1.30606487823072
Aliaga,Teruel,Aliaga,333,193.0786,1.72468621587271
Aliaguilla,Cuenca,Aliaguilla,644,105.9102,6.08062301836839
Alicante/Alacant,Alicante,Alicante/Alacant,337304,202.32,1667.18070383551
Alicún,Almería,Alicún,204,5.8731,34.7346375849211
Alicún de Ortega,Granada,Alicún de Ortega,468,22.8333,20.4963802866865
Alija del Infantado,León,Alija del Infantado,594,52.31,11.3553813802332
Alins,Lleida,Alins,279,185.0262,1.50789455763562
Alió,Tarragona,Alió,478,7.28,65.6593406593407
Alique,Guadalajara,Alique,15,10.921,1.37350059518359
Aliseda,Cáceres,Aliseda,1751,80.5137,21.747851607863
Aliud,Soria,Aliud,22,17.6544,1.24614826898677
Aljaraque,Huelva,Aljaraque,21706,33.8237,641.73937209708
Aljucén,Badajoz,Aljucén,250,19.0666,13.111933957811
Alkiza,Gipuzkoa,Alkiza,362,11.930,30.3436714165968
Allande,Asturias,Allande,1620,339.37,4.77355099154315
Allariz,Ourense,Allariz,6314,85.9632,73.4500344333389
Allepuz,Teruel,Allepuz,128,67.2640,1.90294957183635
Aller,Asturias,Aller,10346,376.32,27.4925595238095
Allín/Allin,Navarra,Allín/Allin,884,41.8517,21.122200531878
Allo,Navarra,Allo,925,37.0272,24.9816351222885
Alloza,Teruel,Alloza,577,81.6005,7.07103510395157
Allueva,Teruel,Allueva,22,18.6518,1.17951082469252
Almacelles,Lleida,Almacelles,6875,48.93,140.50684651543
Almáchar,Málaga,Almáchar,1843,14.3994,127.991444087948
Almadén,Ciudad Real,Almadén,5105,239.6436,21.3024674975672
Almadén de la Plata,Sevilla,Almadén de la Plata,1331,255.7762,5.20376798154011
Almadenejos,Ciudad Real,Almadenejos,398,102.8784,3.86864492449338
Almadrones,Guadalajara,Almadrones,55,21.0305,2.61524928080645
Almagro,Ciudad Real,Almagro,8896,249.95,35.5911182236447
Almajano,Soria,Almajano,188,9.9012,18.9875974629338
Almaluez,Soria,Almaluez,124,159.1053,0.779358072924032
Almansa,Albacete,Almansa,24388,531.82,45.8576209995863
Almanza,León,Almanza,596,141.9894,4.19749643283231
Almaraz,Cáceres,Almaraz,1700,33.91,50.1327042170451
Almaraz de Duero,Zamora,Almaraz de Duero,407,45.6081,8.92385343831469
Almarcha (La),Cuenca,La Almarcha,414,64.3580,6.43276671120917
Almargen,Málaga,Almargen,1944,34.37,56.5609543206285
Almarza,Soria,Almarza,640,101.1315,6.32839421940741
Almarza de Cameros,La Rioja,Almarza de Cameros,36,28.1058,1.28087441026407
Almàssera,Valencia,Almàssera,7433,2.69,2763.1970260223
Almassora,Castellón,Almassora,26878,32.97,815.225962996664
Almatret,Lleida,Almatret,310,56.50,5.48672566371681
Almazán,Soria,Almazán,5411,166.5292,32.4928000614907
Almazul,Soria,Almazul,65,67.858,0.95788263727195
Almedíjar,Castellón,Almedíjar,254,20.8986,12.1539241863091
Almedina,Ciudad Real,Almedina,497,55.9018,8.8905902851071
Almedinilla,Córdoba,Almedinilla,2352,55.5180,42.364638495623
Almegíjar,Granada,Almegíjar,330,29.4214,11.2163255317558
Almeida de Sayago,Zamora,Almeida de Sayago,423,76.3663,5.5390925054638
Almenar,Lleida,Almenar,3365,66.52,50.5862898376428
Almenar de Soria,Soria,Almenar de Soria,233,105.9898,2.19832474445654
Almenara,Castellón,Almenara,6254,27.6264,226.377667738106
Almenara de Adaja,Valladolid,Almenara de Adaja,23,17.1614,1.34021699861317
Almenara de Tormes,Salamanca,Almenara de Tormes,289,19.2915,14.9806909778918
Almendra,Salamanca,Almendra,140,39.0735,3.58299102972603
Almendral,Badajoz,Almendral,1223,67.5047,18.1172570206223
Almendral de la Cañada,Toledo,Almendral de la Cañada,327,33.61,9.7292472478429
Almendralejo,Badajoz,Almendralejo,33741,164.25,205.424657534247
Almendro (El),Huelva,El Almendro,835,170.24,4.90484022556391
Almendros,Cuenca,Almendros,234,63.1137,3.70759438917382
Almensilla,Sevilla,Almensilla,6287,14.08,446.519886363636
Almería,Almería,Almería,200753,295.72,678.861761125389
Almiserà,Valencia,Almiserà,264,7.440,35.4838709677419
Almochuel,Zaragoza,Almochuel,24,31.9991,0.750021094343278
Almócita,Almería,Almócita,197,30.8252,6.39087499837795
Almodóvar del Campo,Ciudad Real,Almodóvar del Campo,5947,1208.25,4.92199462031864
Almodóvar del Pinar,Cuenca,Almodóvar del Pinar,383,95.0292,4.0303401480808
Almodóvar del Río,Córdoba,Almodóvar del Río,8036,172.530,46.5774068277981
Almogía,Málaga,Almogía,3859,162.889,23.6909797469442
Almoguera,Guadalajara,Almoguera,1307,119.416,10.9449320024117
Almohaja,Teruel,Almohaja,14,25.5548,0.547842284032745
Almoharín,Cáceres,Almoharín,1796,93.45,19.2188336008561
Almoines,Valencia,Almoines,2528,2.1182,1193.46615050515
Almolda (La),Zaragoza,La Almolda,555,131.3263,4.22611464725649
Almonacid de la Cuba,Zaragoza,Almonacid de la Cuba,234,55.22,4.23759507424846
Almonacid de la Sierra,Zaragoza,Almonacid de la Sierra,771,53.94,14.293659621802
Almonacid de Toledo,Toledo,Almonacid de Toledo,843,95.58,8.81983678593848
Almonacid de Zorita,Guadalajara,Almonacid de Zorita,694,44.8979,15.4572931027955
Almonacid del Marquesado,Cuenca,Almonacid del Marquesado,440,47.1526,9.33140484299911
Almonaster la Real,Huelva,Almonaster la Real,1786,321.29,5.55884092253105
Almonte,Huelva,Almonte,24577,859.2,28.6045158286778
Almoradí,Alicante,Almoradí,21404,42.7,501.264637002342
Almorox,Toledo,Almorox,2318,64.7678,35.7893891717798
Almoster,Tarragona,Almoster,1322,6.04,218.87417218543
Almudaina,Alicante,Almudaina,117,8.8202,13.2650053286774
Almudévar,Huesca,Almudévar,2412,201.4861,11.9710491195174
Almunia de Doña Godina (La),Zaragoza,La Almunia de Doña Godina,7983,56.7,140.793650793651
Almunia de San Juan,Huesca,Almunia de San Juan,689,35.6575,19.3227231297763
Almuniente,Huesca,Almuniente,454,37.5560,12.088614335925
Almuñécar,Granada,Almuñécar,25890,83.360,310.580614203455
Almuradiel,Ciudad Real,Almuradiel,750,66.1647,11.3353495141669
Almussafes,Valencia,Almussafes,8984,10.7624,834.758046532372
Alobras,Teruel,Alobras,65,30.7222,2.11573389926503
Alocén,Guadalajara,Alocén,161,17.8834,9.00276233825783
Alonsotegi,Bizkaia,Alonsotegi,2944,20.22,145.598417408506
Álora,Málaga,Álora,13336,169.62,78.6228039146327
Alòs de Balaguer,Lleida,Alòs de Balaguer,122,69.08,1.76606832657788
Alosno,Huelva,Alosno,3929,191.0697,20.5631766836919
Alovera,Guadalajara,Alovera,13051,13.8,945.724637681159
Alozaina,Málaga,Alozaina,2090,33.85,61.7429837518464
Alp,Girona,Alp,1645,44.0570,37.3379939623669
Alpandeire,Málaga,Alpandeire,261,31.2443,8.35352368271973
Alpanseque,Soria,Alpanseque,54,54.6234,0.988587308735817
Alpartir,Zaragoza,Alpartir,604,32.29,18.7054815732425
Alpedrete,Madrid,Alpedrete,14959,12.6379,1183.66184255296
Alpens,Barcelona,Alpens,269,13.7,19.6350364963504
Alpeñés,Teruel,Alpeñés,20,28.6155,0.698921912949276
Alpera,Albacete,Alpera,2285,178.4727,12.8030785660776
Alpicat,Lleida,Alpicat,6274,15.36,408.463541666667
Alpuente,Valencia,Alpuente,659,138.3295,4.76398743579641
Alpujarra de la Sierra,Granada,Alpujarra de la Sierra,952,68.5349,13.8907330425812
Alqueria d'Asnar (l'),Alicante,L' Alqueria d'Asnar,498,1.0837,459.53677216942
Alqueria de la Comtessa (l'),Valencia,L' Alqueria de la Comtessa,1481,2.1533,687.781544605954
Alqueries (les)/Alquerías del Niño Perdido,Castellón,les Alqueries/Alquerías del Niño Perdido,4539,12.6095,359.966691780007
Alquézar,Huesca,Alquézar,338,32.3588,10.445381163702
Alquife,Granada,Alquife,561,12.1902,46.0205739036275
Alsodux,Almería,Alsodux,131,20.1023,6.51666724703143
Alt Àneu,Lleida,Alt Àneu,430,217.7496,1.97474530378012
Altable,Burgos,Altable,47,8.2191,5.71838765801608
Altafulla,Tarragona,Altafulla,5512,6.89,800
Altarejos,Cuenca,Altarejos,200,91.3213,2.19006956755981
Altea,Alicante,Altea,22657,34.4280,658.098059718834
Altorricón,Huesca,Altorricón,1441,32.4114,44.4596654263623
Altos (Los),Burgos,Los Altos,191,139.8509,1.36574022762814
Altsasu/Alsasua,Navarra,Altsasu/Alsasua,7441,26.7235,278.444066084158
Altura,Castellón,Altura,3658,129.47,28.2536494940913
Altzaga,Gipuzkoa,Altzaga,177,2.5247,70.1073394858795
Altzo,Gipuzkoa,Altzo,447,9.7730,45.7382584672056
Alustante,Guadalajara,Alustante,153,93.0388,1.64447520819271
Alzira,Valencia,Alzira,44865,110.49,406.054846592452
Amavida,Ávila,Amavida,128,15.0160,8.52424080980288
Amayuelas de Arriba,Palencia,Amayuelas de Arriba,36,10.1733,3.53867476630002
Ambel,Zaragoza,Ambel,252,61.4553,4.10054136909266
Ambite,Madrid,Ambite,662,25.9990,25.4625177891457
Amer,Girona,Amer,2383,39.93,59.679439018282
Ames,A Coruña,Ames,31993,80.10,399.413233458177
Améscoa Baja,Navarra,Améscoa Baja,721,30.2043,23.8707733667061
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar,7131,67.1366,106.216281432185
Ametlla del Vallès (L'),Barcelona,L' Ametlla del Vallès,8787,14.25,616.631578947368
Ameyugo,Burgos,Ameyugo,116,12.5093,9.27310081299513
Amezketa,Gipuzkoa,Amezketa,945,20.5755,45.9284100021871
Amieva,Asturias,Amieva,616,114.98,5.35745347016872
Amoeiro,Ourense,Amoeiro,2333,39.6775,58.7990674815702
Amorebieta-Etxano,Bizkaia,Amorebieta-Etxano,19576,58.84,332.698844323589
Amoroto,Bizkaia,Amoroto,414,13.1,31.6030534351145
Ampolla (L'),Tarragona,L' Ampolla,3444,35.57,96.8231655889795
Amposta,Tarragona,Amposta,21317,138.56,153.846709006928
Ampudia,Palencia,Ampudia,600,133.1665,4.50563767914603
Ampuero,Cantabria,Ampuero,4368,32.4669,134.537020781165
Amurrio,Álava,Amurrio,10307,96.30,107.030114226376
Amusco,Palencia,Amusco,414,78.8555,5.25010937727869
Amusquillo,Valladolid,Amusquillo,100,15.9087,6.285868738489
Anadón,Teruel,Anadón,32,24.6193,1.29979325163591
Anaya,Segovia,Anaya,122,15.1893,8.03196987352939
Anaya de Alba,Salamanca,Anaya de Alba,188,37.0357,5.07618325021533
Anchuelo,Madrid,Anchuelo,1359,21.547,63.0714252564162
Anchuras,Ciudad Real,Anchuras,274,231.054,1.18586996979061
Ancín/Antzin,Navarra,Ancín/Antzin,330,9.4786,34.8152680775642
Andavías,Zamora,Andavías,449,23.1392,19.4043009265662
Andilla,Valencia,Andilla,315,142.58,2.20928601486885
Andoain,Gipuzkoa,Andoain,14631,27.1709,538.480506718585
Andorra,Teruel,Andorra,7327,141.3595,51.8323848061149
Andosilla,Navarra,Andosilla,2752,51.51,53.4265191225005
Andratx,Illes Balears,Andratx,11571,81.4554,142.053197209761
Andújar,Jaén,Andújar,36212,964.97,37.5265552296963
Anento,Zaragoza,Anento,91,21.5161,4.22939101417078
Anglès,Girona,Anglès,5709,16.3335,349.527045642391
Anglesola,Lleida,Anglesola,1356,23.68,57.2635135135135
Angón,Guadalajara,Angón,8,20.4075,0.392012740414063
Anguciana,La Rioja,Anguciana,423,5.0509,83.7474509493358
Angüés,Huesca,Angüés,370,56.51,6.54751371438683
Anguiano,La Rioja,Anguiano,511,90.91,5.62094379056209
Anguita,Guadalajara,Anguita,152,127.2196,1.19478445145245
Anguix,Burgos,Anguix,158,13.4423,11.7539409178489
Anievas,Cantabria,Anievas,266,21.66,12.280701754386
Aniñón,Zaragoza,Aniñón,671,52.4558,12.7917217924424
Anna,Valencia,Anna,2627,21.4492,122.475430319079
Anoeta,Gipuzkoa,Anoeta,2086,4.1310,504.962478818688
Anquela del Ducado,Guadalajara,Anquela del Ducado,59,25.6583,2.29945085995565
Anquela del Pedregal,Guadalajara,Anquela del Pedregal,26,38.2301,0.680092387935161
Ansó,Huesca,Ansó,397,223.06,1.77979019098001
Ansoáin/Antsoain,Navarra,Ansoáin/Antsoain,10732,1.9279,5566.67876964573
Antas,Almería,Antas,3355,99.73,33.6408302416525
Antas de Ulla,Lugo,Antas de Ulla,1935,103.6004,18.677534063575
Antella,Valencia,Antella,1127,17.58,64.1069397042093
Antequera,Málaga,Antequera,41348,748.03,55.2758579201369
Antigua,Las Palmas,Antigua,12783,250.25,51.0809190809191
Antigua (La),León,La Antigua,351,54.7016,6.41663132339822
Antigüedad,Palencia,Antigüedad,362,62.8336,5.76124875862596
Antillón,Huesca,Antillón,137,22.4070,6.11416075333601
Antzuola,Gipuzkoa,Antzuola,2081,27.7273,75.0523851943752
Anue,Navarra,Anue,493,61.44,8.02408854166667
Añana,Álava,Añana,155,21.9233,7.07010349719248
Añe,Segovia,Añe,68,11.6165,5.85374252141351
Añón de Moncayo,Zaragoza,Añón de Moncayo,205,64.35,3.18570318570319
Añora,Córdoba,Añora,1526,112.25,13.5946547884187
Añorbe,Navarra,Añorbe,614,24.0951,25.4823594838785
Añover de Tajo,Toledo,Añover de Tajo,5202,40.25,129.242236024845
Añover de Tormes,Salamanca,Añover de Tormes,91,20.2358,4.49698059874085
Aoiz/Agoitz,Navarra,Aoiz/Agoitz,2791,13.5448,206.056936979505
Arabayona de Mógica,Salamanca,Arabayona de Mógica,339,23.2559,14.5769460652996
Aracena,Huelva,Aracena,8215,184.4525,44.5372114772096
Arafo,Santa Cruz de Tenerife,Arafo,5604,34.36,163.096623981374
Aragüés del Puerto,Huesca,Aragüés del Puerto,116,64.4426,1.80005151871588
Arahal,Sevilla,Arahal,19497,201.13,96.9373042310943
Arahuetes,Segovia,Arahuetes,28,16.357,1.71180534327811
Araitz,Navarra,Araitz,512,38.8112,13.1920682689533
Arakaldo,Bizkaia,Arakaldo,160,2.72,58.8235294117647
Arakil,Navarra,Arakil,966,53.7751,17.9637043910658
Arama,Gipuzkoa,Arama,200,1.3210,151.400454201363
Aramaio,Álava,Aramaio,1456,73.0,19.9452054794521
Aranarache/Aranaratxe,Navarra,Aranarache/Aranaratxe,69,3.7470,18.4147317854283
Arancón,Soria,Arancón,84,77.7585,1.08026775207855
Aranda de Duero,Burgos,Aranda de Duero,33084,127.2758,259.939438604982
Aranda de Moncayo,Zaragoza,Aranda de Moncayo,140,91.2048,1.53500692945985
Arándiga,Zaragoza,Arándiga,274,50.2201,5.45598276387343
Arandilla,Burgos,Arandilla,158,26.6847,5.9209959265047
Arandilla del Arroyo,Cuenca,Arandilla del Arroyo,7,19.4767,0.359403800438473
Aranga,A Coruña,Aranga,1833,119.590,15.3273685090727
Aranguren,Navarra,Aranguren,11726,40.61,288.74661413445
Aranjuez,Madrid,Aranjuez,59833,201.1143,297.507437313011
Arano,Navarra,Arano,114,13.6021,8.38105880709596
Arantza,Navarra,Arantza,606,31.7052,19.1135838916014
Arantzazu,Bizkaia,Arantzazu,399,3.54,112.71186440678
Aranzueque,Guadalajara,Aranzueque,370,21.36,17.3220973782772
Arañuel,Castellón,Arañuel,152,19.16,7.93319415448852
Arapiles,Salamanca,Arapiles,669,25.25,26.4950495049505
Aras,Navarra,Aras,153,17.7174,8.63557858376511
Aras de los Olmos,Valencia,Aras de los Olmos,374,76.0374,4.91863214681196
Arauzo de Miel,Burgos,Arauzo de Miel,288,57.1008,5.04371217215871
Arauzo de Salce,Burgos,Arauzo de Salce,47,18.5044,2.53993644754761
Arauzo de Torre,Burgos,Arauzo de Torre,71,13.5883,5.22508334375897
Arbancón,Guadalajara,Arbancón,139,34.9319,3.97917090109613
Arbeca,Lleida,Arbeca,2141,58.22,36.7743043627619
Arbeteta,Guadalajara,Arbeteta,20,62.9992,0.317464348753635
Arbizu,Navarra,Arbizu,1113,14.5430,76.5316647184212
Arbo,Pontevedra,Arbo,2599,42.66,60.9235818096578
Arboç (L'),Tarragona,L' Arboç,5625,14.19,396.405919661734
Arboleas,Almería,Arboleas,4685,66.14,70.834593286967
Arbolí,Tarragona,Arbolí,126,20.85,6.0431654676259
Arbúcies,Girona,Arbúcies,6507,86.2191,75.4705163936993
Arcas,Cuenca,Arcas,1867,81.52,22.9023552502453
Arce/Artzi,Navarra,Arce/Artzi,253,145.69,1.73656393712678
Arcediano,Salamanca,Arcediano,96,11.4817,8.3611311913741
Arcenillas,Zamora,Arcenillas,429,12.0809,35.5105993758743
Archena,Murcia,Archena,19500,16.38,1190.47619047619
Árchez,Málaga,Árchez,398,4.7962,82.98236103582
Archidona,Málaga,Archidona,8114,186.46,43.5160356108549
Arcicóllar,Toledo,Arcicóllar,964,30.5470,31.5579271286869
Arco (El),Salamanca,El Arco,93,7.0962,13.1056058171979
Arconada,Palencia,Arconada,43,19.4348,2.21252598431679
Arcones,Segovia,Arcones,171,31.7481,5.38614909238663
Arcos,Burgos,Arcos,1816,31.4449,57.7518134896279
Arcos (Los),Navarra,Los Arcos,1132,57.6702,19.6288551106117
Arcos de Jalón,Soria,Arcos de Jalón,1477,441.5406,3.34510575018469
Arcos de la Frontera,Cádiz,Arcos de la Frontera,30902,526.81,58.6587194624248
Arcos de la Polvorosa,Zamora,Arcos de la Polvorosa,218,12.2411,17.8088570471608
Arcos de la Sierra,Cuenca,Arcos de la Sierra,73,40.503,1.80233562945955
Arcos de las Salinas,Teruel,Arcos de las Salinas,112,112.9860,0.991273255093551
Ardales,Málaga,Ardales,2518,106.46,23.6520758970505
Ardisa,Zaragoza,Ardisa,76,27.281,2.78582163410432
Ardón,León,Ardón,562,48.6543,11.5508803949497
Areatza,Bizkaia,Areatza,1271,9.12,139.364035087719
Arellano,Navarra,Arellano,164,16.8919,9.70879533977824
Arén,Huesca,Arén,318,119.4,2.66331658291457
Arenal (El),Ávila,El Arenal,943,27.0784,34.8248050106358
Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio,572,30.53,18.7356698329512
Arenas,Málaga,Arenas,1181,26.3047,44.8969195619034
Arenas de Iguña,Cantabria,Arenas de Iguña,1703,86.15,19.7678467788741
Arenas de San Juan,Ciudad Real,Arenas de San Juan,1033,63.0941,16.3723707921977
Arenas de San Pedro,Ávila,Arenas de San Pedro,6434,193.55,33.2420563161974
Arenas del Rey,Granada,Arenas del Rey,624,92.81,6.72341342527745
Arenillas,Soria,Arenillas,47,30.3888,1.54662243984626
Arenillas de Riopisuerga,Burgos,Arenillas de Riopisuerga,176,27.9898,6.28800491607657
Arens de Lledó,Teruel,Arens de Lledó,221,34.22,6.45821157218001
Arenys de Mar,Barcelona,Arenys de Mar,15942,6.4536,2470.24916325772
Arenys de Munt,Barcelona,Arenys de Munt,9191,21.48,427.886405959032
Arenzana de Abajo,La Rioja,Arenzana de Abajo,244,8.3868,29.093337148853
Arenzana de Arriba,La Rioja,Arenzana de Arriba,28,5.9241,4.72645633935957
Ares,A Coruña,Ares,5997,18.3096,327.533097391532
Ares del Maestrat,Castellón,Ares del Maestrat,175,118.6689,1.47469134710105
Areso,Navarra,Areso,275,12.2040,22.5335955424451
Aretxabaleta,Gipuzkoa,Aretxabaleta,7108,26.93,263.943557370962
Arevalillo,Ávila,Arevalillo,67,14.9667,4.47660472916541
Arevalillo de Cega,Segovia,Arevalillo de Cega,17,11.5886,1.46695890789224
Arévalo,Ávila,Arévalo,7881,45.712,172.405495274764
Arévalo de la Sierra,Soria,Arévalo de la Sierra,73,40.0828,1.82123005378866
Argamasilla de Alba,Ciudad Real,Argamasilla de Alba,6844,396.85,17.2458107597329
Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava,5853,167.31,34.9829657521965
Arganda del Rey,Madrid,Arganda del Rey,56386,79.6486,707.934602742547
Arganza,León,Arganza,788,39.99,19.7049262315579
Argañín,Zamora,Argañín,72,12.6401,5.69615746710865
Argavieso,Huesca,Argavieso,114,9.7139,11.7357600963568
Argecilla,Guadalajara,Argecilla,70,40.672,1.72108575924469
Argelaguer,Girona,Argelaguer,417,12.63,33.0166270783848
Argelita,Castellón,Argelita,147,15.4698,9.50238529263468
Argençola,Barcelona,Argençola,220,47.2552,4.65557229680543
Argente,Teruel,Argente,199,62.5760,3.18013295832268
Argentera (L'),Tarragona,L' Argentera,126,9.9,12.7272727272727
Argentona,Barcelona,Argentona,12629,25.34,498.382004735596
Argés,Toledo,Argés,6621,23.76,278.661616161616
Argoños,Cantabria,Argoños,1834,5.6,327.5
Arguedas,Navarra,Arguedas,2310,66.9320,34.5126396940178
Arguis,Huesca,Arguis,153,62.7531,2.4381265626718
