municipio,provincia,municipio_nombre_humano,codigo_INE,lat,lon,feb_avg_min_temp,feb_avg_max_temp,feb_avg_temp,feb_avg_humidity,feb_avg_wind,feb_avg_min_rain,feb_avg_max_rain,feb_avg_rain,feb_avg_clouds,feb_avg_sunshine_hours,jul_avg_min_temp,jul_avg_max_temp,jul_avg_temp,jul_avg_humidity,jul_avg_wind,jul_avg_min_rain,jul_avg_max_rain,jul_avg_rain,jul_avg_clouds,jul_avg_sunshine_hours
Casas de Benítez,Cuenca,Casas de Benítez,16060,39.36155,-2.127455,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casas de Don Antonio,Cáceres,Casas de Don Antonio,10052,39.23578,-6.29143,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Casas de Don Gómez,Cáceres,Casas de Don Gómez,10053,40.00932,-6.60073,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Casas de Don Pedro,Badajoz,Casas de Don Pedro,6033,39.104247,-5.329294,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Casas de Fernando Alonso,Cuenca,Casas de Fernando Alonso,16061,39.349506,-2.324231,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casas de Garcimolina,Cuenca,Casas de Garcimolina,16062,40.0,-1.41667,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Casas de Guijarro,Cuenca,Casas de Guijarro,16063,39.35,-2.16667,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casas de Haro,Cuenca,Casas de Haro,16064,39.324467,-2.271113,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casas de Juan Núñez,Albacete,Casas de Juan Núñez,2021,39.101931,-1.558941,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casas de Lázaro,Albacete,Casas de Lázaro,2022,38.77056,-2.24044,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casas de los Pinos,Cuenca,Casas de los Pinos,16065,39.33376,-2.36984,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casas de Millán,Cáceres,Casas de Millán,10056,39.817491,-6.329281,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Casas de Miravete,Cáceres,Casas de Miravete,10057,39.72688,-5.74363,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casas de Reina,Badajoz,Casas de Reina,6034,38.2,-5.96667,2.69,26.03,12.56,74.66,10.15,0,3.0,0.04,23.31,157.7,17.2,40.68,28.02,49.38,10.48,0,3.0,0.0,5.26,378.3
Casas de San Galindo,Guadalajara,Casas de San Galindo,19073,40.87234,-2.9575,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Casas de Ves,Albacete,Casas de Ves,2023,39.25847,-1.333317,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casas del Castañar,Cáceres,Casas del Castañar,10054,40.10785,-5.90509,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casas del Conde (Las),Salamanca,Las Casas del Conde,37090,40.50753,-6.04089,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casas del Monte,Cáceres,Casas del Monte,10055,40.203457,-5.960658,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casas del Puerto,Ávila,Casas del Puerto,5052,40.531848,-5.180026,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casas-Ibáñez,Albacete,Casas-Ibáñez,2024,39.286062,-1.472436,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casasbuenas,Toledo,Casasbuenas,45042,39.76117,-4.12558,-2.19,18.07,7.72,70.85,11.74,0,3.0,0.04,28.85,122.3,14.51,38.63,27.12,35.48,10.51,0,3.0,0.01,5.46,362.1
Casaseca de Campeán,Zamora,Casaseca de Campeán,49038,41.3743,-5.74648,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casaseca de las Chanas,Zamora,Casaseca de las Chanas,49039,41.4387,-5.67547,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casasimarro,Cuenca,Casasimarro,16066,39.389902,-2.039088,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Casasola,Ávila,Casasola,5053,40.665588,-4.820289,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casasola de Arión,Valladolid,Casasola de Arión,47036,41.578532,-5.241187,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3
Casatejada,Cáceres,Casatejada,10058,39.887505,-5.681793,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casavieja,Ávila,Casavieja,5054,40.280552,-4.765836,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0
Casbas de Huesca,Huesca,Casbas de Huesca,22081,42.1555,-0.1399,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Cascajares de Bureba,Burgos,Cascajares de Bureba,9077,42.67884,-3.23768,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3
Cascajares de la Sierra,Burgos,Cascajares de la Sierra,9078,42.06177,-3.39936,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Cascante,Navarra,Cascante,31068,41.999898,-1.680758,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Cascante del Río,Teruel,Cascante del Río,44064,40.19652,-1.11414,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Cáseda,Navarra,Cáseda,31069,42.523553,-1.366871,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Caseres,Tarragona,Caseres,43041,41.042792,0.281738,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Casillas,Ávila,Casillas,5055,40.3261,-4.57182,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0
Casillas de Coria,Cáceres,Casillas de Coria,10059,39.96543,-6.63711,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Casillas de Flores,Salamanca,Casillas de Flores,37091,40.38108,-6.75602,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Casinos,Valencia,Casinos,46089,39.699861,-0.708465,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Casla,Segovia,Casla,40045,41.16602,-3.65642,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5
Caso,Asturias,Caso,33015,43.182209,-5.348547,-1.52,17.05,7.63,80.0,8.53,0,3.0,0.1,53.71,49.7,10.25,29.18,19.09,82.25,6.62,0,12.0,0.06,43.7,137.1
Caspe,Zaragoza,Caspe,50074,41.236709,-0.043267,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Caspueñas,Guadalajara,Caspueñas,19074,40.69497,-2.97941,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Cassà de la Selva,Girona,Cassà de la Selva,17044,41.888514,2.874759,0.78,18.94,10.33,72.33,11.23,0,12.0,0.07,34.52,107.1,17.51,32.89,25.31,66.34,9.4,0,12.0,0.09,17.22,247.9
Casserres,Barcelona,Casserres,8049,42.013164,1.841182,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castalla,Alicante,Castalla,3053,38.599887,-0.667946,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3
Castañar de Ibor,Cáceres,Castañar de Ibor,10060,39.628869,-5.417838,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Castañares de Rioja,La Rioja,Castañares de Rioja,26043,42.511744,-2.931079,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6
Castañeda,Cantabria,Castañeda,39019,43.309646,-3.93018,-0.42,19.73,9.47,78.11,12.35,0,3.0,0.11,48.17,70.9,11.44,29.33,19.93,82.21,8.64,0,3.0,0.04,47.41,97.0
Castaño del Robledo,Huelva,Castaño del Robledo,21022,37.88667,-6.6861,5.49,25.43,14.89,70.71,12.67,0,3.0,0.02,26.97,160.4,17.53,40.6,28.73,55.8,12.74,0,0.3,0.0,5.93,377.2
Cástaras,Granada,Cástaras,18044,36.93164,-3.25406,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Castejón,Cuenca,Castejón,16067,40.394948,-2.539043,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Castejón,Navarra,Castejón,31070,42.170911,-1.691949,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6
Castejón de Alarba,Zaragoza,Castejón de Alarba,50075,41.18365,-1.63612,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Castejón de Henares,Guadalajara,Castejón de Henares,19075,40.93762,-2.78665,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Castejón de las Armas,Zaragoza,Castejón de las Armas,50076,41.30976,-1.81084,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Castejón de Monegros,Huesca,Castejón de Monegros,22083,41.617216,-0.237622,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Castejón de Sos,Huesca,Castejón de Sos,22084,42.51235,0.49241,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castejón de Tornos,Teruel,Castejón de Tornos,44065,40.99726,-1.42805,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Castejón de Valdejasa,Zaragoza,Castejón de Valdejasa,50077,41.98204,-0.99393,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Castejón del Puente,Huesca,Castejón del Puente,22082,41.96179,0.15883,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castel de Cabra,Teruel,Castel de Cabra,44066,40.80255,-0.696,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Castelflorite,Huesca,Castelflorite,22085,41.80273,-0.02169,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castell (Es),Illes Balears,es Castell,7064,39.8776,4.2899,1.26,20.43,11.28,77.93,11.63,0,3.0,0.02,29.32,63.8,18.37,36.17,26.68,62.8,10.87,0,12.0,0.01,10.73,273.7
Castell de Cabres,Castellón,Castell de Cabres,12037,40.669302,0.034428,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Castell de Castells,Alicante,Castell de Castells,3054,38.735695,-0.187075,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3
Castell de Guadalest (el),Alicante,el Castell de Guadalest,3075,38.6768,-0.19908,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3
Castell de l'Areny,Barcelona,Castell de l'Areny,8057,42.17291,1.94529,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castell de Mur,Lleida,Castell de Mur,25904,42.09872,0.84849,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castell-Platja d'Aro,Girona,Castell-Platja d'Aro,17048,41.820203,3.062499,0.78,18.94,10.33,72.33,11.23,0,12.0,0.07,34.52,107.1,17.51,32.89,25.31,66.34,9.4,0,12.0,0.09,17.22,247.9
Castellanos de Castro,Burgos,Castellanos de Castro,9079,42.32806,-4.03417,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Castellanos de Moriscos,Salamanca,Castellanos de Moriscos,37092,41.01917,-5.59065,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Castellanos de Villiquera,Salamanca,Castellanos de Villiquera,37185,41.05139,-5.69477,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Castellanos de Zapardiel,Ávila,Castellanos de Zapardiel,5056,41.0845,-4.90984,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Castellar,Jaén,Castellar,23025,38.253474,-3.132293,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Castellar (El),Teruel,El Castellar,44070,40.36531,-0.81734,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Castellar de la Frontera,Cádiz,Castellar de la Frontera,11013,36.287078,-5.418971,6.74,19.86,13.92,76.79,20.52,0,3.0,0.05,42.67,59.0,17.0,32.47,23.44,70.79,16.38,0,0.9,0.0,21.77,165.2
Castellar de la Muela,Guadalajara,Castellar de la Muela,19076,40.81902,-1.75932,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Castellar de la Ribera,Lleida,Castellar de la Ribera,25064,42.01327,1.393373,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellar de n'Hug,Barcelona,Castellar de n'Hug,8052,42.28333,2.01667,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellar de Santiago,Ciudad Real,Castellar de Santiago,13033,38.538871,-3.276555,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Castellar del Riu,Barcelona,Castellar del Riu,8050,42.12299,1.77378,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellar del Vallès,Barcelona,Castellar del Vallès,8051,41.614909,2.086842,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellbell i el Vilar,Barcelona,Castellbell i el Vilar,8053,41.63395,1.86394,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellbisbal,Barcelona,Castellbisbal,8054,41.474096,1.981281,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellcir,Barcelona,Castellcir,8055,41.76074,2.16128,0.63,19.45,10.23,71.98,11.52,0,12.0,0.06,28.65,120.0,17.29,33.37,25.34,67.04,10.73,0,12.0,0.07,15.73,228.9
Castelldans,Lleida,Castelldans,25067,41.497593,0.765883,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castelldefels,Barcelona,Castelldefels,8056,41.277848,1.972694,1.62,19.26,10.73,71.45,14.04,0,12.0,0.06,27.49,96.9,17.41,32.91,25.59,71.02,12.49,0,12.0,0.17,16.96,186.1
Castellet i la Gornal,Barcelona,Castellet i la Gornal,8058,41.266732,1.650145,-1.49,20.08,9.75,70.06,10.76,0,3.0,0.03,27.37,94.3,15.17,32.62,25.18,65.16,8.96,0,12.0,0.07,19.45,168.6
Castellfollit de la Roca,Girona,Castellfollit de la Roca,17046,42.21968,2.54947,-0.59,20.14,9.69,68.47,16.52,0,3.0,0.04,38.23,115.1,16.6,35.21,25.51,56.07,15.55,0,3.0,0.02,21.88,273.7
Castellfollit de Riubregós,Barcelona,Castellfollit de Riubregós,8060,41.76667,1.43333,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellfollit del Boix,Barcelona,Castellfollit del Boix,8059,41.66667,1.7,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellfort,Castellón,Castellfort,12038,40.50208,-0.19133,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Castellgalí,Barcelona,Castellgalí,8061,41.67492,1.82103,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellnou de Bages,Barcelona,Castellnou de Bages,8062,41.83444,1.83721,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellnou de Seana,Lleida,Castellnou de Seana,25068,41.646861,0.97042,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castellnovo,Castellón,Castellnovo,12039,39.862522,-0.457363,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Castelló,Valencia,Castelló,46257,39.987142,-0.037787,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Castelló d'Empúries,Girona,Castelló d'Empúries,17047,42.256059,3.072073,-0.59,20.14,9.69,68.47,16.52,0,3.0,0.04,38.23,115.1,16.6,35.21,25.51,56.07,15.55,0,3.0,0.02,21.88,273.7
Castelló de Farfanya,Lleida,Castelló de Farfanya,25069,41.81667,0.73333,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castelló de Rugat,Valencia,Castelló de Rugat,46090,38.873701,-0.382956,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3
Castellolí,Barcelona,Castellolí,8063,41.59829,1.70057,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellón de la Plana,Castellón,Castellón de la Plana,12040,39.987142,-0.037787,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Castellonet de la Conquesta,Valencia,Castellonet de la Conquesta,46091,38.91667,-0.26667,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Castellote,Teruel,Castellote,44071,40.8,-0.31975,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Castellserà,Lleida,Castellserà,25070,41.745645,0.987765,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castellterçol,Barcelona,Castellterçol,8064,41.75209,2.119968,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castellvell del Camp,Tarragona,Castellvell del Camp,43042,41.17549,1.10155,-1.73,20.02,9.63,70.27,11.09,0,3.0,0.03,27.37,93.5,14.95,32.58,25.05,65.05,8.86,0,12.0,0.07,19.51,163.1
Castellví de la Marca,Barcelona,Castellví de la Marca,8065,41.33366,1.61265,-1.49,20.08,9.75,70.06,10.76,0,3.0,0.03,27.37,94.3,15.17,32.62,25.18,65.16,8.96,0,12.0,0.07,19.45,168.6
Castellví de Rosanes,Barcelona,Castellví de Rosanes,8066,41.45,1.9,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Castelnou,Teruel,Castelnou,44067,41.22892,-0.36434,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Castelserás,Teruel,Castelserás,44068,40.980492,-0.146081,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castielfabib,Valencia,Castielfabib,46092,40.13076,-1.30396,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Castiello de Jaca,Huesca,Castiello de Jaca,22086,42.62964,-0.5502,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Castigaleu,Huesca,Castigaleu,22087,42.20374,0.57944,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Castil de Peones,Burgos,Castil de Peones,9083,42.48348,-3.38461,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Castil de Vela,Palencia,Castil de Vela,34048,41.98461,-4.9592,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3
Castilblanco,Badajoz,Castilblanco,6035,39.285581,-5.090236,-2.19,18.07,7.72,70.85,11.74,0,3.0,0.04,28.85,122.3,14.51,38.63,27.12,35.48,10.51,0,3.0,0.01,5.46,362.1
Castilblanco de los Arroyos,Sevilla,Castilblanco de los Arroyos,41027,37.673976,-5.988133,2.69,26.03,12.56,74.66,10.15,0,3.0,0.04,23.31,157.7,17.2,40.68,28.02,49.38,10.48,0,3.0,0.0,5.26,378.3
Castildelgado,Burgos,Castildelgado,9082,42.43756,-3.08389,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
