codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,linea_costa_provincia,linea_montana_provincia
26029,Bergasillas Bajera,La Rioja,La Rioja,Bergasillas Bajera,2,2
44040,Berge,Teruel,Aragón,Berge,2,1
15008,Bergondo,A Coruña,Galicia,Bergondo,1,3
31905,Beriáin,Navarra,Comunidad Foral de Navarra,Beriáin,2,2
4029,Berja,Almería,Andalucía,Berja,1,2
5027,Berlanas (Las),Ávila,Castilla y León,Las Berlanas,0,1
6019,Berlanga,Badajoz,Extremadura,Berlanga,3,0
42035,Berlanga de Duero,Soria,Castilla y León,Berlanga de Duero,3,1
24019,Berlanga del Bierzo,León,Castilla y León,Berlanga del Bierzo,2,1
9051,Berlangas de Roa,Burgos,Castilla y León,Berlangas de Roa,2,2
37049,Bermellar,Salamanca,Castilla y León,Bermellar,0,2
48017,Bermeo,Bizkaia,País Vasco,Bermeo,1,2
49023,Bermillo de Sayago,Zamora,Castilla y León,Bermillo de Sayago,3,2
40030,Bernardos,Segovia,Castilla y León,Bernardos,3,1
1016,Bernedo,Álava,País Vasco,Bernedo,2,2
19051,Berninches,Guadalajara,Castilla-La Mancha,Berninches,0,1
40031,Bernuy de Porreros,Segovia,Castilla y León,Bernuy de Porreros,3,1
5029,Bernuy-Zapardiel,Ávila,Castilla y León,Bernuy-Zapardiel,0,1
48018,Berriatua,Bizkaia,País Vasco,Berriatua,1,2
31902,Berrioplano/Berriobeiti,Navarra,Comunidad Foral de Navarra,Berrioplano/Berriobeiti,2,2
31903,Berriozar,Navarra,Comunidad Foral de Navarra,Berriozar,2,2
48019,Berriz,Bizkaia,País Vasco,Berriz,1,2
20023,Berrobi,Gipuzkoa,País Vasco,Berrobi,1,2
21012,Berrocal,Huelva,Andalucía,Berrocal,1,0
37050,Berrocal de Huebra,Salamanca,Castilla y León,Berrocal de Huebra,0,2
37051,Berrocal de Salvatierra,Salamanca,Castilla y León,Berrocal de Salvatierra,0,2
10028,Berrocalejo,Cáceres,Extremadura,Berrocalejo,0,3
5030,Berrocalejo de Aragona,Ávila,Castilla y León,Berrocalejo de Aragona,0,1
47019,Berrueces,Valladolid,Castilla y León,Berrueces,3,0
50048,Berrueco,Zaragoza,Aragón,Berrueco,2,1
28021,Berrueco (El),Madrid,Comunidad de Madrid,El Berrueco,3,2
31054,Bertizarana,Navarra,Comunidad Foral de Navarra,Bertizarana,2,2
10029,Berzocana,Cáceres,Extremadura,Berzocana,0,3
9052,Berzosa de Bureba,Burgos,Castilla y León,Berzosa de Bureba,2,2
28020,Berzosa del Lozoya,Madrid,Comunidad de Madrid,Berzosa del Lozoya,3,2
34032,Berzosilla,Palencia,Castilla y León,Berzosilla,2,2
17019,Besalú,Girona,Cataluña,Besalú,1,1
17020,Bescanó,Girona,Cataluña,Bescanó,1,1
35007,Betancuria,Las Palmas,Islas Canarias,Betancuria,1,2
15009,Betanzos,A Coruña,Galicia,Betanzos,1,3
31055,Betelu,Navarra,Comunidad Foral de Navarra,Betelu,2,2
46070,Bétera,Valencia,Comunidad Valenciana,Bétera,1,0
16035,Beteta,Cuenca,Castilla-La Mancha,Beteta,2,2
12021,Betxí,Castellón,Comunidad Valenciana,Betxí,1,2
17021,Beuda,Girona,Cataluña,Beuda,1,1
26030,Bezares,La Rioja,La Rioja,Bezares,2,2
44041,Bezas,Teruel,Aragón,Bezas,2,1
3043,Biar,Alicante,Comunidad Valenciana,Biar,1,3
46071,Bicorp,Valencia,Comunidad Valenciana,Bicorp,1,0
20024,Bidania-Goiatz,Gipuzkoa,País Vasco,Bidania-Goiatz,1,2
31253,Bidaurreta,Navarra,Comunidad Foral de Navarra,Bidaurreta,2,2
50901,Biel,Zaragoza,Aragón,Biel,2,1
22057,Bielsa,Huesca,Aragón,Bielsa,2,1
2016,Bienservida,Albacete,Castilla-La Mancha,Bienservida,2,2
6020,Bienvenida,Badajoz,Extremadura,Bienvenida,3,0
22058,Bierge,Huesca,Aragón,Bierge,2,1
22059,Biescas,Huesca,Aragón,Biescas,2,1
3044,Bigastro,Alicante,Comunidad Valenciana,Bigastro,1,3
8023,Bigues i Riells,Barcelona,Cataluña,Bigues i Riells,1,2
50050,Bijuesca,Zaragoza,Aragón,Bijuesca,2,1
48020,Bilbao,Bizkaia,País Vasco,Bilbao,1,2
33006,Bimenes,Asturias,Principado de Asturias,Bimenes,1,1
22060,Binaced,Huesca,Aragón,Binaced,2,1
22061,Binéfar,Huesca,Aragón,Binéfar,2,1
7008,Binissalem,Illes Balears,Islas Baleares,Binissalem,1,2
25055,Biosca,Lleida,Cataluña,Biosca,2,1
50051,Biota,Zaragoza,Aragón,Biota,2,1
22062,Bisaurri,Huesca,Aragón,Bisaurri,2,1
17022,Bisbal d'Empordà (La),Girona,Cataluña,La Bisbal d'Empordà,1,1
43027,Bisbal de Falset (La),Tarragona,Cataluña,La Bisbal de Falset,1,2
43028,Bisbal del Penedès (La),Tarragona,Cataluña,La Bisbal del Penedès,1,2
22063,Biscarrués,Huesca,Aragón,Biscarrués,2,1
50052,Bisimbre,Zaragoza,Aragón,Bisimbre,2,1
17234,Biure,Girona,Cataluña,Biure,1,1
31056,Biurrun-Olcoz,Navarra,Comunidad Foral de Navarra,Biurrun-Olcoz,2,2
42036,Blacos,Soria,Castilla y León,Blacos,3,1
30011,Blanca,Murcia,Región de Murcia,Blanca,1,2
43029,Blancafort,Tarragona,Cataluña,Blancafort,1,2
44042,Blancas,Teruel,Aragón,Blancas,2,1
32012,Blancos (Os),Ourense,Galicia,Os Blancos,2,2
17023,Blanes,Girona,Cataluña,Blanes,1,1
5033,Blascomillán,Ávila,Castilla y León,Blascomillán,0,1
5034,Blasconuño de Matacabras,Ávila,Castilla y León,Blasconuño de Matacabras,0,1
5035,Blascosancho,Ávila,Castilla y León,Blascosancho,0,1
14011,Blázquez (Los),Córdoba,Andalucía,Los Blázquez,2,2
22064,Blecua y Torres,Huesca,Aragón,Blecua y Torres,2,1
44043,Blesa,Teruel,Aragón,Blesa,2,1
42037,Bliecos,Soria,Castilla y León,Bliecos,3,1
37052,Boada,Salamanca,Castilla y León,Boada,0,2
34033,Boada de Campos,Palencia,Castilla y León,Boada de Campos,2,2
17029,Boadella i les Escaules,Girona,Cataluña,Boadella i les Escaules,1,1
34035,Boadilla de Rioseco,Palencia,Castilla y León,Boadilla de Rioseco,2,2
34034,Boadilla del Camino,Palencia,Castilla y León,Boadilla del Camino,2,2
28022,Boadilla del Monte,Madrid,Comunidad de Madrid,Boadilla del Monte,3,2
33007,Boal,Asturias,Principado de Asturias,Boal,1,1
28023,Boalo (El),Madrid,Comunidad de Madrid,El Boalo,3,2
26031,Bobadilla,La Rioja,La Rioja,Bobadilla,2,2
47020,Bobadilla del Campo,Valladolid,Castilla y León,Bobadilla del Campo,3,0
32013,Boborás,Ourense,Galicia,Boborás,2,2
24020,Boca de Huérgano,León,Castilla y León,Boca de Huérgano,2,1
46072,Bocairent,Valencia,Comunidad Valenciana,Bocairent,1,0
40032,Boceguillas,Segovia,Castilla y León,Boceguillas,3,1
47021,Bocigas,Valladolid,Castilla y León,Bocigas,3,0
47022,Bocos de Duero,Valladolid,Castilla y León,Bocos de Duero,3,0
19052,Bodera (La),Guadalajara,Castilla-La Mancha,La Bodera,0,1
37054,Bodón (El),Salamanca,Castilla y León,El Bodón,0,2
6021,Bodonal de la Sierra,Badajoz,Extremadura,Bodonal de la Sierra,3,0
47023,Boecillo,Valladolid,Castilla y León,Boecillo,3,0
37055,Bogajo,Salamanca,Castilla y León,Bogajo,0,2
2017,Bogarra,Albacete,Castilla-La Mancha,Bogarra,2,2
5036,Bohodón (El),Ávila,Castilla y León,El Bohodón,0,1
10030,Bohonal de Ibor,Cáceres,Extremadura,Bohonal de Ibor,0,3
5037,Bohoyo,Ávila,Castilla y León,Bohoyo,0,1
15010,Boimorto,A Coruña,Galicia,Boimorto,1,3
15011,Boiro,A Coruña,Galicia,Boiro,1,3
32014,Bola (A),Ourense,Galicia,A Bola,2,2
13023,Bolaños de Calatrava,Ciudad Real,Castilla-La Mancha,Bolaños de Calatrava,3,2
47024,Bolaños de Campos,Valladolid,Castilla y León,Bolaños de Campos,3,0
46073,Bolbaite,Valencia,Comunidad Valenciana,Bolbaite,1,0
41016,Bollullos de la Mitación,Sevilla,Andalucía,Bollullos de la Mitación,2,0
21013,Bollullos Par del Condado,Huelva,Andalucía,Bollullos Par del Condado,1,0
32015,Bolo (O),Ourense,Galicia,O Bolo,2,2
22066,Boltaña,Huesca,Aragón,Boltaña,2,1
3045,Bolulla,Alicante,Comunidad Valenciana,Bolulla,1,3
17024,Bolvir,Girona,Cataluña,Bolvir,1,1
22067,Bonansa,Huesca,Aragón,Bonansa,2,1
21014,Bonares,Huelva,Andalucía,Bonares,1,0
43030,Bonastre,Tarragona,Cataluña,Bonastre,1,2
2018,Bonete,Albacete,Castilla-La Mancha,Bonete,2,2
16036,Boniches,Cuenca,Castilla-La Mancha,Boniches,2,2
5038,Bonilla de la Sierra,Ávila,Castilla y León,Bonilla de la Sierra,0,1
2019,Bonillo (El),Albacete,Castilla-La Mancha,El Bonillo,2,2
46074,Bonrepòs i Mirambell,Valencia,Comunidad Valenciana,Bonrepòs i Mirambell,1,0
24021,Boñar,León,Castilla y León,Boñar,2,1
15012,Boqueixón,A Coruña,Galicia,Boqueixón,1,3
50053,Boquiñeni,Zaragoza,Aragón,Boquiñeni,2,1
22068,Borau,Huesca,Aragón,Borau,2,1
50054,Bordalba,Zaragoza,Aragón,Bordalba,2,1
25057,Bòrdes (Es),Lleida,Cataluña,Es Bòrdes,2,1
17025,Bordils,Girona,Cataluña,Bordils,1,1
44044,Bordón,Teruel,Aragón,Bordón,2,1
29030,Borge (El),Málaga,Andalucía,El Borge,1,2
25058,Borges Blanques (Les),Lleida,Cataluña,Les Borges Blanques,2,1
43031,Borges del Camp (Les),Tarragona,Cataluña,Les Borges del Camp,1,2
50055,Borja,Zaragoza,Aragón,Borja,2,1
42038,Borjabad,Soria,Castilla y León,Borjabad,3,1
41017,Bormujos,Sevilla,Andalucía,Bormujos,2,0
11010,Bornos,Cádiz,Andalucía,Bornos,1,0
42039,Borobia,Soria,Castilla y León,Borobia,3,1
45021,Borox,Toledo,Castilla-La Mancha,Borox,0,2
17026,Borrassà,Girona,Cataluña,Borrassà,1,1
8024,Borredà,Barcelona,Cataluña,Borredà,1,2
24022,Borrenes,León,Castilla y León,Borrenes,2,1
12032,Borriana/Burriana,Castellón,Comunidad Valenciana,Borriana/Burriana,1,2
12031,Borriol,Castellón,Comunidad Valenciana,Borriol,1,2
11011,Bosque (El),Cádiz,Andalucía,El Bosque,1,0
25059,Bossòst,Lleida,Cataluña,Bossòst,2,1
43032,Bot,Tarragona,Cataluña,Bot,1,2
43033,Botarell,Tarragona,Cataluña,Botarell,1,2
10031,Botija,Cáceres,Extremadura,Botija,0,3
50056,Botorrita,Zaragoza,Aragón,Botorrita,2,1
37056,Bouza (La),Salamanca,Castilla y León,La Bouza,0,2
27008,Bóveda,Lugo,Galicia,Bóveda,1,2
49024,Bóveda de Toro (La),Zamora,Castilla y León,La Bóveda de Toro,3,2
37057,Bóveda del Río Almar,Salamanca,Castilla y León,Bóveda del Río Almar,0,2
25056,Bovera,Lleida,Cataluña,Bovera,2,1
9054,Bozoó,Burgos,Castilla y León,Bozoó,2,2
5039,Brabos,Ávila,Castilla y León,Brabos,0,1
43034,Bràfim,Tarragona,Cataluña,Bràfim,1,2
47025,Brahojos de Medina,Valladolid,Castilla y León,Brahojos de Medina,3,0
34036,Brañosera,Palencia,Castilla y León,Brañosera,2,2
28024,Braojos,Madrid,Comunidad de Madrid,Braojos,3,2
9055,Brazacorta,Burgos,Castilla y León,Brazacorta,2,2
13024,Brazatortas,Ciudad Real,Castilla-La Mancha,Brazatortas,3,2
24023,Brazuelo,León,Castilla y León,Brazuelo,2,1
50057,Brea de Aragón,Zaragoza,Aragón,Brea de Aragón,2,1
28025,Brea de Tajo,Madrid,Comunidad de Madrid,Brea de Tajo,3,2
17027,Breda,Girona,Cataluña,Breda,1,1
41018,Brenes,Sevilla,Andalucía,Brenes,2,0
38008,Breña Alta,Santa Cruz de Tenerife,Islas Canarias,Breña Alta,1,2
38009,Breña Baja,Santa Cruz de Tenerife,Islas Canarias,Breña Baja,1,2
49025,Bretó,Zamora,Castilla y León,Bretó,3,2
49026,Bretocino,Zamora,Castilla y León,Bretocino,3,2
40033,Brieva,Segovia,Castilla y León,Brieva,3,1
26032,Brieva de Cameros,La Rioja,La Rioja,Brieva de Cameros,2,2
19053,Brihuega,Guadalajara,Castilla-La Mancha,Brihuega,0,1
49027,Brime de Sog,Zamora,Castilla y León,Brime de Sog,3,2
49028,Brime de Urz,Zamora,Castilla y León,Brime de Urz,3,2
37058,Brincones,Salamanca,Castilla y León,Brincones,0,2
26033,Briñas,La Rioja,La Rioja,Briñas,2,2
15013,Brión,A Coruña,Galicia,Brión,1,3
26034,Briones,La Rioja,La Rioja,Briones,2,2
9056,Briviesca,Burgos,Castilla y León,Briviesca,2,2
44045,Bronchales,Teruel,Aragón,Bronchales,2,1
22069,Broto,Huesca,Aragón,Broto,2,1
10032,Brozas,Cáceres,Extremadura,Brozas,0,3
8025,Bruc (El),Barcelona,Cataluña,El Bruc,1,2
8026,Brull (El),Barcelona,Cataluña,El Brull,1,2
28026,Brunete,Madrid,Comunidad de Madrid,Brunete,3,2
17028,Brunyola i Sant Martí Sapresa,Girona,Cataluña,Brunyola i Sant Martí Sapresa,1,1
42041,Buberos,Soria,Castilla y León,Buberos,3,1
50058,Bubierca,Zaragoza,Aragón,Bubierca,2,1
18032,Bubión,Granada,Andalucía,Bubión,1,1
16038,Buciegas,Cuenca,Castilla-La Mancha,Buciegas,2,2
19054,Budia,Guadalajara,Castilla-La Mancha,Budia,0,1
16039,Buenache de Alarcón,Cuenca,Castilla-La Mancha,Buenache de Alarcón,2,2
16040,Buenache de la Sierra,Cuenca,Castilla-La Mancha,Buenache de la Sierra,2,2
37059,Buenamadre,Salamanca,Castilla y León,Buenamadre,0,2
45022,Buenaventura,Toledo,Castilla-La Mancha,Buenaventura,0,2
37060,Buenavista,Salamanca,Castilla y León,Buenavista,0,2
34037,Buenavista de Valdavia,Palencia,Castilla y León,Buenavista de Valdavia,2,2
38010,Buenavista del Norte,Santa Cruz de Tenerife,Islas Canarias,Buenavista del Norte,1,2
16041,Buendía,Cuenca,Castilla-La Mancha,Buendía,2,2
44046,Bueña,Teruel,Aragón,Bueña,2,1
36004,Bueu,Pontevedra,Galicia,Bueu,1,3
46075,Bufali,Valencia,Comunidad Valenciana,Bufali,1,0
46076,Bugarra,Valencia,Comunidad Valenciana,Bugarra,1,0
9057,Bugedo,Burgos,Castilla y León,Bugedo,2,2
7009,Búger,Illes Balears,Islas Baleares,Búger,1,2
42042,Buitrago,Soria,Castilla y León,Buitrago,3,1
28027,Buitrago del Lozoya,Madrid,Comunidad de Madrid,Buitrago del Lozoya,3,2
14012,Bujalance,Córdoba,Andalucía,Bujalance,2,2
19055,Bujalaro,Guadalajara,Castilla-La Mancha,Bujalaro,0,1
50059,Bujaraloz,Zaragoza,Aragón,Bujaraloz,2,1
5040,Bularros,Ávila,Castilla y León,Bularros,0,1
50060,Bulbuente,Zaragoza,Aragón,Bulbuente,2,1
30012,Bullas,Murcia,Región de Murcia,Bullas,1,2
9058,Buniel,Burgos,Castilla y León,Buniel,2,2
7010,Bunyola,Illes Balears,Islas Baleares,Bunyola,1,2
46077,Buñol,Valencia,Comunidad Valenciana,Buñol,1,0
31057,Buñuel,Navarra,Comunidad Foral de Navarra,Buñuel,2,2
44047,Burbáguena,Teruel,Aragón,Burbáguena,2,1
27902,Burela,Lugo,Galicia,Burela,1,2
50061,Bureta,Zaragoza,Aragón,Bureta,2,1
49029,Burganes de Valverde,Zamora,Castilla y León,Burganes de Valverde,3,2
29031,Burgo (El),Málaga,Andalucía,El Burgo,1,2
50062,Burgo de Ebro (El),Zaragoza,Aragón,El Burgo de Ebro,2,1
42043,Burgo de Osma-Ciudad de Osma,Soria,Castilla y León,Burgo de Osma-Ciudad de Osma,3,1
24024,Burgo Ranero (El),León,Castilla y León,El Burgo Ranero,2,1
5041,Burgohondo,Ávila,Castilla y León,Burgohondo,0,1
9059,Burgos,Burgos,Castilla y León,Burgos,2,2
31059,Burgui/Burgi,Navarra,Comunidad Foral de Navarra,Burgui/Burgi,2,2
41019,Burguillos,Sevilla,Andalucía,Burguillos,2,0
45023,Burguillos de Toledo,Toledo,Castilla-La Mancha,Burguillos de Toledo,0,2
6022,Burguillos del Cerro,Badajoz,Extremadura,Burguillos del Cerro,3,0
46078,Burjassot,Valencia,Comunidad Valenciana,Burjassot,1,0
31060,Burlada/Burlata,Navarra,Comunidad Foral de Navarra,Burlada/Burlata,2,2
24025,Burón,León,Castilla y León,Burón,2,1
45024,Burujón,Toledo,Castilla-La Mancha,Burujón,0,2
3046,Busot,Alicante,Comunidad Valenciana,Busot,1,3
18033,Busquístar,Granada,Andalucía,Busquístar,1,1
19057,Bustares,Guadalajara,Castilla-La Mancha,Bustares,0,1
28028,Bustarviejo,Madrid,Comunidad de Madrid,Bustarviejo,3,2
50063,Buste (El),Zaragoza,Aragón,El Buste,2,1
47026,Bustillo de Chaves,Valladolid,Castilla y León,Bustillo de Chaves,3,0
34038,Bustillo de la Vega,Palencia,Castilla y León,Bustillo de la Vega,2,2
49030,Bustillo del Oro,Zamora,Castilla y León,Bustillo del Oro,3,2
24026,Bustillo del Páramo,León,Castilla y León,Bustillo del Páramo,2,1
34039,Bustillo del Páramo de Carrión,Palencia,Castilla y León,Bustillo del Páramo de Carrión,2,2
31061,Busto (El),Navarra,Comunidad Foral de Navarra,El Busto,2,2
9060,Busto de Bureba,Burgos,Castilla y León,Busto de Bureba,2,2
48021,Busturia,Bizkaia,País Vasco,Busturia,1,2
43035,Cabacés,Tarragona,Cataluña,Cabacés,1,2
37061,Cabaco (El),Salamanca,Castilla y León,El Cabaco,0,2
40034,Caballar,Segovia,Castilla y León,Caballar,3,1
15014,Cabana de Bergantiños,A Coruña,Galicia,Cabana de Bergantiños,1,3
25060,Cabanabona,Lleida,Cataluña,Cabanabona,2,1
15015,Cabanas,A Coruña,Galicia,Cabanas,1,3
17031,Cabanelles,Girona,Cataluña,Cabanelles,1,1
12033,Cabanes,Girona,Cataluña,Cabanes,1,1
17030,Cabanes,Castellón,Comunidad Valenciana,Cabanes,1,2
31062,Cabanillas,Navarra,Comunidad Foral de Navarra,Cabanillas,2,2
28029,Cabanillas de la Sierra,Madrid,Comunidad de Madrid,Cabanillas de la Sierra,3,2
19058,Cabanillas del Campo,Guadalajara,Castilla-La Mancha,Cabanillas del Campo,0,1
8027,Cabanyes (Les),Barcelona,Cataluña,Les Cabanyes,1,2
50064,Cabañas de Ebro,Zaragoza,Aragón,Cabañas de Ebro,2,1
45025,Cabañas de la Sagra,Toledo,Castilla-La Mancha,Cabañas de la Sagra,0,2
40035,Cabañas de Polendos,Segovia,Castilla y León,Cabañas de Polendos,3,1
49031,Cabañas de Sayago,Zamora,Castilla y León,Cabañas de Sayago,3,2
45026,Cabañas de Yepes,Toledo,Castilla-La Mancha,Cabañas de Yepes,0,2
10033,Cabañas del Castillo,Cáceres,Extremadura,Cabañas del Castillo,0,3
24027,Cabañas Raras,León,Castilla y León,Cabañas Raras,2,1
9061,Cabañes de Esgueva,Burgos,Castilla y León,Cabañes de Esgueva,2,2
37063,Cabeza de Béjar (La),Salamanca,Castilla y León,La Cabeza de Béjar,0,2
6023,Cabeza del Buey,Badajoz,Extremadura,Cabeza del Buey,3,0
37065,Cabeza del Caballo,Salamanca,Castilla y León,Cabeza del Caballo,0,2
6024,Cabeza la Vaca,Badajoz,Extremadura,Cabeza la Vaca,3,0
10034,Cabezabellosa,Cáceres,Extremadura,Cabezabellosa,0,3
37062,Cabezabellosa de la Calzada,Salamanca,Castilla y León,Cabezabellosa de la Calzada,0,2
45027,Cabezamesada,Toledo,Castilla-La Mancha,Cabezamesada,0,2
13025,Cabezarados,Ciudad Real,Castilla-La Mancha,Cabezarados,3,2
13026,Cabezarrubias del Puerto,Ciudad Real,Castilla-La Mancha,Cabezarrubias del Puerto,3,2
5042,Cabezas de Alambre,Ávila,Castilla y León,Cabezas de Alambre,0,1
41020,Cabezas de San Juan (Las),Sevilla,Andalucía,Las Cabezas de San Juan,2,0
5043,Cabezas del Pozo,Ávila,Castilla y León,Cabezas del Pozo,0,1
5044,Cabezas del Villar,Ávila,Castilla y León,Cabezas del Villar,0,1
21015,Cabezas Rubias,Huelva,Andalucía,Cabezas Rubias,1,0
26035,Cabezón de Cameros,La Rioja,La Rioja,Cabezón de Cameros,2,2
39012,Cabezón de la Sal,Cantabria,Cantabria,Cabezón de la Sal,1,1
9062,Cabezón de la Sierra,Burgos,Castilla y León,Cabezón de la Sierra,2,2
39013,Cabezón de Liébana,Cantabria,Cantabria,Cabezón de Liébana,1,1
47027,Cabezón de Pisuerga,Valladolid,Castilla y León,Cabezón de Pisuerga,3,0
47028,Cabezón de Valderaduey,Valladolid,Castilla y León,Cabezón de Valderaduey,3,0
40036,Cabezuela,Segovia,Castilla y León,Cabezuela,3,1
10035,Cabezuela del Valle,Cáceres,Extremadura,Cabezuela del Valle,0,3
5045,Cabizuela,Ávila,Castilla y León,Cabizuela,0,1
25061,Cabó,Lleida,Cataluña,Cabó,2,1
50065,Cabolafuente,Zaragoza,Aragón,Cabolafuente,2,1
14013,Cabra,Córdoba,Andalucía,Cabra,2,2
44048,Cabra de Mora,Teruel,Aragón,Cabra de Mora,2,1
43036,Cabra del Camp,Tarragona,Cataluña,Cabra del Camp,1,2
23017,Cabra del Santo Cristo,Jaén,Andalucía,Cabra del Santo Cristo,2,2
33008,Cabrales,Asturias,Principado de Asturias,Cabrales,1,1
33009,Cabranes,Asturias,Principado de Asturias,Cabranes,1,1
31063,Cabredo,Navarra,Comunidad Foral de Navarra,Cabredo,2,2
42044,Cabrejas del Campo,Soria,Castilla y León,Cabrejas del Campo,3,1
42045,Cabrejas del Pinar,Soria,Castilla y León,Cabrejas del Pinar,3,1
28030,Cabrera (La),Madrid,Comunidad de Madrid,La Cabrera,3,2
8028,Cabrera d'Anoia,Barcelona,Cataluña,Cabrera d'Anoia,1,2
8029,Cabrera de Mar,Barcelona,Cataluña,Cabrera de Mar,1,2
37067,Cabrerizos,Salamanca,Castilla y León,Cabrerizos,0,2
10036,Cabrero,Cáceres,Extremadura,Cabrero,0,3
47029,Cabreros del Monte,Valladolid,Castilla y León,Cabreros del Monte,3,0
24028,Cabreros del Río,León,Castilla y León,Cabreros del Río,2,1
24029,Cabrillanes,León,Castilla y León,Cabrillanes,2,1
37068,Cabrillas,Salamanca,Castilla y León,Cabrillas,0,2
8030,Cabrils,Barcelona,Cataluña,Cabrils,1,2
39014,Cabuérniga,Cantabria,Cantabria,Cabuérniga,1,1
24030,Cacabelos,León,Castilla y León,Cacabelos,2,1
10037,Cáceres,Cáceres,Extremadura,Cáceres,0,3
10038,Cachorrilla,Cáceres,Extremadura,Cachorrilla,0,3
18034,Cacín,Granada,Andalucía,Cacín,1,1
10039,Cadalso,Cáceres,Extremadura,Cadalso,0,3
28031,Cadalso de los Vidrios,Madrid,Comunidad de Madrid,Cadalso de los Vidrios,3,2
17032,Cadaqués,Girona,Cataluña,Cadaqués,1,1
18035,Cádiar,Granada,Andalucía,Cádiar,1,1
11012,Cádiz,Cádiz,Andalucía,Cádiz,1,0
31064,Cadreita,Navarra,Comunidad Foral de Navarra,Cadreita,2,2
50066,Cadrete,Zaragoza,Aragón,Cadrete,2,1
18036,Cájar,Granada,Andalucía,Cájar,1,1
21016,Cala,Huelva,Andalucía,Cala,1,0
40037,Calabazas de Fuentidueña,Segovia,Castilla y León,Calabazas de Fuentidueña,3,1
44049,Calaceite,Teruel,Aragón,Calaceite,2,1
8031,Calaf,Barcelona,Cataluña,Calaf,1,2
43037,Calafell,Tarragona,Cataluña,Calafell,1,2
26036,Calahorra,La Rioja,La Rioja,Calahorra,2,2
18114,Calahorra (La),Granada,Andalucía,La Calahorra,1,1
34041,Calahorra de Boedo,Palencia,Castilla y León,Calahorra de Boedo,2,2
44050,Calamocha,Teruel,Aragón,Calamocha,2,1
6025,Calamonte,Badajoz,Extremadura,Calamonte,3,0
44051,Calanda,Teruel,Aragón,Calanda,2,1
21017,Calañas,Huelva,Andalucía,Calañas,1,0
30013,Calasparra,Murcia,Región de Murcia,Calasparra,1,2
42046,Calatañazor,Soria,Castilla y León,Calatañazor,3,1
50067,Calatayud,Zaragoza,Aragón,Calatayud,2,1
50068,Calatorao,Zaragoza,Aragón,Calatorao,2,1
50069,Calcena,Zaragoza,Aragón,Calcena,2,1
36005,Caldas de Reis,Pontevedra,Galicia,Caldas de Reis,1,3
22072,Caldearenas,Huesca,Aragón,Caldearenas,2,1
8034,Calders,Barcelona,Cataluña,Calders,1,2
8032,Caldes d'Estrac,Barcelona,Cataluña,Caldes d'Estrac,1,2
17033,Caldes de Malavella,Girona,Cataluña,Caldes de Malavella,1,1
8033,Caldes de Montbui,Barcelona,Cataluña,Caldes de Montbui,1,2
8035,Calella,Barcelona,Cataluña,Calella,1,2
6026,Calera de León,Badajoz,Extremadura,Calera de León,3,0
45028,Calera y Chozas,Toledo,Castilla-La Mancha,Calera y Chozas,0,2
9064,Caleruega,Burgos,Castilla y León,Caleruega,2,2
45029,Caleruela,Toledo,Castilla-La Mancha,Caleruela,0,2
18037,Calicasas,Granada,Andalucía,Calicasas,1,1
12034,Càlig,Castellón,Comunidad Valenciana,Càlig,1,2
8037,Calldetenes,Barcelona,Cataluña,Calldetenes,1,2
46079,Calles,Valencia,Comunidad Valenciana,Calles,1,0
3048,Callosa d'en Sarrià,Alicante,Comunidad Valenciana,Callosa d'en Sarrià,1,3
3049,Callosa de Segura,Alicante,Comunidad Valenciana,Callosa de Segura,1,3
8038,Callús,Barcelona,Cataluña,Callús,1,2
50070,Calmarza,Zaragoza,Aragón,Calmarza,2,1
44052,Calomarde,Teruel,Aragón,Calomarde,2,1
8036,Calonge de Segarra,Barcelona,Cataluña,Calonge de Segarra,1,2
17034,Calonge i Sant Antoni,Girona,Cataluña,Calonge i Sant Antoni,1,1
3047,Calp,Alicante,Comunidad Valenciana,Calp,1,3
42048,Caltojar,Soria,Castilla y León,Caltojar,3,1
37069,Calvarrasa de Abajo,Salamanca,Castilla y León,Calvarrasa de Abajo,0,2
37070,Calvarrasa de Arriba,Salamanca,Castilla y León,Calvarrasa de Arriba,0,2
