municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta,precio_m2_alquiler,num_casas_alquiler,precio_m2_venta_provincia,precio_medio_venta_provincia,precio_m2_alquiler_provincia,precio_medio_alquiler_provincia
Paymogo,Huelva,Paymogo,238.82,6,-,0,1299.0,122249,10.0,761
Payo (El),Salamanca,El Payo,-,-,-,0,1673.0,156058,9.0,801
Payo de Ojeda,Palencia,Payo de Ojeda,500.0,1,-,0,1352.0,128845,7.0,499
Pazos de Borbén,Pontevedra,Pazos de Borbén,730.81,33,-,0,1893.0,193302,9.0,818
Pazuengos,La Rioja,Pazuengos,0,0,-,0,1457.0,148105,8.0,703
Peal de Becerro,Jaén,Peal de Becerro,472.35,35,4.32,3,989.0,105216,6.0,496
Pechina,Almería,Pechina,931.52,65,3.04,1,1168.0,109377,8.0,668
Pedernoso (El),Cuenca,El Pedernoso,570.58,9,-,0,1139.0,119313,8.0,608
Pedrafita do Cebreiro,Lugo,Pedrafita do Cebreiro,406.61,7,-,0,1159.0,119979,7.0,588
Pedraja de Portillo (La),Valladolid,La Pedraja de Portillo,2400.0,12,-,0,1497.0,151208,8.0,668
Pedrajas de San Esteban,Valladolid,Pedrajas de San Esteban,397.96,14,6.0,1,1497.0,151208,8.0,668
Pedralba,Valencia,Pedralba,1371.53,84,6.11,1,1445.0,163450,11.0,1042
Pedralba de la Pradería,Zamora,Pedralba de la Pradería,-,-,-,0,1151.0,118790,5.0,497
Pedraza,Segovia,Pedraza,-,-,8.0,1,1329.0,133270,9.0,790
Pedraza de Alba,Salamanca,Pedraza de Alba,-,-,-,0,1673.0,156058,9.0,801
Pedraza de Campos,Palencia,Pedraza de Campos,115.86,2,-,0,1352.0,128845,7.0,499
Pedregal (El),Guadalajara,El Pedregal,53.92,1,-,0,1372.0,146012,8.0,691
Pedreguer,Alicante,Pedreguer,1967.13,484,10.2,6,1663.0,176931,9.0,845
Pedrera,Sevilla,Pedrera,-,-,-,0,1611.0,162042,10.0,821
Pedret i Marzà,Girona,Pedret i Marzà,-,-,-,0,2169.0,193575,11.0,941
Pedrezuela,Madrid,Pedrezuela,1657.25,73,10.08,7,3314.0,343514,16.0,1414
Pedro Abad,Córdoba,Pedro Abad,672.21,49,-,0,1405.0,141657,7.0,645
Pedro Bernardo,Ávila,Pedro Bernardo,588.87,32,2.5,1,1022.0,99417,6.0,520
Pedro Martínez,Granada,Pedro Martínez,401.7,13,-,0,1691.0,181669,8.0,760
Pedro Muñoz,Ciudad Real,Pedro Muñoz,548.85,139,5.28,3,936.0,96893,5.0,461
Pedro-Rodríguez,Ávila,Pedro-Rodríguez,0,0,-,0,1022.0,99417,6.0,520
Pedroche,Córdoba,Pedroche,381.51,21,3.67,1,1405.0,141657,7.0,645
Pedrola,Zaragoza,Pedrola,-,-,-,0,1674.0,154117,9.0,720
Pedroñeras (Las),Cuenca,Las Pedroñeras,705.24,16,4.84,4,1139.0,119313,8.0,608
Pedrosa de Duero,Burgos,Pedrosa de Duero,563.86,5,-,0,1445.0,138383,8.0,633
Pedrosa de la Vega,Palencia,Pedrosa de la Vega,444.37,5,-,0,1352.0,128845,7.0,499
Pedrosa de Río Úrbel,Burgos,Pedrosa de Río Úrbel,0,0,-,0,1445.0,138383,8.0,633
Pedrosa del Páramo,Burgos,Pedrosa del Páramo,0,0,-,0,1445.0,138383,8.0,633
Pedrosa del Príncipe,Burgos,Pedrosa del Príncipe,100.35,2,-,0,1445.0,138383,8.0,633
Pedrosa del Rey,Valladolid,Pedrosa del Rey,124.61,2,-,0,1497.0,151208,8.0,668
Pedrosas (Las),Zaragoza,Las Pedrosas,-,-,-,0,1674.0,154117,9.0,720
Pedrosillo de Alba,Salamanca,Pedrosillo de Alba,-,-,-,0,1673.0,156058,9.0,801
Pedrosillo de los Aires,Salamanca,Pedrosillo de los Aires,-,-,-,0,1673.0,156058,9.0,801
Pedrosillo el Ralo,Salamanca,Pedrosillo el Ralo,-,-,-,0,1673.0,156058,9.0,801
Pedroso,La Rioja,Pedroso,0,0,-,0,1457.0,148105,8.0,703
Pedroso (El),Sevilla,El Pedroso,-,-,5.4,3,1611.0,162042,10.0,821
Pedroso de Acim,Cáceres,Pedroso de Acim,659.39,2,-,0,1132.0,119586,6.0,497
Pedroso de la Armuña (El),Salamanca,El Pedroso de la Armuña,-,-,-,0,1673.0,156058,9.0,801
Pegalajar,Jaén,Pegalajar,675.99,70,3.11,4,989.0,105216,6.0,496
Pego,Alicante,Pego,951.1,366,13.12,12,1663.0,176931,9.0,845
Pego (El),Zamora,El Pego,-,-,-,0,1151.0,118790,5.0,497
Peguerinos,Ávila,Peguerinos,864.35,25,4.62,3,1022.0,99417,6.0,520
Pelabravo,Salamanca,Pelabravo,571.43,72,inf,3,1673.0,156058,9.0,801
Pelahustán,Toledo,Pelahustán,-,-,-,0,1023.0,103420,7.0,582
Pelarrodríguez,Salamanca,Pelarrodríguez,-,-,-,0,1673.0,156058,9.0,801
Pelayos,Salamanca,Pelayos,-,-,-,0,1673.0,156058,9.0,801
Pelayos de la Presa,Madrid,Pelayos de la Presa,1044.45,34,6.25,1,3314.0,343514,16.0,1414
Pelayos del Arroyo,Segovia,Pelayos del Arroyo,-,-,-,0,1329.0,133270,9.0,790
Peleagonzalo,Zamora,Peleagonzalo,-,-,-,0,1151.0,118790,5.0,497
Peleas de Abajo,Zamora,Peleas de Abajo,-,-,-,0,1151.0,118790,5.0,497
Peligros,Granada,Peligros,1114.54,214,10.29,2,1691.0,181669,8.0,760
Penagos,Cantabria,Penagos,495.44,51,4.12,1,1737.0,156073,11.0,881
Penàguila,Alicante,Penàguila,-,-,-,0,1663.0,176931,9.0,845
Penelles,Lleida,Penelles,0,0,-,0,1159.0,114344,7.0,654
Peníscola/Peñíscola,Castellón,Peníscola/Peñíscola,1922.22,1116,8.9,67,1133.0,115966,8.0,653
Peña (La),Salamanca,La Peña,-,-,-,0,1673.0,156058,9.0,801
Peñacaballera,Salamanca,Peñacaballera,-,-,-,0,1673.0,156058,9.0,801
Peñacerrada-Urizaharra,Álava,Peñacerrada-Urizaharra,1275.51,3,-,0,2564.0,242404,12.0,986
Peñafiel,Valladolid,Peñafiel,-,-,5.83,2,1497.0,151208,8.0,668
Peñaflor,Sevilla,Peñaflor,-,-,10.4,1,1611.0,162042,10.0,821
Peñaflor de Hornija,Valladolid,Peñaflor de Hornija,-,-,-,0,1497.0,151208,8.0,668
Peñalba,Huesca,Peñalba,679.52,4,-,0,1513.0,123979,8.0,636
Peñalba de Ávila,Ávila,Peñalba de Ávila,1049.39,9,-,0,1022.0,99417,6.0,520
Peñalén,Guadalajara,Peñalén,800.0,1,-,0,1372.0,146012,8.0,691
Peñalsordo,Badajoz,Peñalsordo,357.23,9,-,0,1149.0,126096,7.0,530
Peñalver,Guadalajara,Peñalver,440.9,9,-,0,1372.0,146012,8.0,691
Peñamellera Alta,Asturias,Peñamellera Alta,832.2,33,4.37,2,1568.0,139373,9.0,672
Peñamellera Baja,Asturias,Peñamellera Baja,830.68,48,5.45,3,1568.0,139373,9.0,672
Peñaparda,Salamanca,Peñaparda,185.19,5,-,0,1673.0,156058,9.0,801
Peñaranda de Bracamonte,Salamanca,Peñaranda de Bracamonte,585.23,130,3.95,1,1673.0,156058,9.0,801
Peñaranda de Duero,Burgos,Peñaranda de Duero,665.72,7,-,0,1445.0,138383,8.0,633
Peñarandilla,Salamanca,Peñarandilla,-,-,-,0,1673.0,156058,9.0,801
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,-,-,-,0,1068.0,103002,6.0,501
Peñarroya-Pueblonuevo,Córdoba,Peñarroya-Pueblonuevo,415.08,77,3.46,9,1405.0,141657,7.0,645
Peñarrubia,Cantabria,Peñarrubia,-,-,-,0,1737.0,156073,11.0,881
Peñas de Riglos (Las),Huesca,Las Peñas de Riglos,517.25,14,-,0,1513.0,123979,8.0,636
Peñas de San Pedro,Albacete,Peñas de San Pedro,454.01,5,-,0,1300.0,152281,7.0,659
Peñascosa,Albacete,Peñascosa,370.26,5,-,0,1300.0,152281,7.0,659
Peñausende,Zamora,Peñausende,-,-,-,0,1151.0,118790,5.0,497
Pepino,Toledo,Pepino,251.74,53,-,0,1023.0,103420,7.0,582
Peque,Zamora,Peque,-,-,-,0,1151.0,118790,5.0,497
Pera (La),Girona,La Pera,1674.1,14,6.02,1,2169.0,193575,11.0,941
Peracense,Teruel,Peracense,-,-,-,0,1068.0,103002,6.0,501
Perafita,Barcelona,Perafita,1847.65,7,-,0,2946.0,272259,16.0,1367
Perafort,Tarragona,Perafort,1125.23,10,-,0,1552.0,140182,9.0,736
Peral (El),Cuenca,El Peral,300.18,1,-,0,1139.0,119313,8.0,608
Peral de Arlanza,Burgos,Peral de Arlanza,329.05,3,-,0,1445.0,138383,8.0,633
Peralada,Girona,Peralada,6240.12,83,6.2,3,2169.0,193575,11.0,941
Peraleda de la Mata,Cáceres,Peraleda de la Mata,526.76,12,-,0,1132.0,119586,6.0,497
Peraleda de San Román,Cáceres,Peraleda de San Román,228.57,1,-,0,1132.0,119586,6.0,497
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo,179.6,1,-,0,1149.0,126096,7.0,530
Peraleja (La),Cuenca,La Peraleja,231.01,6,-,0,1139.0,119313,8.0,608
Peralejos,Teruel,Peralejos,-,-,-,0,1068.0,103002,6.0,501
Peralejos de Abajo,Salamanca,Peralejos de Abajo,-,0,-,0,1673.0,156058,9.0,801
Peralejos de Arriba,Salamanca,Peralejos de Arriba,-,-,-,0,1673.0,156058,9.0,801
Peralejos de las Truchas,Guadalajara,Peralejos de las Truchas,499.78,4,-,0,1372.0,146012,8.0,691
Perales,Palencia,Perales,1141.52,6,-,0,1352.0,128845,7.0,499
Perales de Tajuña,Madrid,Perales de Tajuña,1218.63,36,-,0,3314.0,343514,16.0,1414
Perales del Alfambra,Teruel,Perales del Alfambra,-,-,-,0,1068.0,103002,6.0,501
Perales del Puerto,Cáceres,Perales del Puerto,523.44,10,2.5,1,1132.0,119586,6.0,497
Peralta de Alcofea,Huesca,Peralta de Alcofea,310.1,9,-,0,1513.0,123979,8.0,636
Peralta de Calasanz,Huesca,Peralta de Calasanz,314.77,13,-,0,1513.0,123979,8.0,636
Peralta/Azkoien,Navarra,Peralta/Azkoien,-,-,-,0,1691.0,164441,10.0,981
Peraltilla,Huesca,Peraltilla,83.99,2,-,0,1513.0,123979,8.0,636
Peralveche,Guadalajara,Peralveche,500.0,1,3.64,1,1372.0,146012,8.0,691
Peramola,Lleida,Peramola,784.72,9,3.16,1,1159.0,114344,7.0,654
Peranzanes,León,Peranzanes,407.01,5,-,0,1237.0,130467,6.0,586
Perarrúa,Huesca,Perarrúa,304.49,1,-,0,1513.0,123979,8.0,636
Perdigón (El),Zamora,El Perdigón,-,-,-,0,1151.0,118790,5.0,497
Perdiguera,Zaragoza,Perdiguera,-,-,-,0,1674.0,154117,9.0,720
Pereiro de Aguiar (O),Ourense,O Pereiro de Aguiar,926.87,159,-,0,1434.0,156580,6.0,564
Perelló (El),Tarragona,El Perelló,589.28,114,8.75,1,1552.0,140182,9.0,736
Pereña de la Ribera,Salamanca,Pereña de la Ribera,-,-,-,0,1673.0,156058,9.0,801
Pereruela,Zamora,Pereruela,-,-,-,0,1151.0,118790,5.0,497
Periana,Málaga,Periana,474.91,77,2.22,1,2630.0,301594,11.0,1055
Perilla de Castro,Zamora,Perilla de Castro,-,-,-,0,1151.0,118790,5.0,497
Pernía (La),Palencia,La Pernía,313.06,11,-,0,1352.0,128845,7.0,499
Peromingo,Salamanca,Peromingo,-,-,-,0,1673.0,156058,9.0,801
Perosillo,Segovia,Perosillo,-,-,-,0,1329.0,133270,9.0,790
Peroxa (A),Ourense,A Peroxa,444.39,47,3.86,1,1434.0,156580,6.0,564
Pertusa,Huesca,Pertusa,453.85,1,-,0,1513.0,123979,8.0,636
Pesaguero,Cantabria,Pesaguero,387.31,11,-,0,1737.0,156073,11.0,881
Pescueza,Cáceres,Pescueza,0,0,-,0,1132.0,119586,6.0,497
Pesga (La),Cáceres,La Pesga,686.94,3,-,0,1132.0,119586,6.0,497
Pesoz,Asturias,Pesoz,614.52,2,-,0,1568.0,139373,9.0,672
Pesquera,Cantabria,Pesquera,-,-,-,0,1737.0,156073,11.0,881
Pesquera (La),Cuenca,La Pesquera,497.15,4,-,0,1139.0,119313,8.0,608
Pesquera de Duero,Valladolid,Pesquera de Duero,-,-,-,0,1497.0,151208,8.0,668
Petilla de Aragón,Navarra,Petilla de Aragón,0,0,-,0,1691.0,164441,10.0,981
Petín,Ourense,Petín,504.82,5,1.35,1,1434.0,156580,6.0,564
Petra,Illes Balears,Petra,1344.83,78,-,0,3139.0,358810,14.0,1392
Petrer,Alicante,Petrer,940.46,246,5.45,7,1663.0,176931,9.0,845
Petrés,Valencia,Petrés,642.46,21,-,0,1445.0,163450,11.0,1042
Pétrola,Albacete,Pétrola,762.55,2,-,0,1300.0,152281,7.0,659
Peza (La),Granada,La Peza,536.6,14,-,0,1691.0,181669,8.0,760
Pezuela de las Torres,Madrid,Pezuela de las Torres,950.37,29,5.0,1,3314.0,343514,16.0,1414
Pías,Zamora,Pías,-,-,-,0,1151.0,118790,5.0,497
Picanya,Valencia,Picanya,1325.75,43,7.72,7,1445.0,163450,11.0,1042
Picassent,Valencia,Picassent,1099.5,295,7.96,11,1445.0,163450,11.0,1042
Picazo (El),Cuenca,El Picazo,423.04,8,-,0,1139.0,119313,8.0,608
Picón,Ciudad Real,Picón,728.71,17,3.31,1,936.0,96893,5.0,461
Piedrabuena,Ciudad Real,Piedrabuena,622.15,43,5.94,3,936.0,96893,5.0,461
Piedrahíta,Ávila,Piedrahíta,696.4,68,6.35,5,1022.0,99417,6.0,520
Piedrahita de Castro,Zamora,Piedrahita de Castro,-,-,-,0,1151.0,118790,5.0,497
Piedralaves,Ávila,Piedralaves,896.21,60,5.16,5,1022.0,99417,6.0,520
Piedramillera,Navarra,Piedramillera,257.9,2,-,0,1691.0,164441,10.0,981
Piedras Albas,Cáceres,Piedras Albas,721.3,3,-,0,1132.0,119586,6.0,497
Piedratajada,Zaragoza,Piedratajada,-,-,-,0,1674.0,154117,9.0,720
Piélagos,Cantabria,Piélagos,1409.24,534,7.99,26,1737.0,156073,11.0,881
Piera,Barcelona,Piera,1359.65,285,9.28,4,2946.0,272259,16.0,1367
Piérnigas,Burgos,Piérnigas,888.89,1,-,0,1445.0,138383,8.0,633
Pilar de la Horadada,Alicante,Pilar de la Horadada,2371.41,1760,8.27,97,1663.0,176931,9.0,845
Pilas,Sevilla,Pilas,999.73,158,5.7,6,1611.0,162042,10.0,821
Piles,Valencia,Piles,1553.03,102,7.29,9,1445.0,163450,11.0,1042
Piles (Les),Tarragona,Les Piles,-,-,3.65,1,1552.0,140182,9.0,736
Piloña,Asturias,Piloña,1416.63,173,9.0,1,1568.0,139373,9.0,672
Pina de Ebro,Zaragoza,Pina de Ebro,-,-,-,0,1674.0,154117,9.0,720
Pina de Montalgrao,Castellón,Pina de Montalgrao,391.3,1,-,0,1133.0,115966,8.0,653
Pinar (El),Granada,El Pinar,861.75,52,2.0,1,1691.0,181669,8.0,760
Pinar de El Hierro (El),Santa Cruz de Tenerife,El Pinar de El Hierro,-,-,-,0,1906.0,174893,10.0,793
Pinarejo,Cuenca,Pinarejo,215.91,2,-,0,1139.0,119313,8.0,608
Pinarejos,Segovia,Pinarejos,-,-,-,0,1329.0,133270,9.0,790
Pinarnegrillo,Segovia,Pinarnegrillo,-,-,-,0,1329.0,133270,9.0,790
Pineda de Gigüela,Cuenca,Pineda de Gigüela,-,-,-,0,1139.0,119313,8.0,608
Pineda de la Sierra,Burgos,Pineda de la Sierra,282.93,4,6.36,1,1445.0,138383,8.0,633
Pineda de Mar,Barcelona,Pineda de Mar,1809.27,603,10.61,11,2946.0,272259,16.0,1367
Pineda Trasmonte,Burgos,Pineda Trasmonte,55.56,1,-,0,1445.0,138383,8.0,633
Pinedas,Salamanca,Pinedas,-,-,-,0,1673.0,156058,9.0,801
Pinell de Brai (El),Tarragona,El Pinell de Brai,-,-,-,0,1552.0,140182,9.0,736
Pinell de Solsonès,Lleida,Pinell de Solsonès,-,-,-,0,1159.0,114344,7.0,654
Pinet,Valencia,Pinet,-,-,-,0,1445.0,163450,11.0,1042
Pinilla de Jadraque,Guadalajara,Pinilla de Jadraque,170.03,2,-,0,1372.0,146012,8.0,691
Pinilla de los Barruecos,Burgos,Pinilla de los Barruecos,0,0,-,0,1445.0,138383,8.0,633
Pinilla de los Moros,Burgos,Pinilla de los Moros,841.48,5,-,0,1445.0,138383,8.0,633
Pinilla de Molina,Guadalajara,Pinilla de Molina,0,0,-,0,1372.0,146012,8.0,691
Pinilla de Toro,Zamora,Pinilla de Toro,-,-,-,0,1151.0,118790,5.0,497
Pinilla del Campo,Soria,Pinilla del Campo,-,-,-,0,1288.0,129163,7.0,604
Pinilla del Valle,Madrid,Pinilla del Valle,1666.67,1,4.3,1,3314.0,343514,16.0,1414
Pinilla Trasmonte,Burgos,Pinilla Trasmonte,112.63,3,-,0,1445.0,138383,8.0,633
Pinillos,La Rioja,Pinillos,400.0,1,-,0,1457.0,148105,8.0,703
Pino (O),A Coruña,O Pino,870.7,37,-,0,1583.0,156959,8.0,666
Pino de Tormes (El),Salamanca,El Pino de Tormes,-,-,-,0,1673.0,156058,9.0,801
Pino del Oro,Zamora,Pino del Oro,-,-,-,0,1151.0,118790,5.0,497
Pino del Río,Palencia,Pino del Río,245.83,1,-,0,1352.0,128845,7.0,499
Pinofranqueado,Cáceres,Pinofranqueado,480.61,30,8.0,1,1132.0,119586,6.0,497
Pinós,Lleida,Pinós,0,0,-,0,1159.0,114344,7.0,654
Pinós (El)/Pinoso,Alicante,El Pinós/Pinoso,1091.36,165,-,0,1663.0,176931,9.0,845
Pinos Genil,Granada,Pinos Genil,1310.98,38,5.94,2,1691.0,181669,8.0,760
Pinos Puente,Granada,Pinos Puente,521.16,133,3.17,2,1691.0,181669,8.0,760
Pinseque,Zaragoza,Pinseque,1114.91,50,-,0,1674.0,154117,9.0,720
Pintanos (Los),Zaragoza,Los Pintanos,-,-,-,0,1674.0,154117,9.0,720
Pinto,Madrid,Pinto,2278.52,174,10.83,37,3314.0,343514,16.0,1414
Piña de Campos,Palencia,Piña de Campos,224.06,5,-,0,1352.0,128845,7.0,499
Piña de Esgueva,Valladolid,Piña de Esgueva,-,-,-,0,1497.0,151208,8.0,668
Píñar,Granada,Píñar,494.53,10,-,0,1691.0,181669,8.0,760
Piñel de Abajo,Valladolid,Piñel de Abajo,-,-,-,0,1497.0,151208,8.0,668
Piñel de Arriba,Valladolid,Piñel de Arriba,-,-,-,0,1497.0,151208,8.0,668
Piñero (El),Zamora,El Piñero,-,-,-,0,1151.0,118790,5.0,497
Piñor,Ourense,Piñor,391.07,30,4.8,1,1434.0,156580,6.0,564
Piñuécar-Gandullas,Madrid,Piñuécar-Gandullas,-,-,-,0,3314.0,343514,16.0,1414
Piornal,Cáceres,Piornal,406.84,7,-,0,1132.0,119586,6.0,497
Pioz,Guadalajara,Pioz,1312.47,79,5.94,7,1372.0,146012,8.0,691
Piqueras,Guadalajara,Piqueras,0,0,-,0,1372.0,146012,8.0,691
Piqueras del Castillo,Cuenca,Piqueras del Castillo,0,0,-,0,1139.0,119313,8.0,608
Pira,Tarragona,Pira,-,-,-,0,1552.0,140182,9.0,736
Piracés,Huesca,Piracés,0,0,-,0,1513.0,123979,8.0,636
Pitarque,Teruel,Pitarque,-,-,-,0,1068.0,103002,6.0,501
Pitiegua,Salamanca,Pitiegua,-,-,-,0,1673.0,156058,9.0,801
Pitillas,Navarra,Pitillas,739.46,5,-,0,1691.0,164441,10.0,981
Pizarra,Málaga,Pizarra,1798.99,105,5.68,2,2630.0,301594,11.0,1055
Pizarral,Salamanca,Pizarral,0,0,-,0,1673.0,156058,9.0,801
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria,338.38,47,-,0,1552.0,140182,9.0,736
Pla del Penedès (El),Barcelona,El Pla del Penedès,-,-,-,0,2946.0,272259,16.0,1367
Plan,Huesca,Plan,526.44,5,-,0,1513.0,123979,8.0,636
Planes,Alicante,Planes,560.18,19,-,0,1663.0,176931,9.0,845
Planes d'Hostoles (Les),Girona,Les Planes d'Hostoles,-,-,-,0,2169.0,193575,11.0,941
Planoles,Girona,Planoles,1405.13,8,-,0,2169.0,193575,11.0,941
Plans de Sió (Els),Lleida,Els Plans de Sió,-,-,-,0,1159.0,114344,7.0,654
Plasencia,Cáceres,Plasencia,1036.97,536,5.27,30,1132.0,119586,6.0,497
Plasencia de Jalón,Zaragoza,Plasencia de Jalón,605.11,6,-,0,1674.0,154117,9.0,720
Plasenzuela,Cáceres,Plasenzuela,520.87,6,-,0,1132.0,119586,6.0,497
Pleitas,Zaragoza,Pleitas,-,-,-,0,1674.0,154117,9.0,720
Plenas,Zaragoza,Plenas,-,-,-,0,1674.0,154117,9.0,720
Plentzia,Bizkaia,Plentzia,2608.03,58,-,0,2853.0,269369,13.0,1124
Pliego,Murcia,Pliego,644.31,47,1.43,1,1148.0,119550,9.0,792
Plou,Teruel,Plou,-,-,-,0,1068.0,103002,6.0,501
Poal (El),Lleida,El Poal,897.68,4,-,0,1159.0,114344,7.0,654
Pobla (Sa),Illes Balears,Sa Pobla,1386.93,263,-,0,3139.0,358810,14.0,1392
Pobla de Benifassà (La),Castellón,La Pobla de Benifassà,-,-,-,0,1133.0,115966,8.0,653
Pobla de Cérvoles (La),Lleida,La Pobla de Cérvoles,1169.59,7,-,0,1159.0,114344,7.0,654
Pobla de Claramunt (La),Barcelona,La Pobla de Claramunt,1121.02,45,8.34,2,2946.0,272259,16.0,1367
Pobla de Farnals (La),Valencia,La Pobla de Farnals,1825.4,178,12.36,7,1445.0,163450,11.0,1042
Pobla de Lillet (La),Barcelona,La Pobla de Lillet,973.68,27,5.74,3,2946.0,272259,16.0,1367
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet,1561.37,110,-,0,1552.0,140182,9.0,736
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca,-,-,-,0,1552.0,140182,9.0,736
Pobla de Montornès (La),Tarragona,La Pobla de Montornès,753.65,125,-,0,1552.0,140182,9.0,736
Pobla de Segur (La),Lleida,La Pobla de Segur,819.98,36,5.58,1,1159.0,114344,7.0,654
Pobla de Vallbona (La),Valencia,La Pobla de Vallbona,2313.35,339,inf,20,1445.0,163450,11.0,1042
Pobla del Duc (La),Valencia,La Pobla del Duc,-,-,-,0,1445.0,163450,11.0,1042
Pobla Llarga (La),Valencia,La Pobla Llarga,-,-,3.12,2,1445.0,163450,11.0,1042
Pobla Tornesa (La),Castellón,La Pobla Tornesa,-,-,-,0,1133.0,115966,8.0,653
Población de Arroyo,Palencia,Población de Arroyo,80.38,5,-,0,1352.0,128845,7.0,499
Población de Campos,Palencia,Población de Campos,222.85,3,-,0,1352.0,128845,7.0,499
Población de Cerrato,Palencia,Población de Cerrato,398.64,1,-,0,1352.0,128845,7.0,499
Pobladura de Pelayo García,León,Pobladura de Pelayo García,227.27,7,-,0,1237.0,130467,6.0,586
Pobladura de Valderaduey,Zamora,Pobladura de Valderaduey,21.92,1,-,0,1151.0,118790,5.0,497
Pobladura del Valle,Zamora,Pobladura del Valle,-,-,-,0,1151.0,118790,5.0,497
Poblete,Ciudad Real,Poblete,1190.84,68,4.11,3,936.0,96893,5.0,461
Poblets (Els),Alicante,Els Poblets,2011.01,151,11.81,3,1663.0,176931,9.0,845
Pobo (El),Teruel,El Pobo,-,-,-,0,1068.0,103002,6.0,501
Pobo de Dueñas (El),Guadalajara,El Pobo de Dueñas,533.29,4,-,0,1372.0,146012,8.0,691
Poboleda,Tarragona,Poboleda,-,-,2.11,1,1552.0,140182,9.0,736
Pobra de Trives (A),Ourense,A Pobra de Trives,729.06,28,-,0,1434.0,156580,6.0,564
Pobra do Brollón (A),Lugo,A Pobra do Brollón,530.13,28,-,0,1159.0,119979,7.0,588
Pobra do Caramiñal (A),A Coruña,A Pobra do Caramiñal,1600.07,95,-,0,1583.0,156959,8.0,666
Poio,Pontevedra,Poio,1591.22,224,6.81,7,1893.0,193302,9.0,818
Pol,Lugo,Pol,408.65,17,-,0,1159.0,119979,7.0,588
Pola de Gordón (La),León,La Pola de Gordón,497.49,57,5.6,1,1237.0,130467,6.0,586
Polaciones,Cantabria,Polaciones,632.42,11,-,0,1737.0,156073,11.0,881
Polán,Toledo,Polán,1653.85,51,3.12,4,1023.0,103420,7.0,582
Polanco,Cantabria,Polanco,1427.97,113,7.71,2,1737.0,156073,11.0,881
Polentinos,Palencia,Polentinos,117.15,3,-,0,1352.0,128845,7.0,499
Poleñino,Huesca,Poleñino,825.0,1,-,0,1513.0,123979,8.0,636
Polícar,Granada,Polícar,0,0,-,0,1691.0,181669,8.0,760
Polinyà,Barcelona,Polinyà,2035.44,36,10.15,3,2946.0,272259,16.0,1367
Polinyà de Xúquer,Valencia,Polinyà de Xúquer,860.04,67,6.91,1,1445.0,163450,11.0,1042
Pollença,Illes Balears,Pollença,-,-,-,0,3139.0,358810,14.0,1392
Pollos,Valladolid,Pollos,-,-,-,0,1497.0,151208,8.0,668
Polop,Alicante,Polop,2472.1,653,10.23,3,1663.0,176931,9.0,845
Polopos,Granada,Polopos,1079.75,29,16.67,2,1691.0,181669,8.0,760
Pomar de Valdivia,Palencia,Pomar de Valdivia,383.12,20,-,0,1352.0,128845,7.0,499
Pomer,Zaragoza,Pomer,-,-,-,0,1674.0,154117,9.0,720
Ponferrada,León,Ponferrada,798.24,1117,5.42,79,1237.0,130467,6.0,586
Ponga,Asturias,Ponga,633.28,14,-,0,1568.0,139373,9.0,672
Pont d'Armentera (El),Tarragona,El Pont d'Armentera,-,-,-,0,1552.0,140182,9.0,736
Pont de Bar (El),Lleida,El Pont de Bar,2040.87,5,-,0,1159.0,114344,7.0,654
Pont de Molins,Girona,Pont de Molins,2538.07,14,-,0,2169.0,193575,11.0,941
Pont de Suert (El),Lleida,El Pont de Suert,1237.2,29,5.75,9,1159.0,114344,7.0,654
Pont de Vilomara i Rocafort (El),Barcelona,El Pont de Vilomara i Rocafort,1564.83,75,8.68,2,2946.0,272259,16.0,1367
Ponte Caldelas,Pontevedra,Ponte Caldelas,888.52,85,4.5,1,1893.0,193302,9.0,818
Ponteareas,Pontevedra,Ponteareas,925.69,227,5.25,2,1893.0,193302,9.0,818
Ponteceso,A Coruña,Ponteceso,786.03,76,5.39,5,1583.0,156959,8.0,666
Pontecesures,Pontevedra,Pontecesures,840.81,50,-,0,1893.0,193302,9.0,818
Pontedeume,A Coruña,Pontedeume,966.53,152,9.33,16,1583.0,156959,8.0,666
Pontedeva,Ourense,Pontedeva,593.15,3,-,0,1434.0,156580,6.0,564
Pontenova (A),Lugo,A Pontenova,459.81,36,4.26,3,1159.0,119979,7.0,588
Pontes de García Rodríguez (As),A Coruña,As Pontes de García Rodríguez,686.24,71,5.19,5,1583.0,156959,8.0,666
Pontevedra,Pontevedra,Pontevedra,1883.8,729,8.12,116,1893.0,193302,9.0,818
Pontils,Tarragona,Pontils,-,-,-,0,1552.0,140182,9.0,736
Pontons,Barcelona,Pontons,910.2,38,-,0,2946.0,272259,16.0,1367
Pontós,Girona,Pontós,1234.0,14,-,0,2169.0,193575,11.0,941
Ponts,Lleida,Ponts,589.32,17,5.94,1,1159.0,114344,7.0,654
Porcuna,Jaén,Porcuna,569.07,36,3.33,1,989.0,105216,6.0,496
Porqueira,Ourense,Porqueira,87.33,3,-,0,1434.0,156580,6.0,564
Porqueres,Girona,Porqueres,1927.89,28,6.52,1,2169.0,193575,11.0,941
