municipio,provincia,municipio_nombre_humano,codigo_INE,lat,lon
Alagón,Zaragoza,Alagón,50008,41.770376,-1.122142
Alagón del Río,Cáceres,Alagón del Río,10903,39.97328,-6.316475
Alaior,Illes Balears,Alaior,7002,39.932119,4.13792
Alájar,Huelva,Alájar,21001,37.87408,-6.66536
Alajeró,Santa Cruz de Tenerife,Alajeró,38003,28.027832,-17.200525
Alameda,Málaga,Alameda,29001,37.208657,-4.656308
Alameda de Gardón (La),Salamanca,La Alameda de Gardón,37005,40.65071,-6.75841
Alameda de la Sagra,Toledo,Alameda de la Sagra,45002,40.012901,-3.797982
Alameda del Valle,Madrid,Alameda del Valle,28003,40.9187,-3.84243
Alamedilla,Granada,Alamedilla,18002,37.58232,-3.24241
Alamedilla (La),Salamanca,La Alamedilla,37006,40.462445,-6.823418
Alamillo,Ciudad Real,Alamillo,13003,38.678764,-4.790707
Alaminos,Guadalajara,Alaminos,19004,40.86303,-2.72573
Álamo (El),Madrid,El Álamo,28004,40.230776,-3.992427
Alamús (Els),Lleida,Els Alamús,25004,41.60584,0.76456
Alange,Badajoz,Alange,6004,38.784989,-6.246106
Alanís,Sevilla,Alanís,41002,38.038635,-5.713093
Alaquàs,Valencia,Alaquàs,46005,39.454507,-0.465896
Alar del Rey,Palencia,Alar del Rey,34005,42.659306,-4.311306
Alaraz,Salamanca,Alaraz,37007,40.749047,-5.287667
Alarba,Zaragoza,Alarba,50009,41.20482,-1.61335
Alarcón,Cuenca,Alarcón,16003,39.55,-2.08333
Alarilla,Guadalajara,Alarilla,19005,40.84711,-3.1031
Alaró,Illes Balears,Alaró,7001,39.7049,2.793441
Alàs i Cerc,Lleida,Alàs i Cerc,25005,42.35,1.51667
Alatoz,Albacete,Alatoz,2002,39.09495,-1.36098
Alba,Teruel,Alba,44007,40.618477,-1.346557
Alba de Cerrato,Palencia,Alba de Cerrato,34006,41.81276,-4.3647
Alba de Tormes,Salamanca,Alba de Tormes,37008,40.826275,-5.511393
Alba de Yeltes,Salamanca,Alba de Yeltes,37009,40.6718,-6.3166
Albacete,Albacete,Albacete,2003,38.995097,-1.86197
Albagés (L'),Lleida,L' Albagés,25006,41.45,0.75
Albaida,Valencia,Albaida,46006,38.83968,-0.522125
Albaida del Aljarafe,Sevilla,Albaida del Aljarafe,41003,37.424507,-6.163906
Albal,Valencia,Albal,46007,39.39874,-0.417601
Albalá,Cáceres,Albalá,10007,39.255859,-6.185592
Albaladejo,Ciudad Real,Albaladejo,13004,38.618135,-2.808393
Albaladejo del Cuende,Cuenca,Albaladejo del Cuende,16004,39.80684,-2.22903
Albalat de la Ribera,Valencia,Albalat de la Ribera,46008,39.202539,-0.386767
Albalat dels Sorells,Valencia,Albalat dels Sorells,46009,39.53834,-0.351611
Albalat dels Tarongers,Valencia,Albalat dels Tarongers,46010,39.702678,-0.337
Albalate de Cinca,Huesca,Albalate de Cinca,22007,41.724846,0.151475
Albalate de las Nogueras,Cuenca,Albalate de las Nogueras,16005,40.36614,-2.27718
Albalate de Zorita,Guadalajara,Albalate de Zorita,19006,40.30812,-2.84267
Albalate del Arzobispo,Teruel,Albalate del Arzobispo,44008,41.121018,-0.51191
Albalatillo,Huesca,Albalatillo,22008,41.73527,-0.15114
Albanchez,Almería,Albanchez,4004,37.28361,-2.18229
Albanchez de Mágina,Jaén,Albanchez de Mágina,23001,37.792053,-3.466361
Albanyà,Girona,Albanyà,17003,42.30431,2.71995
Albares,Guadalajara,Albares,19007,40.3069,-3.00897
Albarracín,Teruel,Albarracín,44009,40.408367,-1.439763
Albarreal de Tajo,Toledo,Albarreal de Tajo,45003,39.89698,-4.22895
Albatana,Albacete,Albatana,2004,38.571977,-1.522897
Albatàrrec,Lleida,Albatàrrec,25007,41.572357,0.604729
Albatera,Alicante,Albatera,3005,38.180289,-0.872395
Albelda,Huesca,Albelda,22009,41.843656,0.493979
Albelda de Iregua,La Rioja,Albelda de Iregua,26005,42.356907,-2.47193
Albendea,Cuenca,Albendea,16006,40.48751,-2.41747
Albendiego,Guadalajara,Albendiego,19008,41.22742,-3.05171
Albentosa,Teruel,Albentosa,44010,40.10342,-0.76928
Alberca (La),Salamanca,La Alberca,37010,40.488456,-6.110723
Alberca de Záncara (La),Cuenca,La Alberca de Záncara,16007,39.51539,-2.491829
Alberguería de Argañán (La),Salamanca,La Alberguería de Argañán,37011,40.41302,-6.81482
Alberic,Valencia,Alberic,46011,39.11748,-0.520642
Alberite,La Rioja,Alberite,26006,42.405388,-2.439928
Alberite de San Juan,Zaragoza,Alberite de San Juan,50010,41.82009,-1.47063
Albero Alto,Huesca,Albero Alto,22011,42.05031,-0.3371
Albero Bajo,Huesca,Albero Bajo,22012,42.0238,-0.38018
Alberuela de Tubo,Huesca,Alberuela de Tubo,22013,41.90846,-0.21418
Albesa,Lleida,Albesa,25008,41.752952,0.659074
Albeta,Zaragoza,Albeta,50011,41.82636,-1.49936
Albi (L'),Lleida,L' Albi,25009,41.41667,0.93333
Albillos,Burgos,Albillos,9009,42.2768,-3.78908
Albinyana,Tarragona,Albinyana,43002,41.25,1.48333
Albiol (L'),Tarragona,L' Albiol,43003,41.25,1.1
Albiztur,Gipuzkoa,Albiztur,20004,43.129853,-2.132077
Albocàsser,Castellón,Albocàsser,12003,40.356897,0.023953
Alboloduy,Almería,Alboloduy,4005,37.03346,-2.62164
Albolote,Granada,Albolote,18003,37.231079,-3.651032
Albondón,Granada,Albondón,18004,36.8277,-3.21144
Albons,Girona,Albons,17004,42.105755,3.084134
Alborache,Valencia,Alborache,46012,39.391503,-0.771221
Alboraia/Alboraya,Valencia,Alboraia/Alboraya,46013,39.49925,-0.35018
Alborea,Albacete,Alborea,2005,39.278861,-1.394938
Alborge,Zaragoza,Alborge,50012,41.33367,-0.35675
Albornos,Ávila,Albornos,5005,40.83795,-4.88129
Albox,Almería,Albox,4006,37.390608,-2.14149
Albudeite,Murcia,Albudeite,30004,38.029839,-1.386735
Albuera (La),Badajoz,La Albuera,6005,38.717333,-6.823226
Albuixech,Valencia,Albuixech,46014,39.544868,-0.324651
Albuñán,Granada,Albuñán,18005,37.22708,-3.13321
Albuñol,Granada,Albuñol,18006,36.789478,-3.202901
Albuñuelas,Granada,Albuñuelas,18007,36.92828,-3.63184
Alburquerque,Badajoz,Alburquerque,6006,39.220369,-7.000693
Alcabón,Toledo,Alcabón,45004,40.004037,-4.368118
Alcadozo,Albacete,Alcadozo,2006,38.648845,-1.979948
Alcaine,Teruel,Alcaine,44011,40.95342,-0.70583
Alcalá de Ebro,Zaragoza,Alcalá de Ebro,50013,41.81495,-1.19429
Alcalá de Guadaíra,Sevilla,Alcalá de Guadaíra,41004,37.341698,-5.836737
Alcalá de Gurrea,Huesca,Alcalá de Gurrea,22014,42.06653,-0.68534
Alcalá de Henares,Madrid,Alcalá de Henares,28005,40.48108,-3.372888
Alcalá de la Selva,Teruel,Alcalá de la Selva,44012,40.36943,-0.691292
Alcalá de la Vega,Cuenca,Alcalá de la Vega,16008,40.03333,-1.51667
Alcalá de los Gazules,Cádiz,Alcalá de los Gazules,11001,36.461701,-5.725044
Alcalá de Moncayo,Zaragoza,Alcalá de Moncayo,50014,41.7861,-1.69544
Alcalà de Xivert,Castellón,Alcalà de Xivert,12004,40.3051,0.225807
Alcalá del Júcar,Albacete,Alcalá del Júcar,2007,39.2,-1.43333
Alcalá del Obispo,Huesca,Alcalá del Obispo,22015,42.0773,-0.2912
Alcalá del Río,Sevilla,Alcalá del Río,41005,37.518699,-5.980547
Alcalá del Valle,Cádiz,Alcalá del Valle,11002,36.90478,-5.171373
Alcalá la Real,Jaén,Alcalá la Real,23002,37.460424,-3.923973
Alcalalí,Alicante,Alcalalí,3006,38.754724,-0.043421
Alcampell,Huesca,Alcampell,22016,41.90605,0.43173
Alcanadre,La Rioja,Alcanadre,26007,42.40492,-2.12073
Alcanar,Tarragona,Alcanar,43004,40.543338,0.479435
Alcanó,Lleida,Alcanó,25010,41.48064,0.61659
Alcántara,Cáceres,Alcántara,10008,39.716337,-6.883391
Alcantarilla,Murcia,Alcantarilla,30005,37.97174,-1.218271
Alcàntera de Xúquer,Valencia,Alcàntera de Xúquer,46016,39.068491,-0.562269
Alcantud,Cuenca,Alcantud,16009,40.54818,-2.33258
Alcañices,Zamora,Alcañices,49003,41.695868,-6.343094
Alcañiz,Teruel,Alcañiz,44013,41.052277,-0.13233
Alcañizo,Toledo,Alcañizo,45005,39.90316,-5.10588
Alcaracejos,Córdoba,Alcaracejos,14003,38.388306,-4.967311
Alcaraz,Albacete,Alcaraz,2008,38.697248,-2.531032
Alcarràs,Lleida,Alcarràs,25011,41.565846,0.524235
Alcàsser,Valencia,Alcàsser,46015,39.367986,-0.443372
Alcaucín,Málaga,Alcaucín,29002,36.90301,-4.11406
Alcaudete,Jaén,Alcaudete,23003,37.589466,-4.080718
Alcaudete de la Jara,Toledo,Alcaudete de la Jara,45006,39.787567,-4.86881
Alcázar de San Juan,Ciudad Real,Alcázar de San Juan,13005,39.392023,-3.215553
Alcázar del Rey,Cuenca,Alcázar del Rey,16010,40.06288,-2.80782
Alcazarén,Valladolid,Alcazarén,47005,41.37061,-4.67262
Alcázares (Los),Murcia,Los Alcázares,30902,37.737952,-0.85395
Alcoba,Ciudad Real,Alcoba,13006,39.25998,-4.478442
Alcobendas,Madrid,Alcobendas,28006,40.541992,-3.64982
Alcocer,Guadalajara,Alcocer,19009,40.46972,-2.6094
Alcocer de Planes,Alicante,Alcocer de Planes,3007,38.79501,-0.40244
Alcocero de Mola,Burgos,Alcocero de Mola,9010,42.47222,-3.3579
Alcohujate,Cuenca,Alcohujate,16011,40.41763,-2.6149
Alcolea,Almería,Alcolea,4007,36.97458,-2.9615
Alcolea de Calatrava,Ciudad Real,Alcolea de Calatrava,13007,38.986706,-4.114802
Alcolea de Cinca,Huesca,Alcolea de Cinca,22017,41.721457,0.114156
Alcolea de las Peñas,Guadalajara,Alcolea de las Peñas,19010,41.2096,-2.78483
Alcolea de Tajo,Toledo,Alcolea de Tajo,45007,39.80966,-5.14738
Alcolea del Pinar,Guadalajara,Alcolea del Pinar,19011,41.03569,-2.46645
Alcolea del Río,Sevilla,Alcolea del Río,41006,37.615015,-5.667873
Alcoleja,Alicante,Alcoleja,3008,38.66992,-0.32382
Alcoletge,Lleida,Alcoletge,25012,41.653794,0.690828
Alcollarín,Cáceres,Alcollarín,10009,39.2447,-5.73924
Alconaba,Soria,Alconaba,42006,41.7236,-2.38484
Alconada,Salamanca,Alconada,37012,40.91092,-5.36305
Alconada de Maderuelo,Segovia,Alconada de Maderuelo,40005,41.45015,-3.48554
Alconchel,Badajoz,Alconchel,6007,38.514743,-7.071697
Alconchel de Ariza,Zaragoza,Alconchel de Ariza,50015,41.20428,-2.12191
Alconchel de la Estrella,Cuenca,Alconchel de la Estrella,16012,39.71963,-2.57366
Alconera,Badajoz,Alconera,6008,38.378914,-6.486219
Alcóntar,Almería,Alcóntar,4008,37.257894,-2.606439
Alcora (l'),Castellón,L' Alcora,12005,40.06667,-0.2
Alcorcón,Madrid,Alcorcón,28007,40.344203,-3.817957
Alcorisa,Teruel,Alcorisa,44014,40.892673,-0.381385
Alcoroches,Guadalajara,Alcoroches,19013,40.62669,-1.74629
Alcover,Tarragona,Alcover,43005,41.261938,1.170159
Alcoy/Alcoi,Alicante,Alcoy/Alcoi,3009,38.701616,-0.476523
Alcubierre,Huesca,Alcubierre,22018,41.80758,-0.45291
Alcubilla de Avellaneda,Soria,Alcubilla de Avellaneda,42007,41.72593,-3.30471
Alcubilla de las Peñas,Soria,Alcubilla de las Peñas,42008,41.25128,-2.52684
Alcubilla de Nogales,Zamora,Alcubilla de Nogales,49004,42.12787,-5.92184
Alcubillas,Ciudad Real,Alcubillas,13008,38.75346,-3.133526
Alcublas,Valencia,Alcublas,46018,39.798339,-0.70287
Alcúdia,Illes Balears,Alcúdia,7003,39.86072,3.118993
Alcúdia (l'),Valencia,L' Alcúdia,46019,39.19281,-0.52396
Alcúdia de Crespins (l'),Valencia,L' Alcúdia de Crespins,46020,38.97264,-0.60219
Alcudia de Monteagud,Almería,Alcudia de Monteagud,4009,37.23529,-2.2665
Alcudia de Veo,Castellón,Alcudia de Veo,12006,39.91667,-0.35
Alcuéscar,Cáceres,Alcuéscar,10010,39.180525,-6.231699
Aldaia,Valencia,Aldaia,46021,39.465115,-0.46177
Aldea (L'),Tarragona,L' Aldea,43904,41.101515,1.200803
Aldea de San Miguel,Valladolid,Aldea de San Miguel,47006,41.46098,-4.6158
Aldea de San Nicolás (La),Las Palmas,La Aldea de San Nicolás,35020,27.947236,-15.786442
Aldea del Cano,Cáceres,Aldea del Cano,10012,39.288675,-6.319567
Aldea del Fresno,Madrid,Aldea del Fresno,28008,40.321466,-4.200261
Aldea del Obispo,Salamanca,Aldea del Obispo,37015,40.70677,-6.79252
Aldea del Obispo (La),Cáceres,La Aldea del Obispo,10013,39.570115,-5.921337
Aldea del Rey,Ciudad Real,Aldea del Rey,13009,38.738268,-3.838629
Aldea en Cabo,Toledo,Aldea en Cabo,45008,40.188981,-4.461826
Aldea Real,Segovia,Aldea Real,40012,41.257468,-3.505819
Aldeacentenera,Cáceres,Aldeacentenera,10011,39.527927,-5.630118
Aldeacipreste,Salamanca,Aldeacipreste,37013,40.3809,-5.89754
Aldeadávila de la Ribera,Salamanca,Aldeadávila de la Ribera,37014,41.217949,-6.619999
Aldealafuente,Soria,Aldealafuente,42009,41.67194,-2.32522
Aldealcorvo,Segovia,Aldealcorvo,40006,41.24443,-3.79136
Aldealengua,Salamanca,Aldealengua,37016,40.9809,-5.54922
Aldealengua de Pedraza,Segovia,Aldealengua de Pedraza,40007,41.021306,-3.793789
Aldealengua de Santa María,Segovia,Aldealengua de Santa María,40008,41.46196,-3.46723
Aldealices,Soria,Aldealices,42010,41.91535,-2.29277
Aldealpozo,Soria,Aldealpozo,42011,41.78258,-2.20416
Aldealseñor,Soria,Aldealseñor,42012,41.8789,-2.31565
Aldeamayor de San Martín,Valladolid,Aldeamayor de San Martín,47007,41.511963,-4.640043
Aldeanueva de Barbarroya,Toledo,Aldeanueva de Barbarroya,45009,39.759356,-5.02311
Aldeanueva de Ebro,La Rioja,Aldeanueva de Ebro,26008,42.227648,-1.892058
Aldeanueva de Figueroa,Salamanca,Aldeanueva de Figueroa,37017,41.14808,-5.52404
Aldeanueva de Guadalajara,Guadalajara,Aldeanueva de Guadalajara,19015,40.67988,-3.04438
Aldeanueva de la Serrezuela,Segovia,Aldeanueva de la Serrezuela,40009,41.463182,-3.788232
Aldeanueva de la Sierra,Salamanca,Aldeanueva de la Sierra,37018,40.6162,-6.10022
Aldeanueva de la Vera,Cáceres,Aldeanueva de la Vera,10014,40.126014,-5.701695
Aldeanueva de San Bartolomé,Toledo,Aldeanueva de San Bartolomé,45010,39.636521,-5.112527
Aldeanueva de Santa Cruz,Ávila,Aldeanueva de Santa Cruz,5007,40.38189,-5.42142
Aldeanueva del Camino,Cáceres,Aldeanueva del Camino,10015,40.258999,-5.92897
Aldeanueva del Codonal,Segovia,Aldeanueva del Codonal,40010,41.08236,-4.54369
Aldeaquemada,Jaén,Aldeaquemada,23004,38.41215,-3.37137
Aldearrodrigo,Salamanca,Aldearrodrigo,37019,41.10966,-5.80726
Aldearrubia,Salamanca,Aldearrubia,37020,41.007067,-5.49834
Aldeaseca,Ávila,Aldeaseca,5008,41.04912,-4.81707
Aldeaseca de Alba,Salamanca,Aldeaseca de Alba,37021,40.81909,-5.44699
Aldeaseca de la Frontera,Salamanca,Aldeaseca de la Frontera,37022,40.94161,-5.20719
Aldeasoña,Segovia,Aldeasoña,40013,41.47285,-4.05712
Aldeatejada,Salamanca,Aldeatejada,37023,40.92168,-5.69273
Aldeavieja de Tormes,Salamanca,Aldeavieja de Tormes,37024,40.58307,-5.61705
Aldehorno,Segovia,Aldehorno,40014,41.51275,-3.77822
Aldehuela (La),Ávila,La Aldehuela,5010,40.41092,-5.40983
Aldehuela de Jerte,Cáceres,Aldehuela de Jerte,10016,40.01008,-6.239764
Aldehuela de la Bóveda,Salamanca,Aldehuela de la Bóveda,37025,40.85076,-6.0526
Aldehuela de Liestos,Zaragoza,Aldehuela de Liestos,50016,41.0641,-1.70107
Aldehuela de Periáñez,Soria,Aldehuela de Periáñez,42013,41.8077,-2.30671
Aldehuela de Yeltes,Salamanca,Aldehuela de Yeltes,37026,40.66254,-6.24332
Aldehuela del Codonal,Segovia,Aldehuela del Codonal,40015,41.05504,-4.53863
Aldehuelas (Las),Soria,Las Aldehuelas,42014,42.001906,-2.380445
Aldeire,Granada,Aldeire,18010,37.16012,-3.07204
Aldeonte,Segovia,Aldeonte,40016,41.35092,-3.67846
Aldover,Tarragona,Aldover,43006,40.87952,0.49996
Aledo,Murcia,Aledo,30006,37.798827,-1.561677
Alegia,Gipuzkoa,Alegia,20005,43.0531,-2.26212
Alegría-Dulantzi,Álava,Alegría-Dulantzi,1001,42.841339,-2.51244
Aleixar (L'),Tarragona,L' Aleixar,43007,41.2,1.05
Alella,Barcelona,Alella,8003,41.496137,2.291909
Alentisque,Soria,Alentisque,42015,41.42059,-2.33189
Alerre,Huesca,Alerre,22019,42.16468,-0.46369
Alesanco,La Rioja,Alesanco,26009,42.41409,-2.81666
Alesón,La Rioja,Alesón,26010,42.40554,-2.68938
Alfacar,Granada,Alfacar,18011,37.239252,-3.565358
Alfafar,Valencia,Alfafar,46022,39.40723,-0.386372
Alfafara,Alicante,Alfafara,3010,38.77339,-0.55551
Alfajarín,Zaragoza,Alfajarín,50017,41.593738,-0.681883
Alfambra,Teruel,Alfambra,44016,40.547066,-1.033209
Alfamén,Zaragoza,Alfamén,50018,41.43864,-1.244318
Alfántega,Huesca,Alfántega,22020,41.82832,0.14823
Alfara de Carles,Tarragona,Alfara de Carles,43008,40.87366,0.40017
Alfara de la Baronia,Valencia,Alfara de la Baronia,46024,39.768973,-0.343358
Alfara del Patriarca,Valencia,Alfara del Patriarca,46025,39.547063,-0.386651
Alfaraz de Sayago,Zamora,Alfaraz de Sayago,49005,41.232914,-5.950962
Alfarnate,Málaga,Alfarnate,29003,36.995335,-4.259894
Alfarnatejo,Málaga,Alfarnatejo,29004,36.9957,-4.26064
Alfaro,La Rioja,Alfaro,26011,42.176996,-1.748532
Alfarp,Valencia,Alfarp,46026,39.276474,-0.559862
Alfarràs,Lleida,Alfarràs,25013,41.830623,0.569296
Alfarrasí,Valencia,Alfarrasí,46027,38.904369,-0.49653
Alfàs del Pi (l'),Alicante,L' Alfàs del Pi,3011,38.566318,-0.104676
Alfauir,Valencia,Alfauir,46023,38.93333,-0.25
Alfés,Lleida,Alfés,25014,41.52143,0.6205
Alfondeguilla,Castellón,Alfondeguilla,12007,39.83333,-0.26667
Alforja,Tarragona,Alforja,43009,41.211964,0.975829
Alforque,Zaragoza,Alforque,50019,41.32942,-0.38525
Alfoz,Lugo,Alfoz,27002,43.519683,-7.409982
Alfoz de Bricia,Burgos,Alfoz de Bricia,9011,42.90051,-3.8761
Alfoz de Lloredo,Cantabria,Alfoz de Lloredo,39001,43.39068,-4.17346
Alfoz de Quintanadueñas,Burgos,Alfoz de Quintanadueñas,9907,42.384486,-3.73538
Alfoz de Santa Gadea,Burgos,Alfoz de Santa Gadea,9012,42.945412,-3.953661
Algaba (La),Sevilla,La Algaba,41007,37.45978,-6.013333
Algadefe,León,Algadefe,24002,42.21931,-5.58419
Algaida,Illes Balears,Algaida,7004,39.55894,2.892537
Algámitas,Sevilla,Algámitas,41008,37.015927,-5.148175
Algar,Cádiz,Algar,11003,36.656425,-5.65638
Algar de Mesa,Guadalajara,Algar de Mesa,19016,41.13494,-1.95964
Algar de Palancia,Valencia,Algar de Palancia,46028,39.777747,-0.382839
Algarinejo,Granada,Algarinejo,18012,37.325738,-4.157789
Algarra,Cuenca,Algarra,16013,40.0,-1.43333
Algarrobo,Málaga,Algarrobo,29005,36.773025,-4.038869
Algatocín,Málaga,Algatocín,29006,36.57356,-5.27554
Algeciras,Cádiz,Algeciras,11004,36.127604,-5.44932
Algemesí,Valencia,Algemesí,46029,39.193372,-0.437693
Algerri,Lleida,Algerri,25015,41.815044,0.636325
Algete,Madrid,Algete,28009,40.598177,-3.501335
Algímia d'Alfara,Valencia,Algímia d'Alfara,46030,39.752412,-0.362184
Algimia de Almonacid,Castellón,Algimia de Almonacid,12008,39.91667,-0.43333
Alginet,Valencia,Alginet,46031,39.263846,-0.469057
Algodonales,Cádiz,Algodonales,11005,36.881571,-5.404209
Algodre,Zamora,Algodre,49006,41.56631,-5.60406
Algora,Guadalajara,Algora,19017,40.96324,-2.66688
Algorfa,Alicante,Algorfa,3012,38.084582,-0.796363
Alguaire,Lleida,Alguaire,25016,41.73593,0.587556
Alguazas,Murcia,Alguazas,30007,38.052537,-1.246584
Algueña,Alicante,Algueña,3013,38.339218,-1.002629
Alhabia,Almería,Alhabia,4010,36.99003,-2.58655
Alhama de Almería,Almería,Alhama de Almería,4011,36.957334,-2.568298
Alhama de Aragón,Zaragoza,Alhama de Aragón,50020,41.294084,-1.895928
Alhama de Granada,Granada,Alhama de Granada,18013,37.004993,-3.988907
Alhama de Murcia,Murcia,Alhama de Murcia,30008,37.849898,-1.423536
Alhambra,Ciudad Real,Alhambra,13010,38.844838,-3.128399
Alhaurín de la Torre,Málaga,Alhaurín de la Torre,29007,36.661253,-4.563544
Alhaurín el Grande,Málaga,Alhaurín el Grande,29008,36.640267,-4.691149
Alhendín,Granada,Alhendín,18014,37.107173,-3.643278
Alhóndiga,Guadalajara,Alhóndiga,19018,40.52669,-2.82438
Alía,Cáceres,Alía,10017,39.448501,-5.217851
Aliaga,Teruel,Aliaga,44017,40.67411,-0.70333
Aliaguilla,Cuenca,Aliaguilla,16014,39.739462,-1.324735
Alicante/Alacant,Alicante,Alicante/Alacant,3014,38.360892,-0.486281
Alicún,Almería,Alicún,4012,36.9658,-2.60212
Alicún de Ortega,Granada,Alicún de Ortega,18015,37.60898,-3.13648
Alija del Infantado,León,Alija del Infantado,24003,42.138731,-5.833465
Alins,Lleida,Alins,25017,42.58453,1.35697
Alió,Tarragona,Alió,43010,41.29422,1.30585
Alique,Guadalajara,Alique,19019,40.58671,-2.64442
Aliseda,Cáceres,Aliseda,10018,39.422152,-6.69244
Aliud,Soria,Aliud,42016,41.65412,-2.25314
Aljaraque,Huelva,Aljaraque,21002,37.267772,-7.024223
Aljucén,Badajoz,Aljucén,6009,39.04426,-6.33109
Alkiza,Gipuzkoa,Alkiza,20006,43.172356,-2.110147
Allande,Asturias,Allande,33001,43.27307,-6.62152
Allariz,Ourense,Allariz,32001,42.19044,-7.80175
Allepuz,Teruel,Allepuz,44021,40.49295,-0.72478
Aller,Asturias,Aller,33002,43.161325,-5.622146
Allín/Allin,Navarra,Allín/Allin,31011,42.70929,-2.07559
Allo,Navarra,Allo,31012,42.567211,-2.02115
Alloza,Teruel,Alloza,44022,40.969425,-0.528797
Allueva,Teruel,Allueva,44023,40.98533,-1.04258
Almacelles,Lleida,Almacelles,25019,41.730809,0.438299
Almáchar,Málaga,Almáchar,29009,36.808953,-4.21605
Almadén,Ciudad Real,Almadén,13011,38.774615,-4.833152
Almadén de la Plata,Sevilla,Almadén de la Plata,41009,37.87221,-6.08085
Almadenejos,Ciudad Real,Almadenejos,13012,38.73851,-4.71073
Almadrones,Guadalajara,Almadrones,19020,40.90096,-2.77406
Almagro,Ciudad Real,Almagro,13013,38.896763,-3.721983
Almajano,Soria,Almajano,42017,41.85095,-2.3383
Almaluez,Soria,Almaluez,42018,41.28932,-2.26871
Almansa,Albacete,Almansa,2009,38.869442,-1.104684
Almanza,León,Almanza,24004,42.65825,-5.0362
Almaraz,Cáceres,Almaraz,10019,39.814166,-5.676165
Almaraz de Duero,Zamora,Almaraz de Duero,49007,41.47506,-5.91654
Almarcha (La),Cuenca,La Almarcha,16015,39.68731,-2.380264
Almargen,Málaga,Almargen,29010,37.002622,-5.022984
Almarza,Soria,Almarza,42019,41.94678,-2.469
Almarza de Cameros,La Rioja,Almarza de Cameros,26012,42.2165,-2.59873
Almàssera,Valencia,Almàssera,46032,39.512709,-0.359623
Almassora,Castellón,Almassora,12009,39.947883,-0.064248
Almatret,Lleida,Almatret,25020,41.30556,0.42418
Almazán,Soria,Almazán,42020,41.486327,-2.530515
Almazul,Soria,Almazul,42021,41.574,-2.1462
Almedíjar,Castellón,Almedíjar,12010,39.86667,-0.4
Almedina,Ciudad Real,Almedina,13014,38.62453,-2.95382
Almedinilla,Córdoba,Almedinilla,14004,37.439118,-4.091527
Almegíjar,Granada,Almegíjar,18016,36.90258,-3.30122
Almeida de Sayago,Zamora,Almeida de Sayago,49008,41.266315,-6.073277
Almenar,Lleida,Almenar,25021,41.796584,0.57046
Almenar de Soria,Soria,Almenar de Soria,42022,41.6823,-2.20082
Almenara,Castellón,Almenara,12011,39.753129,-0.224747
Almenara de Adaja,Valladolid,Almenara de Adaja,47008,41.21406,-4.67824
Almenara de Tormes,Salamanca,Almenara de Tormes,37027,41.0639,-5.8235
Almendra,Salamanca,Almendra,37028,41.238198,-6.3304
Almendral,Badajoz,Almendral,6010,38.613181,-6.822009
Almendral de la Cañada,Toledo,Almendral de la Cañada,45011,40.18456,-4.74173
Almendralejo,Badajoz,Almendralejo,6011,38.683923,-6.408345
Almendro (El),Huelva,El Almendro,21003,37.550713,-7.366592
Almendros,Cuenca,Almendros,16016,39.92093,-2.88469
Almensilla,Sevilla,Almensilla,41010,37.310197,-6.105507
Almería,Almería,Almería,4013,36.844845,-2.456009
Almiserà,Valencia,Almiserà,46033,38.91667,-0.28333
Almochuel,Zaragoza,Almochuel,50021,41.27992,-0.55067
Almócita,Almería,Almócita,4014,37.00262,-2.79051
Almodóvar del Campo,Ciudad Real,Almodóvar del Campo,13015,38.708649,-4.177373
Almodóvar del Pinar,Cuenca,Almodóvar del Pinar,16017,39.71667,-1.88333
Almodóvar del Río,Córdoba,Almodóvar del Río,14005,37.811909,-5.017899
Almogía,Málaga,Almogía,29011,36.825729,-4.540218
Almoguera,Guadalajara,Almoguera,19021,40.297001,-2.981306
Almohaja,Teruel,Almohaja,44018,40.60489,-1.438
Almoharín,Cáceres,Almoharín,10020,39.175217,-6.041539
Almoines,Valencia,Almoines,46034,38.944245,-0.180795
Almolda (La),Zaragoza,La Almolda,50022,41.55307,-0.211036
Almonacid de la Cuba,Zaragoza,Almonacid de la Cuba,50023,41.28067,-0.79266
Almonacid de la Sierra,Zaragoza,Almonacid de la Sierra,50024,41.397758,-1.323129
Almonacid de Toledo,Toledo,Almonacid de Toledo,45012,39.753624,-3.854368
Almonacid de Zorita,Guadalajara,Almonacid de Zorita,19022,40.348338,-2.887264
Almonacid del Marquesado,Cuenca,Almonacid del Marquesado,16018,39.82344,-2.7677
Almonaster la Real,Huelva,Almonaster la Real,21004,37.87396,-6.78872
Almonte,Huelva,Almonte,21005,37.260295,-6.517745
Almoradí,Alicante,Almoradí,3015,38.110237,-0.792414
Almorox,Toledo,Almorox,45013,40.233953,-4.389942
Almoster,Tarragona,Almoster,43011,41.19758,1.11167
Almudaina,Alicante,Almudaina,3016,38.75999,-0.35149
Almudévar,Huesca,Almudévar,22021,42.040917,-0.581339
Almunia de Doña Godina (La),Zaragoza,La Almunia de Doña Godina,50025,41.476937,-1.37524
Almunia de San Juan,Huesca,Almunia de San Juan,22022,41.95013,0.23714
Almuniente,Huesca,Almuniente,22023,41.94949,-0.41173
Almuñécar,Granada,Almuñécar,18017,36.737333,-3.70494
Almuradiel,Ciudad Real,Almuradiel,13016,38.51269,-3.496129
Almussafes,Valencia,Almussafes,46035,39.29359,-0.413366
Alobras,Teruel,Alobras,44019,40.18169,-1.38731
